network_frequency,rn_w_tracker_outstanding,share_tracker_ostd,WriteBandWidth,WriteAvgLatency,WriteMaxLatency,rn_r_tracker_outstanding,ro_tracker_ostd,ReadBandWidth,ReadAvgLatency,ReadMaxLatency,FinishTime,TotalBandWidth,eject_queues_len,inject_queues_len,Topo
2,48,64,18.740846681922196,16431.644860954242,33857,64,64,32.962851758392695,6166.434525101554,18238,60000,51.703698440314895,2,2,5x4
2,48,64,22.576050664541285,10085.123490527152,27354,64,64,35.55102322056088,5176.929512822899,16067,60000,58.12707388510216,2,2,4x5
2,48,64,46.900538708748876,626.9839019775391,5860,64,64,48.58059961406316,1891.1583116319443,7886,22529,95.48113832281203,12,1,4x9
2,48,64,47.42756343570492,556.3995666503906,5704,64,64,48.21975147155003,1640.7325923859128,8724,22267,95.64731490725495,11,1,9x4
2,48,64,21.088027673310137,13083.2,31137,64,64,36.795094823898474,3524.635922555843,13321,60000,57.88312249720861,3,2,5x4
2,48,64,47.56442639637201,639.6382293701172,7809,64,64,48.868099611779186,1842.6688523065477,7607,22217,96.4325260081512,13,1,4x9
2,48,64,27.48519003931848,9822.29115739681,20230,64,64,45.209408260698176,2544.467036629412,9592,60000,72.69459830001665,3,2,4x5
2,48,64,48.09981651376147,553.9202423095703,8671,64,64,50.15753923903008,1646.049572172619,7665,21958,98.25735575279154,12,1,9x4
2,48,64,25.995388848947616,10196.53305053711,23578,64,64,42.04105571847507,1908.6011129712301,11641,40497,68.03644456742269,4,2,5x4
2,48,64,48.16315199103168,601.1454315185547,5466,64,64,49.032920051303975,1868.6894996279761,7946,21943,97.19607204233566,14,1,4x9
2,48,64,29.64759104275051,8771.367584228516,18918,64,64,48.64470521702248,1394.983661954365,8217,35527,78.29229625977298,4,2,4x5
2,48,64,26.93560070898302,9172.637573242188,23216,64,64,47.36346533290506,1204.457279265873,8856,39089,74.29906604188808,5,2,5x4
2,48,64,31.1316430140728,8531.763870239258,17073,64,64,49.488996499976025,1054.863994295635,8047,33841,80.62063951404883,5,2,4x5
2,48,64,45.94181563266737,573.2042388916016,8568,64,64,50.19168490153173,1587.4852895585318,7560,22982,96.1335005341991,13,1,9x4
2,48,64,43.0230876792959,837.0178031575412,11577,64,64,48.53202897187471,1766.8113438667763,7660,60000,91.55511665117061,2,2,4x9
2,48,64,29.191169510871077,8566.839889526367,20055,64,64,52.086188625927235,942.2312282986111,6305,36081,81.27735813679831,6,2,5x4
2,48,64,30.218328530259367,8762.620391845703,17732,64,64,50.34837325008536,880.3389756944445,7321,34859,80.56670178034473,6,2,4x5
2,48,64,47.11430625449317,594.4550323486328,6880,64,64,50.164852255054434,1584.2804129464287,7451,22414,97.27915850954761,14,1,9x4
2,48,64,28.44521607031441,8814.275665283203,21024,64,64,50.1868041036612,892.6655040922619,7134,37023,78.6320201739756,7,2,5x4
2,48,64,30.04085374588168,8553.843627929688,18740,64,64,48.33943708144055,890.3315817212301,7838,35064,78.38029082732223,7,2,4x5
2,48,64,45.6420908921719,656.1067521171893,8881,64,64,48.577560240963855,1526.438390352033,7350,60000,94.21965113313576,3,2,4x9
2,48,64,30.64667543475084,8527.724502563477,18107,64,64,49.25990264388661,815.5691499255952,7106,34374,79.90657807863745,8,2,4x5
2,48,64,28.433646076251424,8761.97932434082,20990,64,64,49.318744326054755,905.5607173859127,7533,37038,77.75239040230618,8,2,5x4
2,48,64,18.349052970626335,2960.2273747195213,30276,64,64,20.8772909333657,12093.038649365146,35566,60000,39.22634390399203,2,2,9x4
2,48,64,45.64676204748997,700.0271606445312,8444,64,64,48.91441569519477,1490.4137369791667,7170,23142,94.56117774268475,4,2,4x9
2,48,64,30.15142191678408,8618.601760864258,18673,64,64,50.01172537429139,823.763175843254,6572,60000,80.16314729107546,9,2,4x5
2,48,64,28.931023065886766,8455.297286987305,20460,64,64,50.491219488333414,890.2403273809524,7290,60000,79.42224255422018,9,2,5x4
2,48,64,45.4705608296444,585.6017913818359,7948,64,64,48.858846918489064,1378.2670200892858,7347,23231,94.32940774813346,5,2,4x9
2,48,64,29.486684851382133,8579.734100341797,19657,64,64,51.86633837495603,793.5332341269841,6679,35721,81.35302322633817,10,2,5x4
2,48,64,30.33150130170668,8496.663355458915,18493,64,64,48.66764109576123,808.4161086309524,7350,60000,78.99914239746792,10,2,4x5
2,48,64,19.542567466825705,3730.2127380371094,32613,64,64,22.44285962776135,8273.730871775793,31069,53814,41.98542709458705,3,2,9x4
2,48,64,47.66827880251604,605.2487182617188,7056,64,64,50.496159679076364,1385.525173611111,6638,22168,98.16443848159241,6,2,4x9
2,48,64,29.168433057943197,8428.320816040039,19905,64,64,52.93563772501154,799.8224361359127,6417,36109,82.10407078295474,11,2,5x4
2,48,64,30.206141614334275,8500.230560302734,18721,64,64,49.01429317631416,763.2065817212301,7385,34873,79.22043479064844,11,2,4x5
2,48,64,30.213104362358095,8293.246475219727,18801,64,64,51.91851516523314,756.6422991071429,6338,34866,82.13161952759123,12,2,5x4
2,48,64,47.726870414110785,622.3751220703125,8344,64,64,51.60701964901755,1344.7623852926588,6463,22141,99.33389006312834,7,2,4x9
2,48,64,31.78080863187246,8109.4373779296875,16304,64,64,52.249658314350796,782.8341393849206,6213,33153,84.03046694622326,12,2,4x5
2,48,64,25.5388961956257,1637.3420104980469,23322,64,64,31.96630535769588,4650.9184647817465,17186,41216,57.505201553321584,4,2,9x4
2,48,64,29.698813266491065,8534.899993896484,19460,64,64,51.5528918189991,746.3367280505952,6264,35467,81.25170508549016,13,2,5x4
2,48,64,30.772589875275127,8491.906631469727,18119,64,64,50.02384414073859,727.533435639881,6613,34234,80.79643401601372,13,2,4x5
2,48,64,47.82266228530281,633.2907562255859,8894,64,64,50.52829449774819,1326.9883432539682,6502,22097,98.350956783051,8,2,4x9
2,48,64,29.471767053599034,8440.084945678711,19696,64,64,53.109956264471315,724.7005828373016,6222,35739,82.58172331807035,14,2,5x4
2,48,64,31.81069684191366,8227.230819702148,16852,64,64,51.522012578616355,727.5763423859127,6204,33122,83.33270942053002,14,2,4x5
2,48,64,31.172364587668707,762.3267517089844,15967,64,64,42.95609471888135,2122.029808407738,11260,33805,74.12845930655006,5,2,9x4
2,48,64,48.94798887792294,577.269775390625,7561,64,64,50.50851438637698,1339.5321335565477,6465,21593,99.45650326429993,9,2,4x9
2,48,64,18.90759546184232,14933.923484339703,34070,64,64,27.05678779298411,6642.043968992248,23754,60000,45.96438325482643,2,3,5x4
2,48,64,48.79307812667033,551.0886688232422,7518,64,64,51.19238208599911,1310.843005952381,7005,21661,99.98546021266944,10,2,4x9
2,48,64,23.449720295368092,10124.852453510031,25472,64,64,34.39695979731982,5296.438222980307,15960,60000,57.84668009268792,2,3,4x5
2,48,64,36.46967167501391,1000.3246154785156,17971,64,64,45.09554807986369,1775.7549293154761,10797,28910,81.5652197548776,6,2,9x4
2,48,64,48.20305638280626,603.0125579833984,7528,64,64,50.55551746093941,1341.9015066964287,7243,21924,98.75857384374567,11,2,4x9
2,48,64,21.094288760586615,11608.828674316406,32023,64,64,32.77112105914849,5658.191158234127,18285,49869,53.865409819735106,3,3,5x4
2,48,64,26.14507642819739,8310.33082052769,22158,64,64,42.93980113990931,2934.670232060643,10116,60000,69.08487756810669,3,3,4x5
2,48,64,44.01343183344527,1069.6127624511719,9476,64,64,49.705865356833286,1634.7373821924602,7854,23982,93.71929719027855,7,2,9x4
2,48,64,47.465410693426804,584.3995361328125,9079,64,64,51.53230154767848,1324.199947296627,6337,22262,98.99771224110529,12,2,4x9
2,48,64,25.069357113825998,9415.828109741211,24823,64,64,37.25249025552187,2083.6144128224205,13712,41987,62.321847369347864,4,3,5x4
2,48,64,29.27756526595002,8552.190063476562,19733,64,64,46.1665623043206,1522.6075458829366,9216,35974,75.44412757027062,4,3,4x5
2,48,64,38.5265091670647,809.1337432861328,16202,64,64,48.62408140192199,1707.1982886904761,8651,27375,87.1505905689867,8,2,9x4
2,48,64,28.09764463142099,9095.263931274414,21401,64,64,47.64109664912767,1230.9273623511904,8451,37479,75.73874128054865,5,3,5x4
2,48,64,49.441985747202956,507.41017150878906,6783,64,64,51.87415820685496,1319.9974733382937,6644,21381,101.3161439540579,13,2,4x9
2,48,64,30.38822233814409,8617.00180053711,18298,64,64,50.18436406067678,1044.6219153025793,7339,34665,80.57258639882087,5,3,4x5
2,48,64,39.259275899509525,1265.822494506836,16436,64,64,44.38008427207843,1650.1024305555557,11741,26876,83.63936017158795,9,2,9x4
2,48,64,28.399761659715075,8679.159881591797,21641,64,64,44.97960606588809,963.7885509672619,9128,37081,73.37936772560317,6,3,4x5
2,48,64,49.302478867782696,574.2105407714844,6255,64,64,49.60076886112446,1352.9647352430557,7198,21439,98.90324772890716,14,2,4x9
2,48,64,27.785680216227675,8514.337112426758,21938,64,64,48.85653429261135,912.9060639880952,7242,60000,76.64221450883903,6,3,5x4
2,48,64,41.60850759890481,668.4401702880859,9983,64,64,47.41350482315112,1709.765407986111,9635,25359,89.02201242205592,10,2,9x4
2,48,64,31.09563773316331,8259.883209228516,17614,64,64,50.682117254247274,919.0535869295635,7090,33880,81.77775498741059,7,3,4x5
2,48,64,28.199655765920827,8610.027053833008,21195,64,64,52.54489920586439,897.3053385416666,6473,37344,80.74455497178522,7,3,5x4
2,48,64,43.5138916848368,788.8949835124572,12998,64,64,48.932385016595546,1837.9301074435264,8098,60000,92.44627670143234,2,3,4x9
2,48,64,29.40564794301579,8526.639907836914,20056,64,64,48.61721068249258,874.7651909722222,7467,35818,78.02285862550838,8,3,4x5
2,48,64,27.93000026636124,8548.23080444336,21672,64,64,50.67962881131242,876.9800192212301,7372,37703,78.60962907767366,8,3,5x4
2,48,64,45.117507852502044,605.0797119140625,9097,64,64,48.18373634581272,1807.8856491815477,8736,23399,93.30124419831476,11,2,9x4
2,48,64,29.122257401544186,8650.9130859375,20128,64,64,48.18373634581272,800.7176029265873,7357,36165,77.30599374735691,9,3,4x5
2,48,64,29.153390608057386,8215.372472724499,20235,64,64,53.155628798022455,854.6173985831873,6196,60000,82.30901940607984,9,3,5x4
2,48,64,36.131628820509285,1232.4296112060547,17548,64,64,46.30532501906599,1789.2616102430557,11529,29179,82.43695383957527,12,2,9x4
2,48,64,44.25284836219261,681.8097418055302,8916,64,64,46.60423533661444,1469.0905300035654,7607,60000,90.85708369880705,3,3,4x9
2,48,64,29.5856892951865,8444.784973144531,19654,64,64,48.796482768401646,810.6704954117064,7381,35601,78.38217206358814,10,3,4x5
2,48,64,29.890992018244013,8099.060791015625,18975,64,64,52.77864703175334,827.3829830109127,6251,35240,82.66963904999736,10,3,5x4
2,48,64,44.39544434565392,1210.8812713623047,12201,64,64,53.70405827263267,1465.7730964781747,7024,23777,98.09950261828659,13,2,9x4
2,48,64,45.423278528276306,670.3733825683594,8189,64,64,50.20389105058366,1363.3126550099207,7141,23255,95.62716957885996,4,3,4x9
2,48,64,32.1925580252978,7925.474822998047,16058,64,64,54.880476393024246,764.4291604662699,5577,32731,87.07303441832204,11,3,4x5
2,48,64,29.044817461636473,8531.379180908203,20042,64,64,52.167795410896595,768.3428509424604,6317,60000,81.21261287253307,11,3,5x4
2,48,64,31.29984179576729,8159.529434204102,17344,64,64,51.87415820685496,752.6193111359127,6273,33667,83.17400000262225,12,3,4x5
2,48,64,43.09315198693218,1449.598648071289,13912,64,64,52.92749461593683,1122.0692119295634,5398,24503,96.02064660286901,5,3,4x9
2,48,64,40.822860702328114,2037.0504302978516,12596,64,64,47.76234325112211,1260.4918464781747,8855,25844,88.58520395345022,14,2,9x4
2,48,64,29.385046519448494,8221.002136230469,19657,64,64,51.33495797483464,774.0496961805555,6436,35844,80.72000449428313,12,3,5x4
2,48,64,31.920121765601216,8107.636032104492,16712,64,64,52.633318035796236,697.2209821428571,5424,33009,84.55343980139745,13,3,4x5
2,48,64,48.589550608124696,569.3250274658203,7580,64,64,52.11248548492957,1248.531017485119,6474,21751,100.70203609305426,6,3,4x9
2,48,64,28.452162587507463,8359.075424194336,20912,64,64,51.233037176750884,737.9044053819445,6521,60000,79.68519976425834,13,3,5x4
2,48,64,30.514681488810638,8314.072128295898,18378,64,64,50.12830848428925,702.1180865575396,6484,34522,80.64298997309989,14,3,4x5
2,48,64,48.47048793508593,577.0042724609375,7632,64,64,51.77008727053867,1264.7369016617063,6695,21804,100.2405752056246,7,3,4x9
2,48,64,18.34528143377205,3207.83044068935,35364,64,64,20.19546370770465,12725.951099258891,37042,60000,38.540745141476705,2,3,9x4
2,48,64,29.222082880472648,8236.815383911133,20108,64,64,51.49117030829093,775.5183686755952,6445,36043,80.71325318876359,14,3,5x4
2,48,64,21.908536075578965,10885.204100012212,28213,64,64,34.12426837736847,5007.2921531234015,16583,60000,56.03280445294744,2,4,4x5
2,48,64,50.77823542467698,536.0282592773438,5637,64,64,51.632834775649044,1224.1783234126983,6377,20822,102.41107020032602,8,3,4x9
2,48,64,18.774907749077492,15691.72629297185,34757,64,64,32.9818774570908,6207.635857599156,17547,60000,51.756785206168296,2,4,5x4
2,48,64,26.22514568691694,10030.668726634623,23215,64,64,43.2687486900021,2328.734184867697,10014,60000,69.49389437691903,3,4,4x5
2,48,64,48.02420219110339,592.6363067626953,7905,64,64,50.055380437418165,1238.971183655754,6700,22008,98.07958262852156,9,3,4x9
2,48,64,21.109151668881104,4475.549728393555,31402,64,64,25.3996751808652,8040.483987475199,25674,49832,46.5088268497463,3,3,9x4
2,48,64,22.211019085343896,11674.0609750515,28904,64,64,34.15200344108791,4284.539225868457,15652,60000,56.363022526431806,3,4,5x4
2,48,64,28.648834731291494,8676.91340637207,19559,64,64,46.644312892584395,1475.1470734126983,8870,36760,75.29314762387588,4,4,4x5
2,48,64,49.57056242192325,551.9125061035156,6516,64,64,49.96814639105388,1233.9085131448412,7400,21324,99.53870881297712,10,3,4x9
2,48,64,25.65386309145178,2355.657684326172,22852,64,64,27.69423948914706,5289.11906312004,21616,41032,53.348102580598834,4,3,9x4
2,48,64,29.444456924632146,8430.320907592773,18825,64,64,52.03105151729005,1112.983878968254,6920,35771,81.4755084419222,5,4,4x5
2,48,64,27.01610285213717,9523.452011108398,21255,64,64,46.39899307740718,1916.706039186508,8487,38973,73.41509592954435,4,4,5x4
2,48,64,46.99308314899032,607.6734466552734,8927,64,64,50.729444144099865,1190.787574404762,6441,22485,97.7225272930902,11,3,4x9
2,48,64,27.86246479247489,8475.601089477539,21834,64,64,47.20102432778489,903.5553540426587,8333,37793,75.06348912025979,6,4,4x5
2,48,64,27.40587020726066,8829.110900878906,22648,64,64,49.997190603051585,1199.9373294890872,6962,38421,77.40306081031224,5,4,5x4
2,48,64,48.21635785234647,574.8056488037109,7822,64,64,51.96556411418215,1186.842075892857,6584,21918,100.18192196652862,12,3,4x9
2,48,64,25.065162308170386,2124.960922241211,26534,64,64,29.04719290840017,4295.064670138889,20791,41992,54.112355216570556,5,3,9x4
2,48,64,30.97896478373907,8101.950775146484,16961,64,64,52.146711124583206,917.3864087301587,6377,34007,83.12567590832228,7,4,4x5
2,48,64,28.476888816468417,8214.102111816406,21565,64,64,49.634160415464514,970.0733661954365,7224,36982,78.11104923193292,6,4,5x4
2,48,64,46.64599849102627,573.0009307861328,9552,64,64,51.357946064285,1241.0781715029761,6769,22654,98.00394455531128,13,3,4x9
2,48,64,29.480052855014197,8231.79182434082,19750,64,64,48.93760667551678,885.0323040674604,7358,35728,78.41765953053098,8,4,4x5
2,48,64,42.15889353489868,894.0085601806641,11542,64,64,48.5463267801712,1919.1839192708333,8550,25041,90.70522031506988,6,3,9x4
2,48,64,29.027932342275005,8269.23112487793,20341,64,64,53.55915317559153,885.563709077381,6327,36283,82.58708551786654,7,4,5x4
2,48,64,46.8314459725827,638.4273071289062,8118,64,64,49.60076886112446,1196.2544797867063,7491,22561,96.43221483370715,14,3,4x9
2,48,64,29.57817833065358,8391.205001831055,19446,64,64,50.03596878181201,806.8019283234127,6262,35610,79.61414711246559,9,4,4x5
2,48,64,29.645914616906982,8236.437927246094,19127,64,64,54.645137381544814,830.5614769345239,5880,35530,84.29105199845179,8,4,5x4
2,48,64,39.7760412715272,1252.9255828857422,13215,64,64,43.16447120812947,1680.595718625992,11213,26521,82.94051247965666,7,3,9x4
2,48,64,29.06011140980517,8350.181457519531,20582,64,64,48.884300260478334,846.2051866319445,7044,36242,77.9444116702835,10,4,4x5
2,48,64,28.819700967458225,8231.983001708984,20301,64,64,52.636002039775626,834.622318328373,6265,36544,81.45570300723385,9,4,5x4
2,48,64,42.181512728711226,791.1373039986564,11125,64,64,44.32593101670891,2189.584817898507,10652,60000,86.50744374542013,2,4,4x9
2,48,64,37.93141368832296,842.4706726074219,15177,64,64,47.25072098878462,1855.1768508184523,9573,27804,85.18213467710758,8,3,9x4
2,48,64,29.384223062911587,8289.825317382812,19805,64,64,48.872727272727275,783.8691871279761,7075,35844,78.25695033563886,11,4,4x5
2,48,64,29.288196190156974,7960.195510864258,20071,64,64,54.417545339519194,856.0981832837301,6121,35962,83.70574152967617,10,4,5x4
2,48,64,49.36515941315408,550.3948822021484,6192,64,64,50.88198757763975,1403.3910125248017,7117,21412,100.24714699079382,3,4,4x9
2,48,64,31.126098313939682,7943.570083618164,17512,64,64,51.68454258675079,825.4059864831349,6307,33847,82.81064090069047,12,4,4x5
2,48,64,28.069063361618973,8141.345199584961,21278,64,64,50.66719026114274,847.7513485863095,6796,37517,78.73625362276172,11,4,5x4
2,48,64,38.729999261283886,961.1306304931641,14987,64,64,45.664130242434965,1757.8634672619048,10273,27232,84.39412950371886,9,3,9x4
2,48,64,49.323354689033415,566.1972045898438,8189,64,64,50.71199764174118,1227.8001147073412,6794,21430,100.0353523307746,4,4,4x9
2,48,64,29.740087356061036,8152.288101196289,19681,64,64,49.58647194465796,771.5116257440476,6808,35417,79.326559300719,13,4,4x5
2,48,64,28.513283480625425,8109.587707519531,20579,64,64,52.919354011791846,797.0968191964286,6422,36935,81.43263749241727,12,4,5x4
2,48,64,37.65084380610413,1194.1418151855469,15579,64,64,41.60554637429965,1989.638392857143,12943,28012,79.25639018040377,10,3,9x4
2,48,64,47.465410693426804,576.0751800537109,7895,64,64,51.48346550950172,1207.175083705357,6539,22262,98.94887620292852,5,4,4x9
2,48,64,30.27066974595843,7993.50373840332,18678,64,64,50.892022482989844,766.0543774801587,6107,34799,81.16269222894827,14,4,4x5
2,48,64,29.667722951561792,7903.914535522461,19336,64,64,54.515263547058204,736.3126085069445,5799,35504,84.18298649862,13,4,5x4
2,48,64,30.07014424593502,7881.579452514648,18902,64,64,52.1809817501643,755.8909815228175,6277,35031,82.25112599609932,14,4,5x4
2,48,64,46.66883938129131,630.7024688720703,8755,64,64,52.46744268794795,1138.153041294643,6006,22639,99.13628206923926,6,4,4x9
2,48,64,22.540449873123737,10181.820243928501,28885,64,64,31.1552,5690.266135408753,18246,60000,53.69564987312374,2,5,4x5
2,48,64,40.00213634456186,949.5214385986328,13024,64,64,44.946309601567606,1868.8154296875,10843,60000,84.94844594612947,11,3,9x4
2,48,64,47.50197160286119,598.6129302978516,8225,64,64,50.89704142011834,1146.9551246279761,6685,22246,98.39901302297953,7,4,4x9
2,48,64,19.564581155741376,11845.983163389914,33264,64,64,29.1304863247622,7753.386410145107,20993,60000,48.695067480503575,2,5,5x4
2,48,64,25.144720750101914,9653.051071946289,23001,64,64,45.09878970594661,2598.6790469842354,8597,60000,70.24351045604853,3,5,4x5
2,48,64,38.18140771219459,2000.1375579833984,15827,64,64,47.87088396252667,1425.4014446924602,8550,27624,86.05229167472126,12,3,9x4
2,48,64,48.349777425758866,626.3935089111328,10193,64,64,51.06069750185506,1162.236607142857,6337,21860,99.41047492761393,8,4,4x9
2,48,64,29.116596784494487,8296.152908325195,19457,64,64,51.50401676563046,1506.359111483135,7219,36172,80.62061355012494,4,5,4x5
2,48,64,22.550162369083207,9908.208087281606,29611,64,64,34.220468786261314,4687.954783606151,15605,60000,56.77063115534452,3,5,5x4
2,48,64,43.4660918587299,929.0016784667969,12818,64,64,49.03059091772753,1738.7694382440477,8672,24286,92.49668277645742,13,3,9x4
2,48,64,49.92702694358866,534.6152496337891,7061,64,64,52.3822380106572,1115.671642485119,5888,21173,102.30926495424586,9,4,4x9
2,48,64,30.224425676649467,8322.855087280273,18739,64,64,51.29669018984196,1078.1627294146826,6908,34852,81.52111586649143,5,5,4x5
2,48,64,24.957775979435425,10191.892456054688,25978,64,64,40.15373842682642,1831.4984964037699,11598,42174,65.11151440626185,4,5,5x4
2,48,64,47.454668193197584,531.6103057861328,8823,64,64,52.2708259482453,1137.5390625,6473,22268,99.72549414144288,10,4,4x9
2,48,64,30.685239377267937,8138.831527709961,18129,64,64,51.76489468405216,959.276134672619,6514,34331,82.4501340613201,6,5,4x5
2,48,64,38.91253200727353,710.8455657958984,13306,64,64,47.0461257976299,1780.4825613839287,9845,60000,85.95865780490342,14,3,9x4
2,48,64,26.55093307674778,8489.488815307617,23985,64,64,48.08721174004193,1317.708736359127,7354,39653,74.6381448167897,5,5,5x4
2,48,64,49.94367617205993,548.7917175292969,7456,64,64,52.862439823824644,1096.3311476934523,6061,21166,102.80611599588457,11,4,4x9
