network_frequency,rn_w_tracker_outstanding,share_tracker_ostd,WriteBandWidth,WriteAvgLatency,WriteMaxLatency,rn_r_tracker_outstanding,ro_tracker_ostd,ReadBandWidth,ReadAvgLatency,ReadMaxLatency,FinishTime,TotalBandWidth,eject_queues_len,inject_queues_len,Topo
2,28,64,49.94030133,767.6627148,8224,40,64,50.73239084,1998.578766,10601,32978,100.6726922,8,2,4x9
2,68,64,33.5586416,11267.38542,23592,40,64,56.97881758,803.6397569,5659,48982,90.53745917,8,2,5x4
2,68,64,35.0647405,11227.14066,21900,40,64,57.89399293,755.6387607,5289,46884,92.95873344,8,2,4x5
2,60,64,42.78253604,665.7139258,19401,36,64,50.50334714,2418.81323,11611,38455,93.28588317,8,2,9x4
2,72,64,34.81956901,11054.85052,21831,40,64,57.78468115,743.5639402,5357,47214,92.60425016,8,2,5x4
2,32,64,50.13593399,706.3683203,8209,40,64,50.83255508,1983.24273,11652,32850,100.9684891,8,2,4x9
2,72,64,34.61944808,11251.4611,22760,40,64,57.37181664,765.6194267,5441,47485,91.99126472,8,2,4x5
2,64,64,45.92056952,346.8633398,8302,36,64,46.65255407,2789.409416,13753,35837,92.5731236,8,2,9x4
2,24,64,32.78898495,11627.05458,23747,44,64,55.88533627,847.6732461,6343,50128,88.67432122,8,2,5x4
2,36,64,49.09175834,518.4697754,9394,40,64,50.49548596,2105.528883,11608,33545,99.5872443,8,2,4x9
2,24,64,33.12240978,12037.09397,24325,44,64,56.4336511,783.206035,6054,49624,89.55606089,8,2,4x5
2,28,64,32.14755224,11631.65871,24512,44,64,54.42641433,857.1376164,6937,51125,86.57396658,8,2,5x4
2,68,64,50.28080405,270.8444922,6609,36,64,50.13804828,2481.9978,11341,32750,100.4188523,8,2,9x4
2,40,64,50.52404154,373.9853027,6289,40,64,50.29506977,2111.463433,11995,32599,100.8191113,8,2,4x9
2,28,64,33.51333661,11974.10262,23233,44,64,57.34139357,760.2683969,6036,49047,90.85473018,8,2,4x5
2,32,64,32.48537722,11580.73826,24048,44,64,56.23408681,838.4665404,6558,50595,88.71946403,8,2,5x4
2,72,64,50.28080405,211.114082,4831,36,64,50.05913215,2521.726898,11387,32743,100.3399362,8,2,9x4
2,44,64,49.25559766,461.7156641,10097,40,64,49.8422395,2107.48112,11518,33434,99.09783716,8,2,4x9
2,32,64,33.64754688,11735.64017,23088,44,64,56.66431441,811.7149128,6835,48852,90.31186129,8,2,4x5
2,36,64,32.58422497,11474.1633,23836,44,64,55.75854245,901.7001263,7121,50442,88.34276743,8,2,5x4
2,36,64,33.58891303,11764.93228,23437,44,64,56.71979578,793.4327257,6202,48937,90.30870882,8,2,4x5
2,48,64,49.5071575,491.9445898,10844,40,64,49.659125,2098.464518,11812,33265,99.16628251,8,2,4x9
2,24,64,46.03152305,2079.11373,15428,40,64,48.42127888,2406.848248,11472,35751,94.45280193,8,2,9x4
2,40,64,32.45899041,11461.98813,23957,44,64,55.96053131,882.3820431,7063,50636,88.41952172,8,2,5x4
2,40,64,33.59166769,11777.24057,23685,44,64,56.7594919,788.0696812,5843,48933,90.35115959,8,2,4x5
2,52,64,50.33929201,423.4018945,9021,40,64,50.15975508,2107.197473,11582,32718,100.4990471,8,2,4x9
2,44,64,33.97196649,11413.50297,22393,44,64,57.87333643,753.9805378,5861,48388,91.84530292,8,2,5x4
2,28,64,48.74594627,758.7293359,11556,40,64,48.46178667,2506.139382,12178,33769,97.20773294,8,2,9x4
2,44,64,33.90798651,11592.05576,22144,44,64,56.51032993,822.0899523,6553,48478,90.41831644,8,2,4x5
2,48,64,32.73264874,11351.16595,23872,44,64,55.99143912,886.0244338,6958,50214,88.72408786,8,2,5x4
2,56,64,50.24048856,390.081416,8063,40,64,50.08540991,2086.565814,11379,32782,100.3258985,8,2,4x9
2,32,64,41.90067004,935.8850391,13491,40,64,43.63659842,3220.845101,15129,39260,85.53726847,8,2,9x4
2,48,64,34.13120013,11582.44898,22893,44,64,57.2907601,795.3685586,5992,48162,91.42196024,8,2,4x5
2,52,64,33.33401152,11334.68796,22782,44,64,56.50048767,849.508937,6815,49311,89.83449918,8,2,5x4
2,60,64,50.37334551,347.9811426,6737,40,64,50.14424831,2147.414161,12090,32696,100.5175938,8,2,4x9
2,52,64,34.55227972,11403.89812,22017,44,64,56.73765216,851.8040956,6292,47577,91.28993189,8,2,4x5
2,36,64,45.93086821,601.8413574,11906,40,64,51.5252859,2326.003305,10597,35829,97.45615411,8,2,9x4
2,56,64,33.78213984,11197.78976,22256,44,64,56.09600553,889.5336569,7117,48659,89.87814537,8,2,5x4
2,64,64,50.75298682,414.9380078,8021,40,64,50.27947923,2115.339646,11254,32585,101.0324661,8,2,4x9
2,56,64,34.89744191,11570.65335,21864,44,64,58.1784792,715.7366241,5496,47108,93.0759211,8,2,4x5
2,60,64,34.97532235,11244.46191,21625,44,64,57.59386429,776.9768091,5980,60000,92.56918664,8,2,5x4
2,40,64,46.4320127,496.6906445,9878,40,64,46.32478437,2811.744525,13483,35444,92.75679707,8,2,9x4
2,68,64,50.12212849,381.9112012,8002,40,64,49.89283297,2152.91863,12003,32859,100.0149615,8,2,4x9
2,60,64,34.10917267,11624.50845,22291,44,64,56.52608468,839.7565597,6582,48193,90.63525735,8,2,4x5
2,64,64,34.75899525,11209.18525,21410,44,64,57.39211662,793.4500079,6051,47296,92.15111187,8,2,5x4
2,44,64,44.59566129,986.3746387,12229,40,64,45.20794894,2736.670849,14182,36897,89.80361023,8,2,9x4
2,72,64,50.37334551,378.9993555,8973,40,64,50.14424831,2127.162169,11583,32696,100.5175938,8,2,4x9
2,64,64,34.60920997,11493.95772,22320,44,64,57.40633516,770.9244003,5749,47499,92.01554513,8,2,4x5
2,68,64,34.53407247,11158.9157,22075,44,64,57.00885702,822.3709261,6329,47603,91.54292949,8,2,5x4
2,48,64,46.78870263,402.8262695,9525,40,64,49.04499274,2366.046658,12723,35175,95.83369537,8,2,9x4
2,68,64,35.24047148,11392.44755,21419,44,64,57.56933452,772.6734138,5792,46651,92.809806,8,2,4x5
2,24,64,48.91877784,1415.827354,11131,44,64,51.94274186,1765.944553,10711,33663,100.8615197,8,2,4x9
2,72,64,34.66119444,11257.20698,21779,44,64,57.74970627,763.207416,5856,47429,92.41090071,8,2,5x4
2,72,64,35.25791388,11418.47719,21206,44,64,57.59590938,762.8748323,6193,46628,92.85382326,8,2,4x5
2,28,64,50.24819361,668.4243945,9354,44,64,51.13059925,1967.462812,11208,32777,101.3787929,8,2,4x9
2,52,64,46.83283787,670.1065625,11771,40,64,47.35674871,2701.97532,12563,35142,94.18958658,8,2,9x4
2,24,64,32.53375695,11964.66393,24091,48,64,56.21849439,840.2463305,6549,50520,88.75225134,8,2,5x4
2,24,64,33.07693861,12132.30088,24201,48,64,56.08630705,843.6429727,7042,49692,89.16324566,8,2,4x5
2,28,64,32.66217455,11912.13967,23968,48,64,56.11541256,857.8368746,7053,50322,88.77758711,8,2,5x4
2,32,64,51.05626633,415.5743457,7892,44,64,51.0887272,2048.05234,11059,32261,102.1449935,8,2,4x9
2,56,64,43.40247424,648.1353223,14646,40,64,43.17431925,2964.563072,16148,37907,86.57679349,8,2,9x4
2,28,64,32.66412807,12095.66081,24848,48,64,56.01077385,846.8928149,6781,50318,88.67490193,8,2,4x5
2,32,64,31.20583586,12158.50437,25998,48,64,55.11999184,880.9756944,7561,52663,86.3258277,8,2,5x4
2,36,64,49.99822024,726.5591504,8487,44,64,50.74032596,1946.14097,10801,32940,100.7385462,8,2,4x9
2,32,64,32.46606559,12261.04039,25277,48,64,54.70358504,874.9960444,7256,50624,87.16965063,8,2,4x5
2,60,64,48.02720291,520.535625,12317,40,64,48.64637255,2529.484197,11634,60000,96.67357546,8,2,9x4
2,36,64,32.20062499,11806.39018,24366,48,64,56.33173578,853.9329822,6946,51041,88.53236077,8,2,5x4
2,40,64,48.27014696,663.2827246,12630,44,64,50.48134201,2065.138672,10926,34117,98.75148897,8,2,4x9
2,36,64,33.39448045,12125.58742,23846,48,64,56.93481695,798.8388968,6807,49221,90.3292974,8,2,4x5
2,40,64,32.21012071,11664.52158,24342,48,64,55.76429333,908.1173552,7333,60000,87.97441404,8,2,5x4
2,64,64,44.28108108,621.6381836,13637,40,64,44.0286645,3106.992266,14890,37158,88.30974558,8,2,9x4
2,44,64,49.18313757,468.8056152,9596,44,64,50.05140865,2116.50367,11585,33483,99.23454621,8,2,4x9
2,40,64,32.85078398,12136.39498,24751,48,64,56.66827377,807.2552774,6573,50033,89.51905774,8,2,4x5
2,44,64,32.60692181,11660.95578,23907,48,64,56.44347009,878.7741477,7102,50407,89.0503919,8,2,5x4
2,68,64,44.49997284,573.116416,12528,40,64,47.22851153,2472.951635,13895,36980,91.72848437,8,2,9x4
2,48,64,48.8196467,470.7337012,10447,44,64,49.92200917,2051.7798,10905,33731,98.74165587,8,2,4x9
2,44,64,33.30893714,11912.87069,23188,48,64,56.00883978,861.8191387,7307,49347,89.31777692,8,2,4x5
2,48,64,33.11103027,11775.77692,23170,48,64,56.64056989,825.0596394,6523,49642,89.75160017,8,2,5x4
2,48,64,33.20901573,11997.39133,24200,48,64,57.17766497,812.173108,5751,49495,90.3866807,8,2,4x5
2,52,64,49.66173924,469.1032324,8548,44,64,50.24210135,2083.596976,11515,33162,99.90384059,8,2,4x9
2,72,64,48.56245183,482.3762891,12028,40,64,48.77363483,2574.481574,11026,33896,97.33608667,8,2,9x4
2,52,64,33.55108226,11656.03051,22976,48,64,56.36501373,860.6595249,6729,48993,89.91609599,8,2,5x4
2,52,64,33.88204153,11875.93329,22908,48,64,56.92682413,818.2820194,6662,60000,90.80886566,8,2,4x5
2,56,64,49.14035336,568.221875,11973,44,64,50.25766871,2010.268071,11538,33513,99.39802207,8,2,4x9
2,56,64,34.09497648,11614.86866,22684,48,64,56.64452593,871.720861,6793,48214,90.73950241,8,2,5x4
2,24,64,47.1468447,1121.526904,10153,44,64,53.23496012,2243.844115,10506,34909,100.3818048,8,2,9x4
2,56,64,33.56757975,11911.38816,23524,48,64,56.62475127,861.7837457,6549,48968,90.19233102,8,2,4x5
2,60,64,33.13178702,11597.38765,23269,48,64,56.08436776,870.3385121,7310,49611,89.21615478,8,2,5x4
2,60,64,48.99339079,524.9895703,10722,44,64,50.5395401,2076.450205,11088,33612,99.53293089,8,2,4x9
2,28,64,46.17682703,1763.676865,15952,44,64,51.98769231,2175.342389,10582,35639,98.16451934,8,2,9x4
2,60,64,34.47956564,11602.67811,21571,48,64,56.98282101,860.6349629,7089,47677,91.46238665,8,2,4x5
2,64,64,33.16263536,11538.53508,23327,48,64,55.90267103,910.456104,7671,49565,89.06530639,8,2,5x4
2,64,64,48.16654266,495.2114941,13413,44,64,51.37839721,2016.081518,10618,34189,99.54493987,8,2,4x9
2,32,64,42.75797275,3377.815059,16071,44,64,48.81473456,1966.835,11813,38476,91.57270732,8,2,9x4
2,64,64,34.21745123,11589.95757,22047,48,64,56.4061761,886.0997573,7246,48041,90.62362734,8,2,4x5
2,68,64,32.84617389,11630.12146,23723,48,64,56.94481112,854.4939927,6810,50041,89.79098502,8,2,5x4
2,68,64,50.61457997,452.9577051,8060,44,64,50.47348768,2056.081508,11130,32541,101.0880676,8,2,4x9
2,68,64,34.31563515,11578.85687,21470,48,64,56.99884036,854.1454881,7233,47904,91.3144755,8,2,4x5
2,72,64,34.20102286,11412.32535,22239,48,64,57.17161891,828.8162188,6914,48065,91.37264176,8,2,5x4
2,36,64,44.88644147,811.2956836,15830,44,64,50.83733467,2457.201507,11473,36659,95.72377614,8,2,9x4
2,72,64,47.58452614,559.0277246,13642,44,64,50.07458632,2092.218415,11628,34603,97.65911246,8,2,4x9
2,72,64,34.7715359,11560.90427,21229,48,64,57.49790854,810.7871192,6961,47278,92.26944444,8,2,4x5
2,24,64,31.58544109,12135.04805,25398,52,64,54.83303472,972.0134253,7938,52032,86.4184758,8,2,5x4
2,40,64,45.79990496,915.2404883,11915,44,64,48.23552502,2537.707081,12780,35932,94.03542998,8,2,9x4
2,24,64,49.37733621,1044.463359,8570,48,64,52.00769527,1882.432025,9574,33352,101.3850315,8,2,4x9
2,24,64,32.55056224,12477.24012,24331,52,64,56.0649822,835.2039536,7189,50493,88.61554444,8,2,4x5
2,28,64,31.04676723,12834.92664,26273,52,64,54.41545894,826.3426353,6909,52932,85.46222616,8,2,5x4
2,44,64,48.56101248,851.2884375,11090,44,64,48.89566816,2240.070599,12175,33902,97.45668064,8,2,9x4
2,28,64,31.44118211,12823.48893,26726,52,64,53.40321997,890.693892,8070,52269,84.84440208,8,2,4x5
2,28,64,47.66344062,1738.964727,10513,48,64,51.46479678,1701.442994,9192,34545,99.1282374,8,2,4x9
2,32,64,31.98094866,12192.20789,24704,52,64,56.14454829,854.8179155,7115,60000,88.12549695,8,2,5x4
2,32,64,32.27039058,12349.53756,24161,52,64,55.78347147,889.1575422,7665,50930,88.05386205,8,2,4x5
2,48,64,43.50735567,721.4974316,13843,44,64,43.66126514,3045.548266,16110,37818,87.16862082,8,2,9x4
2,32,64,48.07607669,1117.031025,12617,48,64,52.63893036,1834.09522,9382,34250,100.715007,8,2,4x9
2,36,64,30.90679293,12207.03475,26505,52,64,54.79598662,954.6400726,7967,60000,85.70277955,8,2,5x4
2,36,64,31.34074258,12656.54975,27010,52,64,55.95667023,858.5536616,6402,52436,87.29741281,8,2,4x5
2,40,64,31.30361681,12118.50606,25842,52,64,55.81034305,934.0836293,7778,60000,87.11395985,8,2,5x4
2,36,64,49.97229255,1042.266826,9601,48,64,52.02938252,1856.555802,10061,32957,102.0016751,8,2,4x9
2,52,64,45.61374203,940.5798438,14798,44,64,45.35458435,2723.304313,13967,36077,90.96832638,8,2,9x4
2,40,64,31.24392151,12781.80969,27016,52,64,52.1682748,921.3805339,8952,52598,83.41219631,8,2,4x5
2,44,64,32.38169025,12198.49713,24038,52,64,55.45678337,918.0559803,7381,60000,87.83847362,8,2,5x4
2,40,64,48.59085663,753.9776074,12849,48,64,51.19515197,1972.799094,10009,33889,99.7860086,8,2,4x9
2,56,64,41.28616067,1022.312031,22201,44,64,46.82494226,2887.039704,12349,39854,88.11110293,8,2,9x4
2,44,64,32.74966019,12095.7894,23320,52,64,54.65013477,899.5936218,7981,50187,87.39979496,8,2,4x5
2,48,64,32.12675007,11979.74524,24457,52,64,54.44833837,957.5807489,7667,51158,86.57508844,8,2,5x4
2,44,64,50.24048856,515.4910938,10129,48,64,51.05335054,2055.747297,10765,32785,101.2938391,8,2,4x9
2,48,64,33.04158432,12176.0789,23392,52,64,55.59799822,824.9402719,7282,49745,88.63958254,8,2,4x5
2,60,64,44.44565011,762.7752441,15625,44,64,44.9436409,2554.790858,15152,37025,89.38929101,8,2,9x4
2,52,64,31.54955614,12078.28136,25404,52,64,55.85454545,937.881323,7796,52091,87.4041016,8,2,5x4
2,48,64,46.79347482,645.7150586,15422,48,64,50.71652805,2050.643722,11066,35184,97.51000287,8,2,4x9
2,52,64,33.24607861,11916.27188,22561,52,64,55.81994631,906.6801413,7728,49440,89.06602492,8,2,4x5
2,56,64,32.65891921,11801.90618,23997,52,64,55.58466125,954.1647431,7704,50327,88.24358046,8,2,5x4
2,64,64,46.70600644,763.6479395,15984,44,64,46.99997102,2707.834379,13406,35237,93.70597747,8,2,9x4
2,52,64,48.27014696,578.1680566,11509,48,64,50.30442873,2025.998708,10601,34113,98.57457569,8,2,4x9
2,56,64,33.18278481,12193.81466,24052,52,64,56.38264739,879.9687401,7360,49534,89.5654322,8,2,4x5
2,60,64,32.51503304,11841.38709,24179,52,64,55.97598095,910.5130406,7645,50549,88.49101399,8,2,5x4
2,68,64,43.52816153,589.7223145,14285,44,64,48.22548612,2478.83285,13870,37802,91.75364765,8,2,9x4
2,60,64,32.8665998,11878.11869,23592,52,64,56.04754665,920.9767105,7623,50009,88.91414645,8,2,4x5
2,56,64,48.34136637,554.3688281,10516,48,64,49.89283297,1994.402709,10825,34063,98.23419935,8,2,4x9
2,64,64,31.77657099,11725.95296,25240,52,64,55.61706213,967.3822601,8018,51720,87.39363312,8,2,5x4
2,72,64,46.38994281,590.6166992,12677,44,64,46.3830712,2674.486101,13788,35478,92.77301401,8,2,9x4
2,64,64,32.84222342,11996.15118,23501,52,64,56.09018604,874.9540917,7627,50046,88.93240947,8,2,4x5
2,60,64,46.89930496,627.3693066,14889,48,64,50.84211516,2021.728595,10897,35114,97.74142012,8,2,4x9
2,68,64,32.78504823,11811.53172,23856,52,64,56.06304438,917.5477036,7773,50134,88.84809261,8,2,5x4
2,68,64,32.48344502,11979.02753,24061,52,64,55.52757523,926.0024858,7474,50597,88.01102025,8,2,4x5
2,24,64,44.65278535,4033.107402,17209,48,64,50.03288195,1579.016838,10705,36850,94.6856673,8,2,9x4
2,72,64,33.27240973,11661.63031,23473,52,64,56.32977948,917.2833511,7450,49402,89.60218921,8,2,5x4
2,64,64,50.30373982,478.6748438,7567,48,64,50.46406571,2087.354236,10281,32741,100.7678055,8,2,4x9
2,72,64,32.45963348,11984.88755,24450,52,64,55.89303928,911.6467113,7608,50634,88.35267277,8,2,4x5
2,24,64,31.4017058,12845.07671,25836,56,64,56.3454337,878.5318517,7106,60000,87.7471395,8,2,5x4
2,68,64,49.07852183,560.0291113,12157,48,64,50.65317594,2011.110697,10428,33562,99.73169777,8,2,4x9
2,28,64,44.61873638,1648.328506,15585,48,64,50.61050267,2775.211618,11637,36878,95.22923905,8,2,9x4
2,24,64,32.12738004,13080.99156,25528,56,64,55.56371609,860.5436592,7311,51156,87.69109613,8,2,4x5
2,28,64,30.88348947,13306.18666,26717,56,64,54.7811814,915.3207761,7410,60000,85.66467087,8,2,5x4
2,72,64,49.714487,509.8734961,10759,48,64,50.93951385,2019.544004,10838,33127,100.6540009,8,2,4x9
2,32,64,46.34270521,1101.085957,14386,48,64,51.64340295,2259.226178,10670,35517,97.98610816,8,2,9x4
2,28,64,30.90504395,13225.47883,26499,56,64,51.91614122,873.6977588,9071,53173,82.82118517,8,2,4x5
2,32,64,31.12462006,12330.41617,26264,56,64,55.37591752,940.9469302,7897,52800,86.50053758,8,2,5x4
2,24,64,49.14772464,1211.585947,10113,52,64,53.14774403,1796.576843,9078,33507,102.2954687,8,2,4x9
2,32,64,31.81853492,12685.09056,26012,56,64,55.29285836,903.8225714,7830,51651,87.11139328,8,2,4x5
2,36,64,45.01717269,685.6484961,10312,48,64,48.37650989,2396.098337,14373,36553,93.39368258,8,2,9x4
2,36,64,30.62258191,12633.39864,27086,56,64,54.16469645,946.1864643,7577,53663,84.78727836,8,2,5x4
2,28,64,48.43140261,1075.374111,11879,52,64,52.24052304,1817.450412,9067,34000,100.6719257,8,2,4x9
2,36,64,31.45265017,12873.49304,26671,56,64,52.44151309,945.4672704,9348,52250,83.89416326,8,2,4x5
2,40,64,30.62143725,12505.26689,27084,56,64,55.3003989,985.7206538,7956,53665,85.92183614,8,2,5x4
2,40,64,44.85080756,834.3547754,12076,48,64,48.86473459,2264.020656,13473,36692,93.71554215,8,2,9x4
2,40,64,31.84017724,12364.39707,24877,56,64,52.8860776,934.1826468,9062,51616,84.72625484,8,2,4x5
2,32,64,45.32908968,1892.290498,13740,52,64,49.93891626,1590.388534,10064,36315,95.26800594,8,2,4x9
2,44,64,31.89410162,12588.81733,25096,56,64,55.36646641,929.6678602,7272,51530,87.26056803,8,2,5x4
2,44,64,45.54527006,682.6195996,12157,48,64,48.57207882,2424.817383,13283,36131,94.11734888,8,2,9x4
2,44,64,31.90403863,12390.09156,24766,56,64,53.70380426,912.1954802,8369,51513,85.60784289,8,2,4x5
2,36,64,46.39196038,1113.485752,14457,52,64,52.52132241,1847.447118,9703,35487,98.91328279,8,2,4x9
2,48,64,30.03538103,12846.2614,28741,56,64,51.8829287,946.2125848,8932,54709,81.91830974,8,2,5x4
2,48,64,32.98039374,12426.12436,24468,56,64,57.22809865,822.0893209,6631,49837,90.20849238,8,2,4x5
2,48,64,42.42539748,793.0459965,13956,48,64,47.75926035,2492.972784,14743,60000,90.18465783,8,2,9x4
2,52,64,30.5085377,12538.31007,27413,56,64,54.86827684,961.1308298,7748,53863,85.37681454,8,2,5x4
2,40,64,47.45358111,1073.868848,12508,52,64,51.02604757,1844.450807,9936,34701,98.47962867,8,2,4x9
2,52,64,32.1765942,12517.74882,24291,56,64,53.51421973,905.2566387,8430,60000,85.69081393,8,2,4x5
2,56,64,30.51762997,12437.94288,27375,56,64,54.54538117,948.2196181,8157,53847,85.06301114,8,2,5x4
2,52,64,50.2130007,511.7405371,8538,48,64,51.62696543,2384.585681,10411,32787,101.8399661,8,2,9x4
2,44,64,49.32975695,541.9650879,8719,52,64,50.66899913,2011.430072,11004,33384,99.99875608,8,2,4x9
2,56,64,32.8659405,12354.36794,24397,56,64,56.02625125,920.3485243,7639,50010,88.89219175,8,2,4x5
2,60,64,31.80803355,12215.24004,25160,56,64,55.64377358,940.5838265,7742,51669,87.45180713,8,2,5x4
2,48,64,48.56204867,611.4205859,10791,52,64,51.03568057,1953.959744,10774,33909,99.59772925,8,2,4x9
2,56,64,42.52822842,601.8339941,15696,48,64,48.75311091,2680.799104,13750,38695,91.28133933,8,2,9x4
2,60,64,32.75555289,12089.72226,23608,56,64,54.81450441,926.5519946,7940,50178,87.5700573,8,2,4x5
2,64,64,32.36537474,12084.68231,24511,56,64,55.73363571,953.6367878,7659,50782,88.09901045,8,2,5x4
2,52,64,49.16542472,629.4354395,10241,52,64,50.78162863,2009.154159,9906,33495,99.94705335,8,2,4x9
2,60,64,42.32388727,681.6436133,16955,48,64,45.27609211,3422.539891,15386,38869,87.59997938,8,2,9x4
2,64,64,32.516969,12235.68122,23932,56,64,54.42458813,909.9949002,8559,50545,86.94155713,8,2,4x5
2,68,64,30.54323105,12516.77632,27588,56,64,55.41943419,943.8563368,7542,53802,85.96266524,8,2,5x4
2,56,64,49.05794588,631.1102637,9854,52,64,50.33408844,2018.128462,10584,33568,99.39203432,8,2,4x9
2,68,64,32.17785808,12244.80235,24546,56,64,54.38808973,967.7008069,8644,51076,86.56594781,8,2,4x5
2,72,64,32.30347601,12071.13343,24805,56,64,56.15426692,904.365047,7503,50879,88.45774294,8,2,5x4
2,64,64,46.185939,874.1651953,15601,48,64,49.04350981,2384.989386,10973,35632,95.22944881,8,2,9x4
2,60,64,49.88403539,595.9357324,8716,52,64,50.85167884,1986.908391,9862,33015,100.7357142,8,2,4x9
2,72,64,33.04891578,12017.74107,23215,56,64,56.51820621,907.8140783,7708,49734,89.56712199,8,2,4x5
2,24,64,30.51365143,14436.71519,27926,60,64,56.70789777,895.0314374,7567,60000,87.22154921,8,2,5x4
2,68,64,47.46509068,1075.396729,13005,48,64,49.83305171,2179.940449,8948,34676,97.29814238,8,2,9x4
2,24,64,31.03030303,14176.43622,27478,60,64,54.11048839,841.2834399,7834,52959,85.14079142,8,2,4x5
2,64,64,48.81673716,626.469873,11563,52,64,50.09623819,1971.225616,11623,33733,98.91297535,8,2,4x9
2,28,64,29.31839737,15200.48059,29258,60,64,52.70050036,917.3821911,8281,56043,82.01889772,8,2,5x4
2,72,64,48.22369389,641.2829492,9958,48,64,50.52222395,2360.071812,9751,34133,98.74591785,8,2,9x4
2,28,64,30.72710564,13446.69093,27910,60,64,55.65522921,872.4908657,6911,53480,86.38233485,8,2,4x5
2,68,64,48.77023165,647.5712988,12053,52,64,51.09355509,2005.304993,9863,33767,99.86378674,8,2,4x9
2,32,64,30.60027642,14274.80323,26983,60,64,55.90459778,863.3100438,7385,53702,86.5048742,8,2,5x4
2,32,64,31.26061323,12996.86873,26982,60,64,55.82570986,933.2494871,7436,52570,87.08632309,8,2,4x5
2,24,64,40.27531957,6568.01458,18502,52,64,61.08137827,1023.22889,6026,40838,101.3566978,8,2,9x4
2,36,64,30.22376358,12958.00145,27749,60,64,54.85714286,946.4428168,7792,54369,85.08090644,8,2,5x4
2,72,64,47.38632236,647.2738477,12286,52,64,50.46563579,1945.226997,10458,34746,97.85195816,8,2,4x9
2,36,64,30.45579597,13659.04369,28373,60,64,52.12133676,916.2244121,9106,53955,82.57713273,8,2,4x5
2,40,64,29.5702709,13603.74713,28929,60,64,53.21225641,945.4673197,8201,55567,82.78252732,8,2,5x4
2,28,64,41.55949573,3717.16042,19097,52,64,55.56181276,1918.028547,9459,39581,97.12130849,8,2,9x4
2,24,64,45.74425177,3857.893291,14360,56,64,56.32,1090.824475,6128,35987,102.0642518,8,2,4x9
2,40,64,31.3719483,12929.30973,26850,60,64,56.73368311,856.5697601,6937,52384,88.10563141,8,2,4x5
2,44,64,29.66879742,13153.49539,28745,60,64,54.28433735,990.851888,8060,55383,83.95313477,8,2,5x4
2,28,64,48.40993501,1240.344043,10928,56,64,53.0382578,1770.261166,8709,34015,101.4481928,8,2,4x9
2,32,64,43.55824959,1723.013682,16390,52,64,51.11770823,2009.762656,12704,37772,94.67595782,8,2,9x4
2,44,64,30.82596425,13925.97931,27683,60,64,50.75461543,928.0899128,10163,53309,81.58057968,8,2,4x5
2,48,64,29.66718575,13379.90854,28771,60,64,54.85714286,972.4955611,7884,55386,84.5243286,8,2,5x4
2,32,64,49.84153996,787.6835645,8658,56,64,52.08618863,1891.252565,8715,33043,101.9277286,8,2,4x9
2,36,64,43.97444844,3922.244746,18256,52,64,57.04494619,1354.834882,7546,37416,101.0193946,8,2,9x4
2,48,64,32.24498632,12660.80687,24238,60,64,53.45073486,915.6928662,8646,50970,85.69572118,8,2,4x5
2,52,64,29.97274207,12943.94453,28215,60,64,54.82932765,981.6940795,7763,54823,84.80206973,8,2,5x4
2,36,64,47.58867302,1678.672656,11652,56,64,52.9914731,1657.362009,8070,34599,100.5801461,8,2,4x9
2,52,64,30.06735057,13606.61653,29111,60,64,51.11126516,892.8320017,9935,54650,81.17861574,8,2,4x5
2,40,64,45.40264923,1139.104346,13848,52,64,49.39147381,2419.957406,13040,36244,94.79412304,8,2,9x4
2,56,64,30.26843282,12697.12415,27667,60,64,54.0509847,989.241063,8420,54289,84.31941752,8,2,5x4
2,56,64,32.61016679,12652.09737,24016,60,64,54.10687838,916.3832958,8345,50401,86.71704517,8,2,4x5
2,40,64,49.78549622,672.0962402,12880,56,64,51.56623748,1962.794537,10449,33080,101.3517337,8,2,4x9
2,60,64,30.14313574,12645.80959,28014,60,64,54.5600592,987.566643,8080,54514,84.70319494,8,2,5x4
2,44,64,41.31739547,1796.829873,21545,52,64,51.58099599,2539.938043,11992,39815,92.89839146,8,2,9x4
2,60,64,31.3377453,12591.32876,25626,60,64,52.49752403,973.7085799,9277,52441,83.83526934,8,2,4x5
2,44,64,49.37584797,615.2383398,9018,56,64,50.204779,1989.474994,10491,33353,99.58062697,8,2,4x9
2,64,64,29.77988622,12800.64494,28858,60,64,53.75007456,977.8637942,8328,55177,83.52996078,8,2,5x4
2,48,64,40.7076128,1704.805078,19923,52,64,43.82879377,3094.800949,15220,40406,84.53640657,8,2,9x4
2,64,64,31.62751192,12489.85013,25293,60,64,53.52834796,1009.640408,8959,51962,85.15585988,8,2,4x5
2,48,64,50.57083129,560.3346582,8480,56,64,50.98274399,1961.664654,9780,32569,101.5535753,8,2,4x9
2,68,64,30.4450432,12323.16999,27880,60,64,55.98950639,1059.625197,8267,60000,86.43454959,8,2,5x4
2,68,64,31.57570151,12454.9383,25277,60,64,54.51421658,1004.667071,8843,52047,86.08991809,8,2,4x5
2,52,64,39.60549217,1183.558789,19152,52,64,46.17050468,3096.769413,15458,41526,85.77599685,8,2,9x4
2,72,64,29.75446753,12539.11417,29156,60,64,55.66477916,1001.58576,8234,55224,85.41924669,8,2,5x4
2,52,64,48.62835811,1107.372227,10591,56,64,51.92611326,1813.355587,9300,33863,100.5544714,8,2,4x9
