rn_w_tracker_outstanding,rn_r_tracker_ostd,WriteBandWidth,WriteAvgLatency,WriteMaxLatency,share_tracker_ostd,ro_tracker_ostd,ReadBandWidth,ReadAvgLatency,ReadMaxLatency,TotalBandWidth,FinishCycle,eject_queues_len,inject_queues_len,sdma-R-DDR_thoughput,sdma-W-l2m_thoughput,gdam-R-L2M_thoughput,sdma-R-DDR_finish_cycle,sdma-W-l2m_finish_cycle,gdam-R-L2M_finish_cycle,sdma-R-DDR_avg_latency,sdma-W-l2m_avg_latency,gdam-R-L2M_avg_latency,cir_h_total,cir_v_total,Topo
48,28,45.260268,3930.716537,13479,1000,1000,57.01571421,2951.016434,6812,102.2759822,46370,8,5,113.8413876,91.38812508,114.2276708,18334,23057,18272,655.460812,137.1020532,295.1664418,38404,895,4x5
36,24,52.54176479,1933.144028,8763,1000,1000,53.06290168,3835.678589,7479,105.6046665,39926,8,5,424.3743613,420.2077844,0,19767,19963,0,439.8782959,165.3300781,0,123644,155,9x4
48,28,45.22122867,3872.207397,13523,1000,1000,57.30862983,2990.978165,6829,102.5298585,46410,8,5,114.8120359,91.30100958,114.8246685,18179,23079,18177,660.1094076,136.4044466,281.7491721,38003,659,5x4
64,24,53.9946447,2491.199081,8144,1000,1000,57.55398211,2732.177856,5937,111.5486268,38852,8,5,460.2802743,431.8237414,0,18225,19426,0,403.0869141,139.8807983,0,29,363,4x9
52,28,45.12586635,4022.990143,13570,1000,1000,57.39018116,2770.590179,6960,102.5160475,46508,8,5,114.4594461,91.13910035,115.0144928,18235,23120,18147,647.4833804,136.8009962,296.7802036,37502,785,4x5
40,24,52.23813082,1910.593826,9114,1000,1000,53.13011755,3858.427872,7454,105.3682484,40158,8,5,424.9117617,417.7801683,0,19742,20079,0,440.9660339,165.3059692,0,122230,172,9x4
52,28,45.04251178,3826.496613,13488,1000,1000,57.02501631,3085.046127,7266,102.0675281,46594,8,5,113.630662,90.44666695,114.2714481,18368,23297,18265,649.0452594,136.1806585,299.2888507,37498,558,5x4
56,28,45.05993259,4046.033905,13614,1000,1000,57.30236625,2863.893356,6880,102.3622988,46576,8,5,114.6102905,90.9659817,114.8120359,18211,23164,18179,635.8324543,136.8102296,308.2716791,38992,663,4x5
68,24,54.00020599,2492.637466,8138,1000,1000,57.72189805,2727.774902,5900,111.722104,38848,8,5,461.6227163,431.8682043,0,18172,19424,0,402.8727112,139.7628174,0,15,283,4x9
56,28,45.48605872,3853.347549,13396,1000,1000,57.19609447,3036.150558,7036,102.6821532,46140,8,5,114.5034014,91.81420479,114.5159662,18228,22950,18226,618.0480805,136.34528,327.9134061,38531,495,5x4
44,24,51.83272368,1921.951859,9386,1000,1000,52.93432278,3877.242355,7527,104.7670465,40472,8,5,423.3463538,414.5388417,0,19815,20236,0,441.8857117,165.1751404,0,123099,144,9x4
60,28,45.31503643,4004.7005,13377,1000,1000,56.87963114,2932.582382,6839,102.1946676,46314,8,5,113.6863664,91.07607192,113.9470437,18359,23136,18317,621.2147676,137.1759203,329.604808,39953,756,4x5
72,24,54.17317628,2474.230789,8067,1000,1000,57.5887522,2732.315079,5926,111.7619285,38724,8,5,460.5582519,433.2511104,0,18214,19362,0,403.0473633,139.703064,0,9,259,4x9
60,28,45.27785769,3861.626511,13450,1000,1000,56.91050204,3091.296432,7008,102.1883597,46352,8,5,114.1651898,91.41587852,113.9968322,18282,23050,18309,632.2040967,136.1903778,316.8544094,37900,733,5x4
64,28,45.40333536,4048.48056,13374,1000,1000,57.23355712,2864.175278,6663,102.6368925,46224,8,5,114.5914132,91.7542347,114.6732597,18214,22965,18201,633.6267632,137.3777184,310.3679627,39337,690,4x5
48,24,52.01011855,1859.383392,9229,1000,1000,52.68431895,3954.254608,7621,104.6944375,40334,8,5,421.3475313,415.9571577,0,19909,20167,0,444.022583,165.1683044,0,122521,84,9x4
64,28,45.46239273,3851.21759,13257,1000,1000,57.12442798,3078.231888,7038,102.5868207,46164,8,5,114.4468937,91.91032016,114.4280702,18237,22926,18240,645.4004661,136.5312842,300.6412364,38240,653,5x4
76,24,53.64932208,2506.326584,8372,1000,1000,57.71554381,2729.202484,5886,111.3648659,39102,8,5,461.5719159,429.0628612,0,18174,19551,0,403.1070251,139.7644348,0,12,325,4x9
68,28,45.01543949,3992.568222,13544,1000,1000,56.75648173,2921.251144,7114,101.7719212,46622,8,5,113.3468013,91.35246683,113.7049466,18414,23066,18356,650.4922115,137.2229377,301.2852938,38177,590,4x5
68,28,45.03670783,3894.72467,13528,1000,1000,57.20857657,3070.093079,6865,102.2452844,46600,8,5,114.3340455,91.5509211,114.4845593,18255,23016,18231,599.5242242,136.2370307,347.220287,37505,606,5x4
72,28,45.18809816,4083.316788,13470,1000,1000,57.45936764,2750.754395,6667,102.6474658,46444,8,5,115.3705157,92.35748411,115.1032923,18091,22815,18133,596.7846192,136.9333009,341.8629952,38982,697,4x5
80,24,53.33821659,2484.224197,8531,1000,1000,57.51609895,2732.703827,5949,110.8543155,39330,8,5,459.9774086,426.5755403,0,18237,19665,0,403.1733704,139.8322754,0,17,300,4x9
72,28,45.13946491,3874.085968,13510,1000,1000,57.03121941,3058.230011,6820,102.1706843,46494,8,5,114.88155,91.3089223,114.2464284,18168,23077,18269,624.3265056,136.1627992,323.4191095,38360,593,5x4
52,24,52.12646649,1870.954224,9264,1000,1000,52.55493184,3938.815811,7676,104.6813983,40244,8,5,420.3130574,416.8873869,0,19958,20122,0,443.8176575,165.4691772,0,121423,176,9x4
76,28,45.48013991,3998.853485,13333,1000,1000,57.17738154,2876.551147,6839,102.6575214,46146,8,5,114.2026702,91.57081396,114.5411042,18276,23011,18222,636.2299767,136.7050176,311.3155894,38643,800,4x5
84,24,53.20830162,2502.228149,8658,1000,1000,57.69331499,2735.753128,5893,110.9016166,39426,8,5,461.3942027,425.5368539,0,18181,19713,0,403.1983948,139.8717346,0,28,262,4x9
76,28,45.25245474,3842.731781,13494,1000,1000,56.86420824,3080.356262,7094,102.116663,46378,8,5,113.915948,91.32079397,113.9035145,18322,23074,18324,677.5358764,135.9729073,274.7121305,37293,588,5x4
80,28,45.23878803,4032.17363,13514,1000,1000,57.36820221,2889.483078,6688,102.6069902,46392,8,5,114.7110745,91.59071547,114.9764777,18195,23006,18153,637.1253526,136.6141417,308.4628971,38585,515,4x5
56,24,51.85835806,1895.280853,9144,1000,1000,52.61294531,3951.744446,7648,104.4713034,40452,8,5,420.776886,414.7437951,0,19936,20226,0,444.5311279,165.3096313,0,123417,214,9x4
88,24,54.16198347,2503.570068,8121,1000,1000,57.56030082,2730.68782,5935,111.7222843,38732,8,5,460.3307908,433.1616235,0,18223,19366,0,403.0068359,139.7262573,0,18,214,4x9
80,28,45.38564805,3883.960709,13329,1000,1000,57.07778564,3053.665131,6794,102.4634337,46242,8,5,114.4720013,91.61062562,114.3465732,18233,23001,18253,654.4110144,136.4304459,293.9845456,38709,544,5x4
84,28,45.36208641,4080.494492,13416,1000,1000,57.39646396,2804.89502,6696,102.7585504,46266,8,5,114.9638116,91.13515851,114.9828118,18155,23121,18152,631.2984178,136.6084315,309.7779958,39171,683,4x5
60,24,51.89172069,1802.978867,9397,1000,1000,52.54703082,3974.578247,7673,104.4387515,40426,8,5,420.2498873,415.0105378,0,19961,20213,0,444.4915161,165.8519287,0,120898,120,9x4
84,28,45.45253917,3850.471283,13397,1000,1000,57.31802777,3039.796158,6806,102.7705669,46174,8,5,115.4918105,91.74225009,114.8309859,18072,22968,18176,629.7310193,136.173612,313.5406599,37629,541,5x4
92,24,53.35993079,2495.160599,8490,1000,1000,57.5919152,2731.288589,5925,110.951846,39314,8,5,460.5835392,426.7491479,0,18213,19657,0,403.1789551,139.7450256,0,26,327,4x9
88,28,45.37582773,3936.789261,13366,1000,1000,57.1057619,2955.01593,6877,102.4815896,46252,8,5,114.3152591,91.47143601,114.3904417,18258,23036,18246,643.7052619,137.1214919,305.7513799,38923,920,4x5
88,28,45.03283937,3861.079865,13541,1000,1000,56.8303073,3028.776291,7292,101.8631467,46604,8,5,113.5811929,92.17164603,113.8475972,18376,22861,18333,649.9771863,135.9651318,297.8277935,37987,604,5x4
64,24,51.71513119,1889.626999,9390,1000,1000,52.671087,3923.048538,7634,104.3862182,40564,8,5,421.2417395,413.5986589,0,19914,20282,0,443.8034973,165.1758728,0,121734,146,9x4
92,28,45.37386417,4059.747269,13374,1000,1000,57.16491305,2802.348114,6980,102.5387772,46254,8,5,114.6543617,91.48334998,114.5034014,18204,23033,18228,636.0548264,137.090876,307.1295229,39048,983,4x5
96,24,54.09213309,2472.412506,8109,1000,1000,57.63306585,2725.571609,5912,111.7251989,38782,8,5,460.9125275,432.6031664,0,18200,19391,0,402.7146606,139.8019714,0,20,230,4x9
92,28,45.27981295,3870.881073,13415,1000,1000,57.17738154,3047.750031,6828,102.4571945,46350,8,5,114.5034014,91.12727587,114.5473904,18228,23123,18221,659.2291181,136.5343215,285.3624433,38312,601,5x4
96,28,45.06380572,3961.869308,13600,1000,1000,57.255433,2908.497635,6937,102.3192387,46572,8,5,114.6228788,91.8462209,114.7110745,18209,22942,18195,650.7989697,136.8302758,296.2662824,37916,805,4x5
68,24,52.32154084,1919.314194,9086,1000,1000,53.05753175,3820.334244,7489,105.3790726,40094,8,5,424.331428,418.4470494,0,19769,20047,0,439.8096313,165.6000061,0,123264,185,9x4
16,28,52.93966779,3306.319565,9606,1000,1000,64.49203518,1788.26059,3977,117.431703,39626,8,5,515.7459576,423.389088,0,16265,19813,0,420.5506897,139.1414795,0,22,428,4x9
96,28,45.35619982,3857.541077,13362,1000,1000,56.95687127,3063.837311,6975,102.3130711,46272,8,5,114.133975,91.07607192,114.1152542,18287,23136,18290,657.2747455,136.0913619,291.2938796,38281,511,5x4
16,32,45.27003836,4115.787323,13496,1000,1000,57.22106412,2793.345764,7037,102.4911025,46360,8,5,115.5621505,91.56285578,114.5788318,18061,23013,18216,681.1988225,137.0606245,384.8248497,39540,855,4x5
20,28,52.80902498,3309.204163,9655,1000,1000,64.1566324,1799.475037,4062,116.9656574,39724,8,5,513.0647095,422.3445776,0,16350,19862,0,420.6002502,139.122345,0,29,191,4x9
16,32,44.95175482,3943.844406,13701,1000,1000,56.77184624,3007.97905,7347,101.7236011,46688,8,5,114.4594461,91.19037521,113.6368487,18235,23107,18367,743.1740464,136.6768315,332.3756899,39388,821,5x4
72,24,51.94827842,1975.452225,9188,1000,1000,53.09783269,3857.721786,7473,105.0461111,40382,8,5,424.6536398,415.4627309,0,19754,20191,0,440.2180176,165.2216797,0,124530,208,9x4
20,32,45.20758081,4227.695847,13498,1000,1000,57.11198257,2734.279541,7037,102.3195634,46424,8,5,114.4845593,91.00526907,114.3465732,18231,23154,18253,683.993254,136.940226,386.5653134,40329,878,4x5
20,32,45.19394119,3949.792175,13336,1000,1000,56.84879371,2978.260345,7323,102.0427349,46438,8,5,114.3089983,91.35642749,113.7545237,18259,23065,18348,697.2737643,136.5289758,381.3038145,38162,705,5x4
24,28,52.71080279,3316.971725,9726,1000,1000,64.33376281,1797.510712,4017,117.0445656,39798,8,5,514.4807114,421.5592743,0,16305,19899,0,420.1986389,138.9733887,0,20,391,4x9
24,32,45.30524663,4154.681671,13377,1000,1000,57.18985547,2800.750046,7004,102.4951021,46324,8,5,115.0018183,90.97383646,114.4845593,18149,23162,18231,714.0773948,136.865144,359.6033362,39123,701,4x5
76,24,51.93284136,1899.25531,9234,1000,1000,52.67373286,3943.952209,7628,104.6065742,40394,8,5,421.2628936,415.3393078,0,19913,20197,0,443.7601624,165.1546021,0,122164,133,9x4
24,32,44.77706946,3984.730408,13729,1000,1000,56.72270908,2931.634155,7280,101.4997785,46870,8,5,112.8687,89.96012466,115.0715625,18492,23423,18138,684.5229977,136.1901349,392.7649945,38240,725,5x4
28,32,45.14335172,4238.237564,13491,1000,1000,57.21169795,2674.102371,7036,102.3550497,46490,8,5,113.8413876,90.6958206,115.5237726,18334,23233,18067,733.7632773,136.7233629,333.1199558,39861,674,4x5
28,28,52.95036106,3295.951004,9566,1000,1000,64.17233782,1802.02861,4058,117.1226989,39618,8,5,513.1902606,423.4745823,0,16346,19809,0,420.3811035,139.2024231,0,49,287,4x9
80,24,52.27719613,1894.263535,9218,1000,1000,53.02801659,3874.884628,7492,105.3052127,40128,8,5,424.0954499,418.092504,0,19780,20064,0,441.341156,165.0870667,0,121996,167,9x4
28,32,44.86904164,4008.620255,13695,1000,1000,56.86729215,2995.265228,7042,101.7363338,46774,8,5,113.9035145,91.51911049,113.7855313,18324,23024,18343,679.5187048,136.4412587,402.1696308,39393,622,5x4
32,32,44.91516957,4129.120865,13637,1000,1000,56.92595005,2819.443207,7114,101.8411196,46726,8,5,113.984381,90.99740888,113.9097309,18311,23156,18323,721.4747946,137.0290366,355.5050902,38825,801,4x5
32,28,52.9423407,3313.272263,9581,1000,1000,64.43259186,1776.746201,3992,117.3749326,39624,8,5,515.2707617,423.4104583,0,16280,19812,0,419.6655884,139.2346802,0,21,293,4x9
32,32,45.43087636,3976.349304,13401,1000,1000,57.82375648,2940.337418,6879,103.2546328,46196,8,5,115.2813035,91.40794725,115.7672639,18105,23052,18029,685.0715074,136.3015429,381.134797,38616,732,5x4
84,24,51.59807106,1927.567581,9460,1000,1000,52.99317734,3894.537689,7513,104.5912484,40656,8,5,423.816905,412.6627312,0,19793,20328,0,441.9673767,165.1900635,0,123106,167,9x4
36,32,45.38171941,4136.021683,13364,1000,1000,57.39018116,2727.753708,7007,102.7719006,46246,8,5,115.1477436,91.6066429,114.88155,18126,23002,18168,677.098982,137.0922124,391.3434319,40274,960,4x5
36,32,44.9768212,3979.495895,13665,1000,1000,57.23043336,2953.044922,6945,102.2072546,46662,8,5,114.9068487,91.08000864,114.5473904,18164,23135,18221,695.5719367,136.0805491,378.05961,39165,727,5x4
36,28,52.11351324,3345.688889,10060,1000,1000,64.35350436,1776.802078,4012,116.4670176,40254,8,5,514.6385276,416.7838227,0,16300,20127,0,419.3976746,139.1974792,0,10,354,4x9
40,32,45.41120081,4148.395325,13412,1000,1000,57.33996828,2698.001282,7028,102.7511691,46216,8,5,114.6606603,91.33266872,114.7867789,18203,23071,18183,688.950325,136.9680476,381.256838,39132,630,4x5
88,24,52.12128442,1920.421326,9152,1000,1000,52.71080279,3923.418777,7611,104.8320872,40248,8,5,421.5592743,416.8459551,0,19899,20124,0,442.7573853,164.8822632,0,122548,173,9x4
40,32,45.09481468,4023.875778,13506,1000,1000,57.09021615,2937.307434,7466,102.1850308,46540,8,5,113.7173368,90.55161152,114.4720013,18354,23270,18233,679.8710904,136.5307982,393.9681099,39061,599,5x4
40,28,52.80370631,3321.994064,9685,1000,1000,64.4682447,1782.742065,3983,117.271951,39728,8,5,515.5557741,422.302054,0,16271,19864,0,419.3124695,138.9727478,0,15,332,4x9
44,32,45.03090539,4201.38858,13627,1000,1000,57.55398211,2648.031494,6977,102.5848875,46606,8,5,115.1413913,91.91032016,115.2049456,18127,22926,18117,700.6550963,136.7202041,362.3014841,38655,754,4x5
44,32,44.95560937,3981.624466,13555,1000,1000,56.65222324,3038.954178,7257,101.6078326,46684,8,5,113.5194169,90.99347929,113.3098806,18386,23157,18420,711.3466209,136.338841,371.6416043,39870,753,5x4
92,24,51.87375087,1911.593063,9233,1000,1000,52.74792495,3947.206863,7608,104.6216758,40440,8,5,421.8560724,414.8668645,0,19885,20220,0,443.2418213,164.9868164,0,122219,102,9x4
48,32,44.86328231,4156.651169,13706,1000,1000,57.21169795,2728.174286,7098,102.0749803,46780,8,5,114.0404327,91.04852439,114.6354699,18302,23143,18207,712.2599043,136.7316243,360.6439347,38784,726,4x5
44,28,52.96373371,3343.372437,9594,1000,1000,64.57544033,1778.454712,3956,117.539174,39608,8,5,516.4127062,423.5814987,0,16244,19804,0,419.1474915,139.0551758,0,18,219,4x9
48,32,45.45648008,3982.794479,13283,1000,1000,57.21169795,2967.918991,7022,102.668178,46170,8,5,114.7678434,91.4515863,114.5348186,18186,23041,18223,706.2496014,136.1779857,367.9620998,38316,681,5x4
52,32,44.70833737,4190.734512,13705,1000,1000,57.08089276,2644.614853,7392,101.7892301,46942,8,5,115.6389828,92.12731724,113.5811929,18049,22872,18376,694.8382191,136.8059774,374.4633877,38468,951,4x5
96,24,51.7534179,1888.119171,9408,1000,1000,52.94768734,3900.473007,7545,104.7011052,40534,8,5,423.4532055,413.9047713,0,19810,20267,0,442.4458923,165.0304565,0,121999,113,9x4
48,28,52.18873183,3289.219467,9953,1000,1000,64.13701144,1811.424622,4067,116.3257433,40196,8,5,512.9078569,417.3852125,0,16355,20098,0,420.884613,139.259613,0,26,329,4x9
52,32,44.88056474,3970.571152,13721,1000,1000,57.1462205,2958.522858,7137,102.0267852,46762,8,5,114.4908393,91.32475187,114.3904417,18230,23073,18246,723.4993254,136.5642085,352.9742426,38199,671,5x4
56,32,45.13363595,4153.282669,13553,1000,1000,56.98472909,2805.458893,7047,102.118365,46500,8,5,114.2964788,91.0170619,114.0653623,18261,23151,18298,692.9667607,136.6781679,385.384889,39303,822,4x5
16,28,50.19031208,2254.877899,10369,1000,1000,56.11259164,3373.876999,6405,106.3029037,41796,8,5,448.7566469,401.407216,0,18693,20898,0,482.6208496,166.1755371,0,133877,95,9x4
56,32,45.33070891,4003.612122,13423,1000,1000,57.21794172,2922.990265,6952,102.5486506,46298,8,5,114.9954821,91.60266052,114.5348186,18150,23003,18223,713.8826199,136.0465314,357.1761315,38983,694,5x4
52,28,52.30588118,3311.436005,9860,1000,1000,64.09388753,1806.159683,4078,116.3997687,40106,8,5,512.5631187,418.3218471,0,16366,20053,0,420.9354248,139.0742493,0,36,263,4x9
60,32,45.03864232,4135.993698,13619,1000,1000,57.24918104,2767.044968,7015,102.2878234,46598,8,5,114.6606603,91.59071547,114.5914132,18203,23006,18214,704.0456274,136.9710849,365.8076782,38772,897,4x5
60,32,45.10257359,3955.838776,13556,1000,1000,57.12442798,2972.181015,6961,102.2270016,46532,8,5,115.5685493,91.41587852,114.2526823,18060,23050,18268,649.6224703,136.5275179,421.0694223,39009,647,5x4
20,28,50.02270776,2379.990845,10343,1000,1000,56.42966311,3341.942047,6315,106.4523709,41936,8,5,451.291586,400.0671499,0,18588,20968,0,480.6094055,165.4798279,0,137181,114,9x4
56,28,52.31110002,3333.014526,9982,1000,1000,64.49203518,1768.988861,3977,116.8031352,40102,8,5,515.7459576,418.3635729,0,16265,20051,0,418.6448669,139.0530396,0,34,334,4x9
64,32,45.36404894,4194.499802,13453,1000,1000,57.51294427,2686.582642,7076,102.8769932,46264,8,5,114.4594461,91.09182085,115.3195204,18235,23132,18099,718.4900037,136.8714615,347.2022568,39064,819,4x5
64,32,45.00964252,4015.354813,13633,1000,1000,57.1462205,2937.334671,7066,102.155863,46628,8,5,113.7111414,91.13121702,114.5222497,18355,23122,18225,700.8048571,136.0615964,377.6181774,39357,677,5x4
68,32,45.23098219,4143.966034,13457,1000,1000,57.47196492,2661.061737,6879,102.7029471,46400,8,5,115.6261703,92.16358308,115.0398501,18051,22863,18143,689.9367104,136.8319767,375.910953,38912,1062,4x5
60,28,52.70815321,3336.042877,9725,1000,1000,64.31797829,1772.823074,4021,117.0261315,39800,8,5,514.3545282,421.5380905,0,16309,19900,0,419.290802,139.1394348,0,7,236,4x9
24,28,49.66729822,2250.965179,10590,1000,1000,55.93897039,3421.404343,6495,105.6062686,42236,8,5,447.368567,397.2254948,0,18751,21118,0,484.7597351,166.0917664,0,133437,85,9x4
68,32,44.97296302,3899.332428,13556,1000,1000,56.59718249,3037.781235,7317,101.5701455,46666,8,5,114.1776805,91.2614665,113.3344917,18280,23089,18416,695.0518827,136.2917021,386.3027107,39041,833,5x4
72,32,44.6075316,4173.819153,13815,1000,1000,56.84571181,2789.085419,7226,101.4532434,47048,8,5,113.7173368,90.79351948,113.797939,18354,23208,18341,712.9305777,137.0868667,364.553048,39404,832,4x5
64,28,52.72935734,3305.481064,9718,1000,1000,64.23917172,1791.4384,4041,116.9685291,39784,8,5,513.7245392,421.7076212,0,16329,19892,0,419.7684631,139.1685181,0,10,259,4x9
72,32,45.24269196,4082.620209,13498,1000,1000,57.4877193,2842.33255,6737,102.7304113,46388,8,5,115.7993786,91.19432182,115.1223387,18024,23106,18130,654.1065865,135.8777791,412.1560162,39044,667,5x4
28,28,49.44946946,2314.224792,10671,1000,1000,56.0226532,3416.846466,6469,105.4721227,42422,8,5,448.0376008,395.4838527,0,18723,21211,0,485.5935364,165.8312073,0,134553,219,9x4
76,32,45.01737215,4179.504517,13665,1000,1000,57.33369785,2696.742538,6868,102.35107,46620,8,5,115.1540966,91.34850652,114.7867789,18125,23067,18183,675.5476512,136.8630786,395.6364528,39194,885,4x5
76,32,44.97489203,3991.962662,13629,1000,1000,56.7380553,3003.881332,7251,101.7129473,46664,8,5,114.034202,90.79351948,113.5317668,18303,23208,18384,724.0473445,136.3477099,355.3950693,39258,592,5x4
68,28,52.62614806,3289.448669,9726,1000,1000,64.26279341,1803.939896,4035,116.8889415,39862,8,5,513.9133738,420.8824444,0,16323,19931,0,420.7714539,139.2092896,0,10,256,4x9
80,32,45.32091234,4212.202194,13404,1000,1000,57.40903367,2700.604446,6910,102.729946,46308,8,5,115.0335097,91.51911049,114.9511483,18144,23024,18157,696.4064761,136.955534,372.575739,39163,873,4x5
32,28,50.01316417,2276.253052,10351,1000,1000,56.56359909,3384.758774,6287,106.5767633,41944,8,5,452.3623814,399.9908449,0,18544,20972,0,483.0381775,166.2232666,0,134407,135,9x4
80,32,44.89978306,3983.243851,13642,1000,1000,57.22730994,2987.347122,6976,102.127093,46742,8,5,114.9131751,91.61062562,114.4029818,18163,23001,18244,691.2790384,136.3105333,385.2579419,38943,700,5x4
84,32,44.82300837,4187.999191,13784,1000,1000,57.27732561,2738.739777,6893,102.100334,46822,8,5,114.5034014,90.72315508,114.692164,18228,23226,18198,721.5031277,137.105941,349.256838,39252,873,4x5
72,28,52.75057853,3277.282486,9680,1000,1000,64.05082157,1811.247437,4089,116.8014001,39768,8,5,512.2188435,421.8772883,0,16377,19884,0,421.3056641,139.1872864,0,8,302,4x9
84,32,45.27003836,3871.0569,13381,1000,1000,56.63080579,3097.7798,7139,101.9008442,46360,8,5,113.9035145,91.59469681,113.389906,18324,23005,18407,699.104992,136.594703,385.7128664,38284,826,5x4
36,28,50.04658267,2392.707886,10301,1000,1000,56.99402109,3303.795197,6139,107.0406038,41916,8,5,455.803521,400.2580399,0,18404,20958,0,479.4533997,165.5447083,0,136191,96,9x4
88,32,45.07349144,4132.220566,13564,1000,1000,57.07157242,2781.098175,7178,102.1450639,46562,8,5,114.692164,91.59469681,114.2339226,18198,23005,18271,725.8523243,136.706597,347.2310806,38585,1010,4x5
76,28,52.2511461,3289.751465,9943,1000,1000,63.79751764,1833.046402,4154,116.0486637,40148,8,5,510.1938937,417.8842284,0,16442,20074,0,422.2861328,139.1600342,0,25,268,4x9
88,32,44.7617774,3959.906891,13697,1000,1000,56.69204152,3031.538513,7449,101.4538189,46886,8,5,113.3837462,90.43890296,113.3960665,18408,23299,18406,714.7216975,136.5027336,367.5340366,39351,1086,5x4
40,28,49.35172024,2436.848541,10760,1000,1000,56.47221025,3324.676727,6304,105.8239305,42506,8,5,451.6317433,394.7023009,0,18574,21253,0,482.6889343,165.0421448,0,137727,90,9x4
92,32,45.04057697,4113.104935,13543,1000,1000,57.52556506,2706.82132,6950,102.566142,46596,8,5,115.332265,91.53103688,114.4720013,18097,23021,18233,663.7218202,136.5620216,402.9981602,37937,969,4x5
92,32,44.81726085,3992.123947,13762,1000,1000,57.41846457,2904.441101,6829,102.2357254,46828,8,5,115.2367491,91.5111613,114.875227,18112,23026,18169,670.4379983,136.2876929,400.7189991,38561,671,5x4
80,28,52.59447259,3305.058563,9814,1000,1000,64.10564284,1796.02948,4075,116.7001154,39886,8,5,512.6570922,420.6291932,0,16363,19943,0,420.1593933,139.1983032,0,32,334,4x9
96,32,45.27394769,4141.586472,13463,1000,1000,57.37448019,2760.615875,7151,102.6484279,46356,8,5,114.1839269,91.34058693,115.1032923,18279,23069,18133,719.9630811,137.0849229,352.3933521,39003,649,4x5
44,28,49.87519026,2316.39888,10481,1000,1000,56.36596248,3366.786285,6352,106.2411527,42060,8,5,450.7823096,398.8876843,0,18609,21030,0,482.7651978,165.8941956,0,135466,129,9x4
96,32,44.76559944,4012.731888,13719,1000,1000,57.255433,2891.754227,7180,102.0210324,46882,8,5,114.340309,91.0013388,114.2464284,18254,23155,18269,666.8661842,135.7820435,405.5325647,38415,749,5x4
84,28,52.78244236,3308.790726,9691,1000,1000,64.3653551,1772.026489,4009,117.1477975,39744,8,5,514.7332638,422.1320451,0,16297,19872,0,419.605896,139.0871887,0,24,257,4x9
16,36,44.85176809,4271.501053,13767,1000,1000,57.32429477,2643.123062,7272,102.1760629,46792,8,5,114.5536773,90.11016079,114.7236849,18220,23384,18193,782.7479455,136.6456081,412.9410033,39256,828,4x5
16,36,45.00384704,4105.188141,13557,1000,1000,57.12131612,2869.137619,7271,102.1251632,46634,8,5,113.6863664,90.36908693,115.0081552,18359,23317,18148,802.2197964,136.5412465,398.5369803,40344,749,5x4
48,28,50.04658267,2265.816696,10419,1000,1000,55.85553721,3455.943604,6522,105.9021199,41916,8,5,446.7015283,400.2580399,0,18779,20958,0,485.6225586,165.6038208,0,132019,138,9x4
20,36,45.04444676,4248.715668,13558,1000,1000,57.19609447,2674.319458,7399,102.2405412,46592,8,5,113.8227627,90.6567999,114.5851222,18337,23243,18215,798.661597,136.811809,401.6880903,38912,887,4x5
88,28,52.76916109,3326.795303,9684,1000,1000,64.49600197,1772.705139,3976,117.2651631,39754,8,5,515.7776685,422.025859,0,16264,19877,0,419.3552856,139.2271423,0,19,276,4x9
20,36,45.0057787,4121.928574,13635,1000,1000,57.09021615,2873.008209,7235,102.0959949,46632,8,5,114.4029818,90.78960748,114.1589455,18244,23209,18283,790.2662824,136.3505042,412.9313136,39592,801,5x4
24,36,44.71215029,4231.402206,13762,1000,1000,56.44788975,2665.722534,7652,101.16004,46938,8,5,112.346216,90.06394255,113.9594868,18578,23396,18315,757.0583834,136.9131333,445.1014351,39560,829,4x5
52,28,49.70025595,2311.026962,10513,1000,1000,56.19679511,3383.112854,6377,105.8970511,42208,8,5,449.429842,397.4890068,0,18665,21104,0,482.2251587,165.6036987,0,134714,99,9x4
92,28,52.83563438,3270.013779,9583,1000,1000,64.04299762,1837.077942,4091,116.878632,39704,8,5,512.1562977,422.5573242,0,16379,19852,0,421.969696,139.2734375,0,30,364,4x9
24,36,45.01157468,4116.011353,13555,1000,1000,57.08710801,2936.639313,7258,102.0986827,46626,8,5,114.1714348,90.43114029,114.1776805,18281,23301,18280,751.9016313,136.383064,453.0444008,40377,765,5x4
28,36,45.3169949,4309.697983,13460,1000,1000,58.27688546,2514.24826,7067,103.5938804,46312,8,5,116.6145938,92.11926204,116.0827586,17898,22874,17980,738.8536735,136.6432997,437.0946891,38650,754,4x5
28,36,44.90747499,4079.795395,13608,1000,1000,56.84263024,2931.699203,7609,101.7501052,46734,8,5,113.5441192,90.62950538,113.8351786,18382,23250,18335,754.7139703,136.3169724,449.6652766,40459,807,5x4
56,28,50.07048037,2246.395737,10333,1000,1000,55.79609429,3452.201157,6511,105.8665747,41896,8,5,446.2262886,400.4491121,0,18799,20948,0,485.7397766,165.8219604,0,132691,117,9x4
96,28,52.78244236,3307.251465,9670,1000,1000,64.19198041,1793.507568,4053,116.9744228,39744,8,5,513.347286,422.1320451,0,16341,19872,0,419.7728271,139.0873413,0,20,205,4x9
