rn_w_tracker_outstanding,rn_r_tracker_ostd,WriteBandWidth,WriteAvgLatency,WriteMaxLatency,share_tracker_ostd,ro_tracker_ostd,ReadBandWidth,ReadAvgLatency,ReadMaxLatency,TotalBandWidth,FinishCycle,eject_queues_len,inject_queues_len,sdma-R-DDR_thoughput,sdma-W-l2m_thoughput,gdam-R-L2M_thoughput,sdma-R-DDR_finish_cycle,sdma-W-l2m_finish_cycle,gdam-R-L2M_finish_cycle,sdma-R-DDR_avg_latency,sdma-W-l2m_avg_latency,gdam-R-L2M_avg_latency,cir_h_total,cir_v_total,Topo
60,20,45.55126742,3608.310837,13229,1000,1000,56.32962665,3230.383453,6632,101.8808941,46074,8,5,112.0867837,92.43851722,113.0337395,18621,22795,18465,472.1545443,136.187219,216.8558813,35919,565,5x4
16,20,55.2784016,1347.812912,8273,1000,1000,46.52893149,5119.241531,10262,101.8073331,45084,8,5,372.1323751,442.0873781,0,22542,18975,0,417.7629089,164.9969788,0,110498,391,9x4
64,20,45.91629969,3713.165161,13069,1000,1000,57.33369785,3052.565491,6270,103.2499975,45708,8,5,114.0840667,93.19486953,114.8183519,18295,22610,18178,498.0966515,137.0663346,180.4985895,36832,525,4x5
64,20,45.96057768,3586.606171,12962,1000,1000,56.86729215,3257.509216,6300,102.8278698,45664,8,5,113.1563025,92.47908712,114.7047703,18445,22785,18196,491.2892187,136.3939983,194.095425,35667,720,5x4
28,20,58.82614306,1537.149689,6075,1000,1000,49.20350992,4228.50737,9029,108.029653,42634,8,5,393.5172867,470.450788,0,21317,17831,0,394.0234375,140.4385986,0,23,630,4x9
20,20,55.76048923,1273.662216,8017,1000,1000,46.40743527,5113.770187,10313,102.1679245,45202,8,5,371.1609221,445.9416299,0,22601,18811,0,417.7378845,165.7625427,0,109570,228,9x4
68,20,45.5888967,3752.342743,13204,1000,1000,56.28125168,3080.241867,6468,101.8701484,46036,8,5,112.394615,92.68654878,112.6858871,18570,22734,18522,503.8119711,136.6337019,183.0739605,36685,512,4x5
68,20,45.44662908,3629.122284,13401,1000,1000,57.08400022,3273.203506,6130,102.5306293,46180,8,5,113.5873741,92.66616826,114.692164,18375,22739,18198,485.1313627,136.1717896,200.3295719,36151,597,5x4
32,20,58.94187746,1546.17334,5916,1000,1000,49.10443008,4235.61264,9072,108.0463075,42720,8,5,392.7250936,471.3760396,0,21360,17796,0,394.2175903,140.4395752,0,31,487,4x9
72,20,45.68821886,3762.560516,13262,1000,1000,56.95996523,2968.443359,6321,102.6481841,45936,8,5,113.7049466,93.15366932,114.034202,18356,22620,18303,488.2720471,136.9538331,190.6431988,36353,634,4x5
24,20,55.88232786,1274.094635,7845,1000,1000,46.41565225,5140.297699,10309,102.2979801,45194,8,5,371.226623,446.9157166,0,22597,18770,0,418.1832275,165.4934998,0,110025,159,9x4
72,20,45.61071051,3562.938156,13209,1000,1000,56.33265284,3329.603485,6523,101.9433633,46014,8,5,112.0928034,92.11926204,113.414552,18620,22874,18403,496.799583,136.480622,193.7675702,35675,661,5x4
76,20,45.59087891,3787.895874,13289,1000,1000,56.80875501,3034.055939,6406,102.3996339,46034,8,5,113.0398614,92.87447109,114.127734,18464,22688,18288,515.2770759,136.8105941,167.3473568,36633,624,4x5
36,20,58.7898632,1554.365829,5921,1000,1000,49.23585482,4226.933167,9015,108.025718,42606,8,5,393.7759001,470.1607443,0,21303,17842,0,393.9839783,140.2812805,0,13,415,4x9
76,20,45.39547263,3616.491241,13329,1000,1000,56.2148716,3350.145096,6456,101.6103442,46232,8,5,112.4369983,92.21601751,112.5339947,18563,22850,18547,499.5882497,136.1636496,190.6299522,37369,449,5x4
28,20,55.10989646,1307.584488,8093,1000,1000,46.57232956,5108.869614,10233,101.682226,45042,8,5,372.4793748,440.7401881,0,22521,19033,0,417.400238,165.7347412,0,110020,350,9x4
80,20,46.10203206,3773.168411,12861,1000,1000,56.64304235,3055.936447,6385,102.7450744,45524,8,5,112.7772194,92.70285966,113.3837462,18507,22730,18408,473.8670428,137.4489126,210.9380596,37788,661,4x5
80,20,45.33658888,3590.298187,13286,1000,1000,56.16970216,3292.420074,6597,101.506291,46292,8,5,111.7686623,91.89428696,113.2115426,18674,22930,18436,495.348338,136.2921881,196.3576598,36400,471,5x4
40,20,59.36231884,1534.923035,5948,1000,1000,49.19889269,4221.336319,9031,108.5612115,42638,8,5,393.4803696,474.7372949,0,21319,17670,0,393.7765808,140.3762817,0,4,610,4x9
32,20,56.27521065,1263.333084,7669,1000,1000,46.64069033,5070.775406,10200,102.915901,44976,8,5,373.0259694,450.0567627,0,22488,18639,0,416.33255,165.5042114,0,109559,180,9x4
84,20,45.67627736,3641.396286,13070,1000,1000,55.9688284,3250.453278,6748,101.6451058,45948,8,5,111.3690838,92.35343619,113.0276183,18741,22816,18466,510.8605421,137.3887741,184.8437385,37225,588,4x5
84,20,45.27003836,3641.241577,13393,1000,1000,56.42662649,3299.507477,6387,101.6966648,46360,8,5,112.5886288,92.27255211,112.966443,18538,22836,18476,488.8085367,136.3333738,202.0385134,37218,454,5x4
44,20,59.10467279,1545.015442,5828,1000,1000,49.18273921,4228.180008,9042,108.287412,42652,8,5,393.3512145,472.677523,0,21326,17747,0,393.9537659,140.2962036,0,11,519,4x9
88,20,45.66831982,3736.209503,13141,1000,1000,56.51786773,3102.768097,6395,102.1861876,45956,8,5,112.521861,92.73958012,113.1563025,18549,22721,18445,481.5830982,137.143239,206.4167791,37355,674,4x5
88,20,45.39547263,3696.438889,13328,1000,1000,56.00170904,3251.412491,6647,101.3971817,46232,8,5,111.4344901,91.786209,113.2852801,18730,22957,18424,510.9724028,136.5689467,180.4446216,36876,539,5x4
36,20,56.10058317,1240.408691,7675,1000,1000,46.45678082,5078.651535,10289,102.557364,45154,8,5,371.5554768,448.6606407,0,22577,18697,0,416.5672607,165.7485046,0,110072,362,9x4
48,20,58.71743756,1562.279633,6044,1000,1000,49.17581954,4227.396866,9041,107.8932571,42658,8,5,393.2958882,469.5817286,0,21329,17864,0,393.8963928,140.1401672,0,12,457,4x9
92,20,46.06557498,3722.595657,13022,1000,1000,57.03432146,2984.892532,6142,103.0998964,45560,8,5,113.4885542,92.49938543,114.9638116,18391,22780,18155,484.6259046,136.8549386,192.7816755,36605,504,4x5
92,20,45.77997824,3674.620483,13133,1000,1000,57.09021615,3220.539078,6176,102.8701944,45844,8,5,114.0528962,92.24831451,114.3089983,18300,22842,18259,472.2968233,135.9407119,212.7844965,36547,472,5x4
40,20,55.25218674,1263.121384,8124,1000,1000,46.27635818,5149.911118,10377,101.5285449,45330,8,5,370.1128612,441.8777918,0,22665,18984,0,418.695343,166.1380005,0,109904,313,9x4
96,20,45.72009341,3710.727463,13101,1000,1000,56.839549,3086.782318,6530,102.5596424,45904,8,5,113.5070698,91.80620425,113.7793284,18388,22952,18344,500.2726604,137.2519742,184.5758616,36585,445,4x5
52,20,59.59172539,1550.538086,5790,1000,1000,49.18966083,4222.502411,9035,108.7813862,42646,8,5,393.4065563,476.5712987,0,21323,17602,0,393.7833862,140.282135,0,10,463,4x9
96,20,45.49197907,3566.043915,13211,1000,1000,56.13962951,3396.460571,6568,101.6316086,46134,8,5,111.8525188,92.24023814,112.3885628,18660,22844,18571,515.9175764,136.3125987,178.4760211,35821,683,5x4
16,24,45.53544209,3866.465179,13322,1000,1000,57.69966434,2907.44986,6405,103.2351064,46090,8,5,114.8120359,92.55626812,115.8379398,18179,22766,18018,561.2666503,137.1853967,246.7123758,37422,752,4x5
44,20,54.81890422,1245.909348,8281,1000,1000,46.43415109,5116.479416,10308,101.2530553,45176,8,5,371.3745352,438.4137138,0,22588,19134,0,417.6226196,165.5794067,0,108959,242,9x4
56,20,59.38585264,1541.830719,5865,1000,1000,49.15737659,4221.781509,9049,108.5432292,42674,8,5,393.1484276,474.9254374,0,21337,17663,0,393.8480835,140.3932495,0,13,455,4x9
16,24,45.47422264,3842.232483,13280,1000,1000,57.17650908,3105.210193,6621,102.6507317,46152,8,5,114.1527018,91.62655999,114.5914132,18284,22997,18214,582.8812707,136.210667,231.6290936,39030,520,5x4
20,24,45.58691466,3930.374847,13376,1000,1000,57.70601508,2889.331512,6360,103.2929297,46038,8,5,115.760843,92.03476742,115.5557524,18030,22895,18062,557.151478,136.9817762,250.7571446,37713,760,4x5
20,24,45.33462872,3759.290466,13433,1000,1000,56.9971191,3152.514572,6808,102.3317478,46294,8,5,113.414552,91.99458633,114.3967114,18403,22905,18245,589.3016068,136.4283805,227.9526555,37131,623,5x4
48,20,56.05559713,1253.093307,7812,1000,1000,46.53925702,5115.267914,10257,102.5948542,45074,8,5,372.2149354,448.3009833,0,22537,18712,0,417.5800781,165.7673035,0,109484,191,9x4
60,20,59.01485817,1551.108002,5885,1000,1000,49.18735341,4223.494064,9044,108.2022116,42648,8,5,393.3881073,471.9594914,0,21324,17774,0,393.8425903,140.3286438,0,13,525,4x9
24,24,45.39547263,3841.844727,13383,1000,1000,57.17114661,3011.861893,6417,102.5666192,46232,8,5,114.6039974,92.13537385,114.4782799,18212,22870,18232,571.9844229,136.8274815,240.6075064,36849,757,4x5
24,24,45.21927847,3790.311752,13544,1000,1000,57.21794172,3157.644272,6520,102.4372202,46412,8,5,114.5096834,91.68636324,114.5725421,18227,22982,18217,568.7046486,136.6504677,248.0561756,38324,731,5x4
28,24,45.33070891,3880.327576,13450,1000,1000,57.35565037,2962.132782,6390,102.6863593,46298,8,5,114.127734,91.79020735,114.900523,18288,22956,18165,569.7787318,137.3268133,243.0402306,38865,669,4x5
64,20,59.88098909,1539.149353,5683,1000,1000,49.17351341,4230.745209,9042,109.0545025,42660,8,5,393.2774496,478.8838271,0,21330,17517,0,394.021698,140.4267273,0,3,667,4x9
52,20,55.14757547,1258.347443,8255,1000,1000,46.45266469,5088.048126,10299,101.6002402,45158,8,5,371.5225652,441.0414301,0,22579,19020,0,416.9171448,166.1853943,0,109893,332,9x4
28,24,45.38957737,3761.03627,13352,1000,1000,57.06846631,3168.38884,6599,102.4580437,46238,8,5,114.2339226,91.14304252,114.2839621,18271,23119,18263,590.2693487,136.6135342,226.5152705,37111,671,5x4
32,24,45.25245474,3828.801987,13523,1000,1000,57.38704028,3010.514465,6460,102.639495,46378,8,5,114.6102905,92.65801856,114.9195023,18211,22741,18162,529.2475163,136.9137407,284.3652643,37272,879,4x5
68,20,58.98498059,1545.071381,5829,1000,1000,49.14585677,4230.220566,9054,108.1308374,42684,8,5,393.0563209,471.7206321,0,21342,17783,0,394.009613,140.2496033,0,8,460,4x9
56,20,55.44207688,1254.111404,8108,1000,1000,46.2845288,5135.537064,10381,101.7266057,45322,8,5,370.1781916,443.3959512,0,22661,18919,0,418.1847839,165.8373413,0,108104,256,9x4
32,24,45.05993259,3699.398865,13484,1000,1000,56.55139683,3253.150497,6923,101.6113294,46576,8,5,112.5704115,91.2614665,113.3406462,18541,23089,18415,541.0997179,136.6582432,286.4841163,37770,544,5x4
36,24,45.32678977,3840.576553,13421,1000,1000,57.23355712,3051.184418,6585,102.5603469,46302,8,5,113.9532649,91.0642638,114.692164,18316,23139,18198,545.7345762,137.0851658,271.6893168,36970,591,4x5
36,24,45.21927847,3725.093643,13450,1000,1000,56.48133585,3296.796402,6802,101.7006143,46412,8,5,113.297579,91.29705373,113.0949878,18422,23080,18455,557.726481,136.7527639,266.0507789,37644,708,5x4
72,20,59.27507066,1534.807144,5787,1000,1000,49.11593049,4228.810257,9067,108.3910011,42710,8,5,392.8170452,474.039783,0,21355,17696,0,393.948822,140.3840942,0,16,598,4x9
40,24,45.45845079,3889.347778,13333,1000,1000,57.03121941,3006.320755,6695,102.4896702,46168,8,5,113.4823836,91.78221099,114.3591036,18392,22958,18251,587.5550104,136.8448548,232.3722556,37654,631,4x5
60,20,54.86766784,1259.708679,8335,1000,1000,46.24982357,5169.922607,10398,101.1174914,45356,8,5,369.9006967,438.803578,0,22678,19117,0,419.4735413,165.5947571,0,107754,332,9x4
40,24,45.07155396,3766.31871,13561,1000,1000,56.44788975,3239.010376,6791,101.5194437,46564,8,5,112.6311586,90.77396287,113.0214978,18531,23213,18467,602.5823623,136.6553274,222.9073961,37898,537,5x4
44,24,45.48408561,3852.318604,13294,1000,1000,56.8950624,3018.464127,6586,102.379148,46142,8,5,114.1651898,91.38416168,113.9408232,18282,23058,18318,542.1577333,136.9461791,276.355452,37736,516,4x5
76,20,59.87415063,1533.194595,5629,1000,1000,49.14355345,4224.958023,9055,109.0177041,42686,8,5,393.0379047,478.8291569,0,21343,17519,0,393.8669128,140.4326782,0,65,386,4x9
64,20,55.2201801,1246.592773,8227,1000,1000,46.27840056,5153.220245,10376,101.4985807,45328,8,5,370.1291917,441.6219005,0,22664,18995,0,418.634552,165.8311157,0,109621,299,9x4
44,24,45.38564805,3705.101151,13383,1000,1000,56.71657291,3257.93129,6674,102.102221,46242,8,5,113.0766063,91.76622245,113.5255915,18458,22962,18385,558.9727708,136.0798202,264.6140071,38110,692,5x4
48,24,45.78597535,3803.319183,13043,1000,1000,57.03432146,3005.644669,6617,102.8202968,45838,8,5,114.5599649,91.93839173,114.2089193,18219,22919,18275,568.0549491,137.1629207,246.602355,36778,688,4x5
80,20,59.048091,1545.313965,5900,1000,1000,49.27518797,4223.388916,9018,108.323279,42572,8,5,394.090388,472.2251745,0,21286,17764,0,393.8375244,140.3114319,0,17,467,4x9
48,24,45.61864798,3819.657333,13197,1000,1000,57.07157242,3115.806488,6664,102.6902204,46006,8,5,114.127734,92.54813774,114.3716368,18288,22768,18249,583.5003066,136.2570769,232.3334969,37500,775,5x4
52,24,45.26612971,3886.510239,13468,1000,1000,57.23355712,3027.115768,6470,102.4996868,46364,8,5,114.4720013,92.13134537,114.6039974,18233,22871,18212,549.5925426,136.9580853,265.9986508,37311,641,4x5
68,20,55.63327674,1264.323166,7890,1000,1000,46.50416888,5107.239639,10276,102.1374456,45108,8,5,371.9343797,444.9245783,0,22554,18854,0,417.5386963,165.7592468,0,109480,227,9x4
84,20,59.80585182,1544.013031,5648,1000,1000,49.15737659,4227.548752,9049,108.9632284,42674,8,5,393.1484276,478.2831404,0,21337,17539,0,393.9415283,140.3764648,0,9,432,4x9
52,24,45.16668662,3670.180664,13375,1000,1000,55.60672429,3327.177216,7310,100.7734109,46466,8,5,110.6487833,91.2417078,112.2555801,18863,23094,18593,589.1269471,136.5882639,247.2388078,37187,659,5x4
56,24,45.28372396,3948.105698,13415,1000,1000,57.255433,2960.90274,6764,102.539157,46346,8,5,113.9283843,91.225907,114.837304,18320,23098,18175,552.6129032,136.9420484,263.0494297,37962,620,4x5
72,20,55.44207688,1256.982529,7999,1000,1000,46.39716814,5130.753098,10328,101.839245,45212,8,5,371.0788286,443.3959512,0,22606,18919,0,418.0643005,165.9301147,0,109242,298,9x4
56,24,44.98260972,3754.770203,13544,1000,1000,56.20281932,3215.683884,7185,101.185429,46656,8,5,111.8345389,91.68237393,113.1133752,18663,22983,18452,591.1268245,136.5988337,238.8983196,37217,486,5x4
88,20,58.85255655,1548.768723,5954,1000,1000,49.24741687,4221.198929,9016,108.0999734,42596,8,5,393.8683444,470.6619537,0,21298,17823,0,393.7412415,140.4008179,0,33,451,4x9
60,24,45.70215851,3863.720551,13137,1000,1000,57.28358372,3005.30574,6560,102.9857422,45922,8,5,114.9828118,91.96648045,114.900523,18152,22912,18165,528.7429167,137.0225975,284.562615,37047,570,4x5
60,24,45.53346469,3828.348877,13357,1000,1000,57.42160889,3085.576569,6383,102.9550736,46092,8,5,114.7299912,91.65844534,114.9891466,18192,22989,18151,566.8436158,136.2587778,248.0331166,38243,543,5x4
76,20,56.23295973,1264.918182,7791,1000,1000,46.39716814,5104.697021,10326,102.6301279,45212,8,5,371.0788286,449.7189728,0,22606,18653,0,417.2448425,165.5075378,0,109501,324,9x4
64,24,45.728069,3939.629333,13225,1000,1000,57.57610367,2908.374023,6282,103.3041727,45896,8,5,115.6453901,92.56033385,115.3067786,18048,22765,18101,545.486692,137.2568339,260.8893659,37973,604,4x5
92,20,59.3455204,1555.442917,5816,1000,1000,49.1712075,4223.75975,9043,108.5167279,42662,8,5,393.2590127,474.6029986,0,21331,17675,0,393.8294373,140.3086548,0,21,557,4x9
64,24,45.29350446,3765.165421,13428,1000,1000,56.86729215,3195.350861,6692,102.1607966,46336,8,5,113.9594868,92.1797104,113.9594868,18315,22859,18315,594.566172,136.4619123,223.9813566,37403,507,5x4
68,24,45.28567972,3850.416794,13495,1000,1000,57.36506373,2948.394882,6587,102.6507435,46344,8,5,115.02717,92.36963002,114.900523,18145,22812,18165,542.1092849,137.2969263,269.4581136,36710,899,4x5
80,20,55.48021164,1257.755829,8123,1000,1000,46.47325267,5121.68721,10289,101.9534643,45138,8,5,371.6871815,443.7008357,0,22569,18906,0,417.9089966,165.90802,0,109659,225,9x4
96,20,59.74111212,1557.29657,5827,1000,1000,49.14355345,4225.325119,9055,108.8846656,42686,8,5,393.0379047,477.7655769,0,21343,17558,0,393.9170837,140.4245605,0,17,544,4x9
68,24,45.13752176,3696.196869,13545,1000,1000,56.76877267,3220.20929,6729,101.9062944,46496,8,5,113.6863664,92.3089324,113.7607238,18359,22827,18347,567.1468171,136.5152472,254.5119588,37104,642,5x4
72,24,45.27785769,3928.616318,13420,1000,1000,57.20233484,2961.093063,6649,102.4801925,46352,8,5,113.8227627,91.50718722,114.6606603,18337,23027,18203,555.5318288,137.2726279,258.9742426,37677,729,4x5
72,24,45.63055936,3776.26001,13192,1000,1000,57.10887207,3125.099884,6594,102.7394314,45994,8,5,113.6368487,91.62655999,114.6480637,18367,22997,18205,600.4399608,135.9634309,214.1691402,37757,422,5x4
84,20,55.67758721,1268.427856,7916,1000,1000,46.43415109,5113.387421,10300,102.1117383,45176,8,5,371.3745352,445.2788365,0,22588,18839,0,417.4706421,165.7009583,0,109917,235,9x4
16,24,53.64932208,2471.826538,8342,1000,1000,57.5729424,2735.663528,5931,111.2222645,39102,8,5,460.4318569,429.0628612,0,18219,19551,0,403.2135315,139.7468262,0,25,365,4x9
76,24,45.892184,3874.820419,13077,1000,1000,57.58242724,2914.432175,6405,103.4746112,45732,8,5,114.9511483,92.27255211,115.3195204,18157,22836,18099,574.6642954,137.1097072,234.2148902,37744,731,4x5
76,24,45.44465939,3744.472992,13132,1000,1000,56.63692341,3181.154007,7119,102.0815828,46182,8,5,112.6980562,91.30100958,113.630662,18520,23079,18368,617.5382068,136.5467136,207.016313,37372,758,5x4
80,24,45.49000545,3836.59082,13330,1000,1000,57.56030082,2987.352737,6494,103.0503063,46136,8,5,114.5536773,92.45068445,115.2494754,18220,22792,18110,553.2471483,137.1269591,260.9467681,37329,633,4x5
20,24,53.52062066,2492.701096,8393,1000,1000,57.52872113,2725.553253,5945,111.0493418,39196,8,5,460.0783195,428.033881,0,18233,19598,0,402.9979248,139.874054,0,13,264,4x9
88,20,54.66173174,1221.226837,8353,1000,1000,46.32542523,5162.954895,10361,100.987157,45282,8,5,370.5051897,437.1571213,0,22641,19189,0,419.0148621,165.8536377,0,108556,197,9x4
80,24,45.56314364,3733.89415,13224,1000,1000,57.25230685,3193.872253,6713,102.8154505,46062,8,5,114.1464588,91.49129434,114.7173794,18285,23031,18194,577.3251564,136.6570283,237.6347357,38090,824,5x4
84,24,45.6544008,3875.658188,13250,1000,1000,57.60140628,2903.328506,6326,103.2558071,45970,8,5,115.2749365,91.86223734,115.4662536,18106,22938,18076,565.3960505,136.8242012,244.3899178,38525,590,4x5
24,24,53.66854335,2504.774612,8373,1000,1000,57.54134884,2742.261597,5941,111.2098922,39088,8,5,460.1792748,429.216537,0,18229,19544,0,403.4152832,139.6558533,0,11,236,4x9
92,20,55.65985456,1285.467072,8008,1000,1000,46.70509109,5068.415894,10169,102.3649456,44914,8,5,373.5409004,445.1370655,0,22457,18845,0,416.3776855,165.631012,0,111302,392,9x4
84,24,45.30524663,3747.373764,13401,1000,1000,56.91050204,3171.470016,6689,102.2157487,46324,8,5,113.2422549,92.07096041,114.4217971,18431,22886,18241,589.1237581,136.436642,230.6535018,37341,619,5x4
88,24,45.83200546,3901.034103,13170,1000,1000,57.70283953,2876.944336,6245,103.534845,45792,8,5,115.3832716,92.68247196,115.5621505,18089,22735,18061,547.1783393,137.3438221,260.714093,37315,483,4x5
28,24,54.06145597,2503.209244,8102,1000,1000,57.56978149,2735.825119,5932,111.6312375,38804,8,5,460.4065862,432.3579012,0,18220,19402,0,403.1896057,139.7575378,0,21,223,4x9
88,24,45.40530146,3674.023239,13375,1000,1000,56.79337052,3253.223358,6615,102.198672,46222,8,5,113.0092588,91.81820559,113.7297297,18469,22949,18352,574.2974365,136.4812295,246.6949589,37885,721,5x4
92,24,45.27590261,3915.725769,13451,1000,1000,57.41532059,2943.840714,6527,102.6912232,46354,8,5,114.4217971,92.38177912,114.9828118,18241,22809,18152,547.1498835,137.2070222,268.1282963,38607,679,4x5
96,20,55.15917938,1266.882019,8119,1000,1000,46.51861053,5126.007019,10269,101.6777899,45094,8,5,372.0498514,441.1342028,0,22547,19016,0,417.8915405,165.7896423,0,110013,270,9x4
92,24,44.98068005,3772.212311,13647,1000,1000,56.839549,3195.435272,6618,101.8202291,46658,8,5,114.0030588,90.9071142,113.9221658,18308,23179,18321,571.3596222,136.6417203,247.7446339,38757,672,5x4
32,24,53.59995911,2486.46608,8420,1000,1000,57.62039785,2726.728729,5916,111.220357,39138,8,5,460.8112503,428.6681997,0,18204,19569,0,402.81604,139.7553711,0,19,227,4x9
96,24,44.99033006,3720.529251,13592,1000,1000,56.3477887,3194.263077,6941,101.3381188,46648,8,5,113.624476,92.43446219,112.9297695,18369,22796,18482,539.1263339,137.3268133,284.4570097,36565,916,4x5
16,24,52.02043955,1920.938324,9091,1000,1000,53.08707979,3858.090851,7470,105.1075193,40326,8,5,424.5676688,416.0396766,0,19758,20163,0,441.1434937,165.0767517,0,123370,171,9x4
96,24,45.22317904,3714.06192,13429,1000,1000,56.8210686,3267.546249,6657,102.0442476,46408,8,5,113.0643554,90.80917083,114.027972,18460,23204,18304,562.3111738,136.7612684,262.1952655,38264,784,5x4
16,28,45.21732844,3920.220154,13485,1000,1000,56.95996523,2987.480774,6895,102.1772937,46414,8,5,113.9221658,91.68636324,114.1152542,18321,22982,18290,645.5374709,137.0897825,307.2185699,38470,869,4x5
36,24,53.67129037,2505.496597,8377,1000,1000,57.56978149,2732.206863,5932,111.2410719,39086,8,5,460.4065862,429.2384997,0,18220,19543,0,403.0538635,139.7250366,0,31,289,4x9
16,28,44.99033006,3925.745865,13587,1000,1000,57.29610404,2987.971558,6845,102.2864341,46648,8,5,114.6228788,91.13121702,114.7299912,18209,23122,18192,630.9229731,136.4983599,312.7900159,37402,796,5x4
20,28,45.23683632,4078.267288,13549,1000,1000,57.70283953,2775.497223,6670,102.9396759,46394,8,5,115.7480035,91.13910035,115.6197651,18032,23120,18052,611.6869864,137.1369214,325.0255121,38929,636,4x5
40,24,53.78140227,2483.644135,8281,1000,1000,57.50663595,2727.992203,5952,111.2880382,39006,8,5,459.9017544,430.1188535,0,18240,19503,0,402.8963928,139.7374573,0,29,248,4x9
20,28,44.72740845,3927.507126,13811,1000,1000,57.09021615,3022.809006,6917,101.8176246,46922,8,5,114.900523,92.01869077,114.3465732,18165,22899,18253,634.0545811,136.1223424,311.0334846,38412,578,5x4
20,24,51.84041133,1969.299713,9357,1000,1000,53.1239234,3841.402243,7457,104.9643347,40466,8,5,424.8622366,414.6003064,0,19744,20233,0,440.0829175,165.4281006,0,125032,92,9x4
24,28,45.02510443,3971.85878,13462,1000,1000,56.64916261,2939.60466,7385,101.674267,46612,8,5,112.7224022,90.45831545,113.7793284,18516,23294,18344,673.4627744,137.1182116,281.4280633,38964,571,4x5
44,24,54.15079529,2468.387817,8113,1000,1000,57.62989832,2735.528229,5913,111.7806936,38740,8,5,460.887204,433.0721735,0,18201,19370,0,403.1450195,139.7167969,0,32,221,4x9
24,28,44.8383423,3925.371353,13708,1000,1000,56.96615418,3032.335083,6952,101.8044965,46806,8,5,114.8309859,92.3089324,114.1214938,18176,22827,18289,627.4328468,136.4870611,319.5432356,39320,681,5x4
28,28,45.25050185,4113.287003,13435,1000,1000,57.40589073,2805.565598,6742,102.6563926,46380,8,5,114.5914132,90.91103633,115.02717,18214,23178,18145,638.2779345,137.0319524,302.3555746,39752,747,4x5
24,24,51.85066508,1912.679092,9244,1000,1000,52.80104738,3863.80751,7577,104.6517125,40458,8,5,422.2807954,414.6822878,0,19865,20229,0,441.3504333,165.7075195,0,123572,168,9x4
28,28,45.25050185,3846.818314,13384,1000,1000,56.77799437,3090.005402,6989,102.0284962,46380,8,5,114.0653623,90.8639931,113.7297297,18298,23190,18352,622.9920275,136.037784,328.1372501,38738,493,5x4
48,24,54.3050391,2490.733307,7982,1000,1000,57.66476023,2731.694794,5902,111.9697993,38630,8,5,461.1659153,434.3053585,0,18190,19315,0,403.0619202,139.6885376,0,9,287,4x9
32,28,45.15307166,3999.74939,13532,1000,1000,56.93522289,2997.654846,7103,102.0882946,46480,8,5,113.797939,91.24565886,114.0715964,18341,23093,18297,653.3300626,137.3375046,299.5965902,38843,966,4x5
32,28,45.01543949,3845.050629,13618,1000,1000,57.13687881,3074.166428,6843,102.1523183,46622,8,5,114.5159662,91.17064728,114.4720013,18226,23112,18233,607.2218815,135.9817762,340.7897706,37312,646,5x4
36,28,45.37975535,4059.895142,13431,1000,1000,57.86843267,2764.868759,6471,103.248188,46248,8,5,115.8058037,91.91833886,115.9215773,18023,22924,18005,588.5351404,136.4899769,347.7456151,38982,611,4x5
52,24,54.08376315,2490.941223,8125,1000,1000,57.66793158,2727.521835,5901,111.7516947,38788,8,5,461.1912694,432.5362483,0,18189,19394,0,402.8158875,139.7850647,0,16,338,4x9
28,24,51.77641714,1861.204132,9301,1000,1000,52.45765171,3940.08493,7716,104.2340689,40516,8,5,419.5352838,414.0886563,0,19995,20258,0,444.3552551,165.7663879,0,122422,146,9x4
36,28,45.20953,3812.100861,13430,1000,1000,56.87963114,3113.822495,6963,102.0891611,46422,8,5,114.0591289,91.24565886,113.9408232,18299,23093,18318,633.0762909,136.525574,317.1540537,37850,823,5x4
40,28,45.31503643,4058.423477,13411,1000,1000,57.49087121,2780.926788,6851,102.8059076,46314,8,5,114.7489142,91.04065673,115.2113049,18189,23145,18116,623.6458972,136.646823,317.8341715,38509,794,4x5
56,24,53.29484117,2497.624863,8572,1000,1000,57.56978149,2729.038116,5932,110.8646227,39362,8,5,460.4065862,426.2287485,0,18220,19681,0,403.0105896,139.8279114,0,26,371,4x9
40,28,45.30524663,3892.767044,13410,1000,1000,57.1462205,3106.634125,6836,102.4514671,46324,8,5,114.9195023,91.67838496,114.4845593,18162,22984,18231,614.9982828,136.4150164,330.6994971,39367,617,5x4
32,24,52.09021361,1941.136551,9170,1000,1000,52.73731328,3845.897766,7601,104.8275269,40272,8,5,421.7712303,416.5975368,0,19889,20136,0,440.5814209,165.5775146,0,124862,162,9x4
44,28,44.932492,4039.665131,13634,1000,1000,57.17738154,2891.735809,6828,102.1098735,46708,8,5,114.7110745,92.37772907,114.5285338,18195,22810,18224,605.3202502,137.2581703,338.7605789,39561,774,4x5
44,28,45.23683632,3883.411957,13429,1000,1000,56.84263024,3041.698181,7289,102.0794666,46394,8,5,113.5008973,91.30496577,113.8786556,18389,23078,18328,679.8383417,136.2872069,271.3326383,37766,585,5x4
60,24,53.30838841,2497.0495,8574,1000,1000,57.67744774,2729.775665,5898,110.9858362,39352,8,5,461.2673485,426.3370604,0,18186,19676,0,402.9286499,139.8312378,0,29,420,4x9
