network_frequency,rn_r_tracker_outstanding,WriteBandWidth,WriteAvgLatency,WriteMaxLatency,rn_w_tracker_outstanding,ReadBandWidth,ReadAvgLatency,ReadMaxLatency,FinishTime,TotalBandWidth,Topo
2,40,31.6933958,7888.876587,17153,52,53.1591904,764.9121869,6175,33245,84.8525862,5x4
2,48,31.68860683,8028.690475,16904,60,53.45929149,843.0711806,6002,33250,85.14789832,5x4
2,44,31.65799167,8148.011673,16922,60,53.41502794,826.4901104,6233,33285,85.07301961,5x4
2,68,31.63602353,8244.146362,16631,64,51.82987698,859.7735305,6652,33305,83.46590051,5x4
2,36,31.53801732,8110.782761,17208,60,53.05808574,818.5365513,6279,33408,84.59610307,5x4
2,64,31.53327519,8258.878159,17151,64,53.22223368,860.9989304,5968,33413,84.75550887,5x4
2,64,31.46609051,8098.077652,17377,56,53.55915318,759.6394314,5926,33484,85.02524368,5x4
2,56,31.46042604,8022.81868,17325,56,53.6928839,781.6536148,5913,33490,85.15330994,5x4
2,52,31.43778857,8244.279343,17205,64,53.11542222,836.4415148,6365,33519,84.55321079,5x4
2,52,31.42365669,7917.075027,17262,56,54.11796781,824.6343471,5986,33529,85.5416245,5x4
2,72,31.3700712,7940.928467,17332,56,54.06411062,821.108941,6142,33586,85.43418182,5x4
2,32,31.34756353,7871.372375,17345,56,53.79642466,825.0178106,6066,33610,85.14398819,5x4
2,28,31.34381539,8256.66954,17354,64,52.68705018,853.250372,6467,33614,84.03086556,5x4
2,48,31.34100487,8028.38266,17426,56,53.48422198,791.555323,6027,33617,84.82522685,5x4
2,36,31.33257635,8056.540253,17488,56,52.89223674,800.0084635,6293,33626,84.22481309,5x4
2,28,31.27743475,8182.340057,17427,60,53.68171417,837.922247,5973,33685,84.95914892,5x4
2,40,31.27463613,8301.406906,17225,68,52.85431922,880.054455,6451,33690,84.12895534,5x4
2,60,31.25040234,8164.453598,17296,64,51.9734139,882.2175719,6692,33714,83.22381623,5x4
2,36,31.24947102,8305.54866,17409,64,52.23115069,837.039016,6541,33716,83.48062171,5x4
2,40,31.24481526,8239.107925,17516,64,52.60917431,847.7174479,6505,33720,83.85398957,5x4
2,64,31.23364709,8285.543808,17347,68,52.0389211,894.0009921,6642,33732,83.27256819,5x4
2,24,31.2196981,8355.588898,17302,68,53.24969047,887.2911086,6309,33749,84.46938856,5x4
2,72,31.19183746,8297.497025,17540,64,52.76245975,846.3185144,6496,33777,83.95429721,5x4
2,52,31.19276535,8270.362671,17199,68,52.60381205,928.914078,6630,33780,83.7965774,5x4
2,32,31.13718969,8194.539856,17481,64,53.04172662,888.7148748,6512,33836,84.17891631,5x4
2,32,31.08181171,8207.093155,17757,60,53.1208893,801.8966084,6234,33896,84.20270102,5x4
2,40,31.04132623,8154.998947,17825,60,51.49117031,824.7736235,6748,33940,82.53249654,5x4
2,60,31.03948848,8166.180756,17719,60,53.22497808,841.9288814,6370,33942,84.26446657,5x4
2,68,31.03948848,8362.843796,17425,68,52.21793899,873.1262246,6659,33944,83.25742747,5x4
2,24,31.03213969,8093.477356,17727,60,53.05263158,852.1689298,6329,33950,84.08477127,5x4
2,24,31.01470023,8168.784348,17864,56,52.5716614,732.0179036,6091,33969,83.58636163,5x4
2,44,30.98079537,8220.840576,17651,64,52.67091902,866.6400515,6361,34006,83.65171439,5x4
2,36,30.92323572,8360.776779,17434,68,52.48611817,876.6876395,6580,34083,83.40935389,5x4
2,52,30.90318588,8464.667114,17579,72,52.58237392,953.4151011,6385,34091,83.48555979,5x4
2,32,30.8886205,8363.09938,17674,68,53.41779227,914.4641462,6123,34107,84.30641276,5x4
2,40,30.87406884,8367.899963,17540,72,51.98650214,960.0279948,6786,34123,82.86057098,5x4
2,64,30.86407253,8229.63472,18004,60,52.58237392,807.5097036,6467,34134,83.44644644,5x4
2,56,30.83684272,8391.494644,17855,68,52.86785495,884.1514447,6435,34164,83.70469767,5x4
2,28,30.82596425,8443.319061,17398,72,51.6173426,959.6421286,6963,34177,82.44330685,5x4
2,28,30.80604031,8442.693909,17587,68,50.82936918,909.9624101,7164,34198,81.63540949,5x4
2,72,30.8033254,8396.409332,17909,68,52.04416881,882.8402778,6799,34201,82.84749421,5x4
2,60,30.74191562,8382.650421,17582,72,52.1519806,999.2701358,6878,34269,82.89389622,5x4
2,64,30.71850007,8360.472595,17151,72,52.0100776,993.773701,6761,34295,82.72857767,5x4
2,56,30.69961354,8217.150436,18090,60,53.11815562,832.1569475,6379,34316,83.81776916,5x4
2,32,30.68075021,8384.7202,17918,72,52.39021419,928.5251736,6711,34337,83.0709644,5x4
2,36,30.61178257,8513.726685,17281,72,52.34239351,906.0872551,6660,34414,82.95417607,5x4
2,48,30.61088892,8158.723724,18010,64,51.31199046,921.0632595,6933,34415,81.92287938,5x4
2,56,30.60999533,8407.309174,17888,72,51.64316806,994.5019841,6923,34416,82.25316339,5x4
2,24,30.59570495,8528.780792,17890,72,51.75191777,960.6773158,6971,34432,82.34762272,5x4
2,72,30.5903495,8481.406876,17897,72,52.16515894,955.1133588,6728,34438,82.75550844,5x4
2,48,30.59124194,8476.30777,17874,72,51.32729985,909.499287,6788,34439,81.91854179,5x4
2,60,30.56894642,8476.717056,17939,68,51.29414103,883.2851563,6933,34465,81.86308745,5x4
2,44,30.43231948,8478.26355,17437,72,52.33443188,928.047247,6764,34616,82.76675136,5x4
2,48,30.38910303,8444.94278,18304,68,52.12564387,899.8793713,6634,34665,82.5147469,5x4
2,68,30.36798054,8472.905869,18142,72,51.65867574,939.4951017,6974,34689,82.02665628,5x4
2,64,35.81936189,5757.24295,12841,28,54.08677426,887.1597842,3521,60000,89.90613615,5x4
2,32,34.11112557,7011.487518,14751,36,55.49121015,710.3440755,4439,60000,89.60233572,5x4
2,28,33.40158634,7331.370621,15511,40,54.67408231,706.366676,4988,60000,88.07566865,5x4
2,40,33.13873965,7595.086243,15746,48,55.52404519,702.9130084,5301,60000,88.66278484,5x4
2,48,31.97609173,7657.493462,16811,48,54.79598662,754.9352524,5661,60000,86.77207835,5x4
2,28,31.53517187,8012.188721,17258,56,53.15371543,788.3918806,6129,60000,84.68888731,5x4
2,52,31.20576156,8043.770859,17546,60,52.49412602,841.2229198,6516,60000,83.69988759,5x4
2,68,31.37945894,8096.174591,17414,60,52.34770261,809.8032769,6442,60000,83.72716155,5x4
2,24,30.93235789,8249.049011,17788,64,51.29669019,872.3070281,6811,60000,82.22904808,5x4
2,56,31.09932675,8216.911514,17576,64,51.71561701,869.3417969,6826,60000,82.81494376,5x4
2,44,30.41995938,8368.842438,18319,68,50.74690265,908.7700428,7259,60000,81.16686204,5x4
2,64,52.6685202,382.4914246,3459,56,52.29995946,1347.539063,6599,20080,104.9684797,4x9
2,36,52.56025896,365.8840942,3130,56,52.15461573,1379.572917,6532,20121,104.7148747,4x9
2,56,52.43407828,353.1075134,3209,52,52.02580645,1370.586465,6544,20169,104.4598847,4x9
2,28,52.42359056,369.2371368,3542,56,52.27876823,1338.751039,6176,20173,104.7023588,4x9
2,56,52.41572753,378.5418091,3579,56,52.36363636,1336.711589,6235,20176,104.7793639,4x9
2,24,52.39477097,403.2789459,3540,64,52.12037972,1366.367978,6582,20184,104.5151507,4x9
2,72,52.31894371,347.963623,3531,48,52.16252274,1363.647306,5802,20213,104.4814664,4x9
2,48,52.31372233,363.6940308,3574,52,52.03629764,1389.418666,6457,20215,104.35002,4x9
2,68,52.29023903,434.8958893,3756,68,52.22322287,1346.093967,6784,20224,104.5134619,4x9
2,68,52.26938267,339.1156464,3451,48,51.88980495,1379.636393,5981,20232,104.1591876,4x9
2,40,52.23552655,363.7815399,3439,52,52.07305015,1377.217649,6224,20245,104.3085767,4x9
2,40,52.22251665,336.5540771,3395,48,51.84289302,1396.206396,6207,20250,104.0654097,4x9
2,52,52.19911514,389.7507172,3761,60,52.0940749,1366.901941,6265,20259,104.29319,4x9
2,60,52.14459309,337.2580872,3472,48,51.79086804,1405.057261,6100,20280,103.9354611,4x9
2,64,52.13422085,330.813797,3392,48,51.85331056,1403.251628,6258,20284,103.9875314,4x9
2,32,52.13162843,342.3572235,3284,48,51.75191777,1400.692879,5933,20285,103.8835462,4x9
2,60,52.11867022,373.9019623,3743,52,52.35832403,1364.605701,6230,20290,104.4769943,4x9
2,56,52.11089839,334.2308807,3482,48,51.99173928,1403.766834,5944,20293,104.1026377,4x9
2,52,52.06431601,386.947464,3601,56,52.18098175,1352.122768,6409,20311,104.2452978,4x9
2,28,52.06173055,371.3523102,3603,52,52.32647268,1368.994048,6220,20312,104.3882032,4x9
2,36,52.05397568,390.4718781,3979,60,52.1519806,1357.688275,6578,20315,104.2059563,4x9
2,40,52.04105604,387.7790222,3821,60,52.15988681,1355.59113,6325,20320,104.2009428,4x9
2,52,52.03330734,356.5643768,3607,52,52.20473397,1395.082806,6245,20323,104.2380413,4x9
2,36,52.02039795,341.7574768,3219,48,51.64058435,1405.008634,6040,20328,103.6609823,4x9
2,68,52.01007506,383.6101074,3657,60,52.22850782,1377.484189,6392,20332,104.2385829,4x9
2,24,51.96367269,359.6739807,3778,48,51.75970314,1406.46241,6160,20350,103.7233758,4x9
2,24,51.96367269,351.1981354,3432,52,52.10459364,1419.711759,6299,20350,104.0682663,4x9
2,52,51.96367269,439.2817993,4103,68,52.26288608,1345.610336,6524,20350,104.2265588,4x9
2,48,51.95852198,351.2633972,3920,48,51.71820824,1386.365188,6171,20352,103.6767302,4x9
2,60,51.94050253,400.8856659,3930,56,52.35832403,1366.210984,6322,20359,104.2988266,4x9
2,28,51.92249559,326.6893463,2999,48,51.55804196,1419.131231,6108,20366,103.4805375,4x9
2,52,51.92249559,355.9050598,3682,48,51.92112676,1398.041589,6134,20366,103.8436223,4x9
2,44,51.88908722,361.7865906,4007,52,52.06517024,1370.238669,6273,20379,103.9542575,4x9
2,32,51.88908722,395.1084137,3925,56,52.22322287,1358.827071,6560,20379,104.1123101,4x9
2,36,51.87624929,311.2003174,3285,44,51.49630812,1410.746047,5600,20384,103.3725574,4x9
2,72,51.85059248,396.566864,4067,60,52.32647268,1347.622861,6059,20394,104.1770652,4x9
2,44,51.84546416,424.8703156,4194,64,52.41415731,1325.883154,6341,20396,104.2596215,4x9
2,60,51.84546416,414.1029663,3989,64,52.14144272,1374.640253,6292,20396,103.9869069,4x9
2,44,51.82496104,356.7965698,3737,48,51.8871965,1394.410652,6111,20404,103.7121575,4x9
2,48,51.81983779,314.0498505,3289,44,51.44497608,1409.485414,5700,20406,103.2648139,4x9
2,72,51.81727654,363.8307037,3977,52,52.20737444,1373.039559,6106,20407,104.024651,4x9
2,64,51.81215482,371.6570129,3839,52,52.1335421,1383.106042,6066,20409,103.9456969,4x9
2,32,51.7840034,438.7022247,4070,68,52.10722399,1380.962193,6857,20420,103.8912274,4x9
2,24,51.77888824,431.9467163,4188,68,52.36894977,1337.040799,6634,20422,104.147838,4x9
2,64,51.76354884,402.4546967,4148,60,52.31586417,1340.934136,6271,20428,104.079413,4x9
2,56,51.76099316,456.4756622,4496,68,52.10196356,1343.966812,6599,20429,103.8629567,4x9
2,44,51.75843773,390.5603943,4253,60,52.32116788,1337.465588,6328,20430,104.0796056,4x9
2,24,51.74821853,396.3104095,4338,56,52.15461573,1343.134487,6350,20434,103.9028343,4x9
2,36,51.74821853,445.6509857,4174,68,52.35035756,1348.176122,6783,20434,104.0985761,4x9
2,36,51.74566436,405.287384,4106,64,52.03629764,1375.121621,6839,20435,103.781962,4x9
2,40,51.74055678,392.9260712,3857,56,52.21529745,1358.543992,6452,20437,103.9558542,4x9
2,36,51.72268818,357.2311554,3942,52,51.97079704,1383.348323,6330,20444,103.6934852,4x9
2,44,51.71758513,400.6498413,4155,56,52.11511663,1381.531328,6426,20446,103.8327018,4x9
2,28,51.71248309,392.0553284,3860,60,52.14671112,1389.25634,6713,20448,103.8591942,4x9
2,72,51.70738206,395.08284,4079,56,52.16515894,1366.84871,6084,20450,103.872541,4x9
2,48,51.70738206,411.1119537,4106,60,52.19153562,1349.0512,6510,20450,103.8989177,4x9
2,48,51.65642701,398.0466614,4099,56,52.25494862,1357.880131,6521,20470,103.9113756,4x9
2,68,51.64879241,360.0716553,3719,52,52.16252274,1416.567212,6198,20473,103.8113152,4x9
2,52,51.64624805,426.9966736,4287,64,52.30525996,1349.744978,6457,20474,103.951508,4x9
2,72,51.63861646,433.4004211,4486,68,52.00483676,1361.637432,6912,20477,103.6434532,4x9
2,68,51.62081819,454.8909149,4104,72,52.15988681,1384.721044,6584,20484,103.780705,4x9
2,72,51.61827658,425.6811829,4142,72,51.9734139,1402.295092,6809,20485,103.5916905,4x9
2,48,51.61573522,440.220932,3973,68,52.41415731,1359.539,6528,20486,104.0298925,4x9
2,72,51.61319411,403.3483429,4335,64,52.20209376,1342.576466,6464,20487,103.8152879,4x9
2,32,51.59795272,385.6586304,4002,60,51.98388396,1390.981461,6722,20493,103.5818367,4x9
2,32,51.57003353,382.3613739,3945,52,52.1335421,1387.473245,6250,20504,103.7035756,4x9
2,64,51.56496056,320.8847809,3220,44,51.2,1405.29965,5947,20506,102.7649606,4x9
2,72,51.53201056,333.4491119,3434,44,51.1670054,1401.943948,6051,20519,102.699016,4x9
2,48,51.52694506,431.5976868,4345,64,52.18625815,1342.061895,6468,20521,103.7132032,4x9
2,48,51.52441269,464.9336853,4472,72,52.0100776,1360.023344,6817,20522,103.5344903,4x9
2,32,51.52188057,424.2482147,4612,64,52.18361982,1344.35195,6449,20523,103.7055004,4x9
2,68,51.51934869,452.9359131,4537,64,52.21529745,1335.129092,6610,20524,103.7346461,4x9
2,56,51.50163253,406.7000732,4262,60,52.03629764,1376.594742,6570,20531,103.5379302,4x9
2,28,51.50163253,425.3009644,4482,64,52.39021419,1331.606631,6352,20531,103.8918467,4x9
2,68,51.49404362,377.4575958,4082,56,52.08093244,1383.962162,6466,20534,103.5749761,4x9
2,40,51.49404362,417.9247589,4564,64,52.29730962,1333.622954,6556,20534,103.7913532,4x9
2,68,51.46118416,323.841217,3077,44,51.08344056,1405.608801,6102,20547,102.5446247,4x9
2,28,51.45360716,328.9865417,3375,44,51.07333003,1428.375403,5777,20550,102.5269372,4x9
2,24,51.44350797,406.2888641,4136,60,52.17043215,1395.243071,6171,20554,103.6139401,4x9
2,60,51.44098379,412.8072052,4492,60,52.22322287,1353.209139,6448,20555,103.6642067,4x9
2,64,51.42836661,418.210083,4201,64,52.25230333,1369.024724,6355,20560,103.6806699,4x9
2,52,51.42836661,459.759079,4463,72,52.11774804,1367.89712,6839,20560,103.5461147,4x9
2,56,51.40567128,329.7621307,3498,44,51.02535963,1418.57442,5863,20569,102.4310309,4x9
2,40,51.38047773,315.1936646,3172,44,51.00518852,1432.645446,5848,20579,102.3856662,4x9
2,64,51.36789021,438.2801666,4652,68,52.26553243,1353.026057,6629,20584,103.6334226,4x9
2,60,51.36285693,326.2229614,3416,44,50.98251506,1422.540985,6002,20586,102.345372,4x9
2,44,51.35027805,449.4404449,4426,68,51.94464295,1396.304812,6557,20591,103.294921,4x9
2,56,51.33016464,478.508255,4534,72,52.27082595,1350.209635,7032,20599,103.6009906,4x9
2,64,51.30002405,453.5134125,4650,72,52.26553243,1363.731228,7007,20611,103.5655565,4x9
2,60,51.28245839,439.9242096,4644,68,52.13090909,1371.487832,6816,20618,103.4133675,4x9
2,32,51.25738543,327.2143097,3637,44,50.87697161,1429.594727,5886,20628,102.134357,4x9
2,40,51.25487949,439.7219086,4641,68,52.12037972,1379.268896,6813,20629,103.3752592,4x9
2,44,51.23984895,312.4164124,2885,44,50.8594235,1457.487599,6071,20635,102.0992725,4x9
2,56,51.15234622,282.2171173,3016,40,50.77186424,1460.371357,5761,20670,101.9242105,4x9
2,56,51.14735508,420.1234741,4397,64,52.01269841,1387.940693,6581,20672,103.1600535,4x9
2,32,51.14735508,470.6812744,4577,72,52.18098175,1372.134053,6744,20672,103.3283368,4x9
2,60,51.14236493,450.3221588,4668,72,52.04941758,1382.591161,6545,20674,103.1917825,4x9
2,48,51.11244443,298.2732544,3421,40,50.73193748,1451.902235,5598,20686,101.8443819,4x9
2,24,51.09002702,441.4885559,4743,72,52.10722399,1380.036164,6581,20695,103.197251,4x9
2,36,51.06762926,306.5143738,3035,40,50.68709487,1435.263346,5492,20704,101.7547241,4x9
2,28,51.01047968,463.9801483,5160,72,52.30260958,1360.010727,6688,20727,103.3130893,4x9
2,44,50.99559212,299.9709473,2567,40,50.61501496,1430.577288,5655,20733,101.6106071,4x9
2,24,50.99559212,315.2716522,3487,44,50.61501496,1435.088743,6315,20733,101.6106071,4x9
2,64,50.9881516,302.737793,3454,40,50.60757011,1433.327272,5645,20736,101.5957217,4x9
2,28,50.9212845,470.1768188,5038,68,52.26288608,1326.724315,6403,20763,103.1841706,4x9
2,28,50.90892094,281.7169647,2437,40,50.5282945,1457.1476,5818,20768,101.4372154,4x9
2,36,50.90150569,477.2280273,5043,72,51.99697748,1378.522879,6744,20771,102.8984832,4x9
2,52,50.85212583,315.8432007,3113,44,50.47887324,1441.145864,6302,20791,101.3309991,4x9
2,44,50.76102522,465.9257965,4977,72,52.09933374,1352.24831,6607,20828,102.860359,4x9
2,72,50.74628289,307.4479675,2765,40,50.36557041,1451.42496,5761,20834,101.1118533,4x9
2,60,50.70946452,287.7892303,2871,40,50.32873373,1467.384828,5626,20849,101.0381982,4x9
2,40,50.65311334,460.5644226,5105,72,52.19153562,1361.690259,6529,20872,102.844649,4x9
2,32,50.57004062,282.4629211,2677,40,50.18924438,1472.425347,6006,20906,100.759285,4x9
2,52,50.52617117,280.5934601,2662,40,50.14535562,1458.61573,5832,20924,100.6715268,4x9
2,24,50.46293839,290.1194305,3050,40,50.08209607,1440.421363,5880,20950,100.5450345,4x9
2,68,50.44836868,290.8750916,2958,40,50.06752037,1473.889741,5799,20956,100.5158891,4x9
2,40,50.29106774,278.6070709,3209,40,49.91015908,1465.719851,6038,21021,100.2012268,4x9
2,24,50.04141651,277.4735565,2864,36,49.66042819,1465.239056,5573,21125,99.7018447,4x9
2,52,50.0056135,253.9106903,2492,36,49.62461538,1496.985817,5570,21140,99.63022889,4x9
2,60,49.90801284,270.7500305,2925,36,49.52699007,1487.865389,5702,21181,99.43500291,4x9
2,68,49.9056371,267.9367065,2841,36,49.52461376,1503.105841,5644,21182,99.43025086,4x9
2,28,49.81552611,255.9645691,2660,36,49.43448276,1494.641199,5733,21220,99.25000886,4x9
2,48,49.77768192,259.6441956,2508,36,49.39663093,1502.97912,5898,21236,99.17431285,4x9
2,36,49.73989519,252.4989014,2542,36,49.35883703,1523.101687,5845,21252,99.09873222,4x9
2,64,49.73281656,249.8640137,2526,36,49.35175711,1507.702458,5740,21255,99.08457367,4x9
2,72,51.10646836,260.1362457,2947,36,49.3116759,1516.865668,5853,21272,100.4181443,4x9
2,56,49.58932022,254.987854,2362,36,49.20823799,1542.373264,6014,21316,98.7975582,4x9
2,44,49.57993954,245.583313,2372,36,49.19885605,1545.29472,5944,21320,98.7787956,4x9
2,40,49.53777041,247.1928101,2479,36,49.15668159,1542.662466,5888,21338,98.694452,4x9
2,32,50.99653962,275.7556305,2830,36,49.11925383,1529.741722,5974,21354,100.1157934,4x9
2,68,50.804885,235.4048157,2260,32,48.41652986,1585.360817,5806,21659,99.22141486,4x9
2,56,49.99768731,209.855545,2151,32,48.36435198,1583.855314,5794,21682,98.36203929,4x9
2,64,48.72504643,227.3785858,2292,32,48.34396515,1591.881479,5654,21691,97.06901159,4x9
2,48,50.41134135,235.5844421,2474,32,48.30098269,1573.160544,5660,21710,98.71232404,4x9
2,36,48.64817283,210.1138306,2182,32,48.26710311,1625.673255,5829,21725,96.91527594,4x9
2,60,49.88793626,215.8701172,2130,32,48.2513089,1611.010246,5670,21732,98.13924516,4x9
2,32,50.33112373,222.8940735,2258,32,48.23101724,1613.907072,5779,21741,98.56214097,4x9
2,28,49.85941418,222.2265167,2282,32,48.2265103,1580.444615,5924,21743,98.08592448,4x9
2,40,50.51977175,225.2520447,2210,32,48.17249265,1602.974795,5913,21767,98.6922644,4x9
2,72,49.78347977,217.8547974,2302,32,48.17024454,1589.966843,5885,21768,97.95372431,4x9
2,24,49.77158995,223.4450378,2201,32,48.1343033,1570.465975,5829,21784,97.90589325,4x9
2,52,50.19798482,217.089386,2215,32,48.09393346,1608.114118,5712,21802,98.29191828,4x9
2,44,49.45850611,216.4109802,2356,32,47.83982202,1623.689639,5948,21916,97.29832814,4x9
2,28,49.39452355,179.238266,2184,28,46.93701969,1701.542566,6187,22331,96.33154323,4x9
2,48,49.28727556,173.3731689,1766,28,46.83266788,1705.881867,6235,22380,96.11994344,4x9
2,52,49.28728545,173.5384979,1875,28,46.83054308,1702.168852,6233,22381,96.11782853,4x9
2,68,49.46959127,181.1201477,1747,28,46.79445099,1707.64278,6254,22398,96.26404227,4x9
2,64,49.24301069,176.7051697,1476,28,46.79232966,1723.577954,6254,22399,96.03534035,4x9
2,60,49.21056534,171.0251465,1777,28,46.77324633,1705.073692,6264,22408,95.98381167,4x9
2,56,49.17118589,166.8698578,1482,28,46.7308946,1737.245613,6285,22428,95.90208049,4x9
2,72,49.15966588,174.2934265,1704,28,46.71820404,1722.761889,6290,22434,95.87786992,4x9
2,36,49.38925374,175.7717743,1535,28,46.70552036,1708.097269,6288,22440,96.0947741,4x9
2,24,49.13644996,173.9218903,1951,28,46.69284357,1723.537032,6299,22446,95.82929353,4x9
2,32,49.01873256,168.6870575,1820,28,46.59377962,1722.335643,6347,22493,95.61251218,4x9
2,40,49.3237851,173.3871155,1813,28,46.57906137,1739.350818,6360,22500,95.90284648,4x9
2,44,48.76469955,175.5367432,1871,28,46.37814522,1736.984266,6452,22596,95.14284477,4x9
2,48,47.52712531,94.61761475,735,24,44.61410788,1961.142857,7264,23476,92.14123319,4x9
2,40,47.43634521,91.13542175,914,24,44.51597878,1966.338557,7315,23527,91.952324,4x9
2,44,47.36957626,91.77401733,704,24,44.47953116,1969.182493,7334,23546,91.84910741,4x9
2,60,47.37386925,94.18014526,855,24,44.46803378,1984.601702,7340,23552,91.84190303,4x9
2,56,47.00098953,83.29489136,803,24,44.44505684,1985.381665,7352,23564,91.44604637,4x9
2,36,47.33530249,82.2550354,531,24,44.43357727,1983.73918,7358,23570,91.76887976,4x9
2,52,46.63240146,86.30053711,697,24,44.41445783,1995.200288,7368,23580,91.04685929,4x9
2,72,48.96953387,92.24559021,753,24,44.40490428,1982.819971,7373,23585,93.37443815,4x9
2,68,47.22604494,84.8558197,718,24,44.34195378,1987.620846,7406,23618,91.56799872,4x9
2,28,47.21317634,81.40350342,660,24,44.31720407,1993.899492,7419,23631,91.53038041,4x9
2,24,48.79539084,78.77940369,559,24,44.30769231,2004.499597,7424,23636,93.10308315,4x9
2,64,48.4164681,86.63850403,761,24,44.28488073,1998.684353,7436,23648,92.70134883,4x9
2,32,47.15141431,77.40348816,486,24,44.27538283,2016.162032,7441,23653,91.42679715,4x9
2,44,38.70283837,4312.320145,9713,24,48.69978769,1341.594944,5445,27252,87.40262606,4x5
2,36,38.27199066,4307.097549,10017,24,48.9144157,1341.472036,5341,27557,87.18640635,4x5
2,48,38.20366525,4382.963974,10079,24,48.79417604,1339.595223,5342,27606,86.99784129,4x5
2,60,38.19809843,4332.246582,10001,24,48.77573008,1338.262959,5290,27610,86.97382851,4x5
2,56,38.18418849,4354.873978,10118,24,48.70438352,1340.372132,5321,27620,86.88857201,4x5
2,68,38.18001748,4393.746994,10072,24,48.33264656,1342.529514,5484,27623,86.51266404,4x5
2,24,38.15778748,4329.879059,10157,24,49.10056132,1332.134828,5211,27639,87.2583488,4x5
2,40,38.05807201,4349.766525,10173,24,48.87967041,1345.248744,5245,27711,86.93774242,4x5
2,64,38.00703179,4382.513275,10161,24,49.06555117,1345.3023,5165,27748,87.07258296,4x5
2,52,37.99876789,4405.186188,10160,24,48.96778785,1351.938647,5207,27754,86.96655574,4x5
2,72,37.97812387,4397.077652,10215,24,48.6768215,1346.847207,5393,27769,86.65494537,4x5
2,28,37.84789749,4377.686096,10375,24,48.74578512,1340.188895,5303,27864,86.59368262,4x5
2,32,37.82059513,4337.097839,10367,24,48.67223087,1344.545821,5335,27884,86.492826,4x5
2,40,35.8757356,5887.108292,12813,28,53.6928839,890.3951978,3611,29387,89.56861949,4x5
2,32,35.85242931,5879.034576,12783,28,54.21176471,892.8501829,3553,29406,90.06419401,4x5
2,64,35.78147074,5881.126953,12889,28,54.01036053,887.5980128,3581,29464,89.79183126,4x5
2,68,35.75340971,5907.105347,12859,28,54.19753216,903.7237413,3670,29487,89.95094187,4x5
2,48,35.73391494,5853.302002,12824,28,53.61479327,896.0667318,3627,29503,89.34870821,4x5
2,44,35.71687445,5887.774841,12897,28,53.93698072,901.758417,3684,29517,89.65385516,4x5
2,72,35.71565789,5846.898605,12916,28,53.77680525,875.1843378,3671,29518,89.49246314,4x5
2,36,35.71444142,5898.365173,12920,28,53.92570921,891.6524833,3574,29519,89.64015063,4x5
2,52,35.60046174,5794.814072,12991,28,54.59311366,882.0131293,3471,29613,90.1935754,4x5
2,24,35.4476184,5920.668076,13128,28,53.7152373,895.1770058,3670,29740,89.16285571,4x5
2,60,35.40333581,5923.139542,13128,28,53.82728411,904.8978175,3728,29777,89.23061991,4x5
2,56,35.24743689,5876.2715,13259,28,53.84132283,892.4852431,3631,29908,89.08875972,4x5
2,28,35.08820774,5823.666306,13453,28,53.52027377,889.398608,3566,30043,88.60848151,4x5
2,68,34.60190074,6790.963074,13959,32,55.89689158,774.7763207,3870,30463,90.49879232,4x5
2,40,34.59048624,6705.877396,13980,32,55.81829981,743.7637339,3792,30473,90.40878605,4x5
2,32,34.56995912,6692.768845,14105,32,56.19512195,730.4737413,3696,30491,90.76508107,4x5
2,60,34.55742675,6703.918442,14026,32,55.93323941,751.7133867,3860,30502,90.49066616,4x5
2,52,34.44956962,6752.797897,14082,32,55.73390929,742.218099,3868,30597,90.1834789,4x5
2,56,34.36151527,6744.002136,14272,32,55.66477916,746.233693,3794,30675,90.02629443,4x5
2,32,34.3131647,7116.499863,14203,36,56.13094785,725.9743769,4347,30718,90.44411255,4x5
2,64,34.28623745,6840.856812,14452,32,56.38544739,697.7192305,3581,30742,90.67168485,4x5
2,44,34.27615063,6752.063171,14494,32,56.46564551,732.3619792,3568,30751,90.74179614,4x5
2,28,34.26718954,6803.979553,14183,32,55.05611265,754.5906498,4020,30759,89.32330219,4x5
2,72,34.25823314,6877.177933,14489,32,56.81061148,693.4116133,3495,30767,91.06884462,4x5
2,48,34.2548757,6827.831467,14428,32,56.0182351,711.9577288,3672,30770,90.2731108,4x5
2,36,34.21687062,6737.992126,14423,32,56.00607705,743.3963449,3786,30804,90.22294766,4x5
2,36,34.2079405,7196.550369,14535,36,56.50583019,705.3635448,4211,30812,90.71377068,4x5
2,52,34.15334506,7136.35083,14383,36,55.82735681,722.4292225,4453,30861,89.98070187,4x5
2,24,34.0645832,6859.334534,14687,32,56.72319613,700.2635324,3380,30941,90.78777933,4x5
2,48,34.00382657,7087.399277,14478,36,56.05778526,732.9327257,4292,30996,90.06161183,4x5
2,72,33.97628151,7177.214401,14627,36,56.56466462,695.4547216,4151,31021,90.54094613,4x5
2,64,33.9268127,7216.024094,14817,36,57.74177668,655.242792,3787,31066,91.66858938,4x5
2,56,33.82503226,7097.186646,14609,36,55.82131848,724.0710255,4373,31159,89.64635074,4x5
2,24,33.81412448,7175.269135,14870,36,56.55536683,678.6771143,4333,31169,90.36949131,4x5
2,60,33.77600258,7166.789459,14662,36,56.02735711,735.9931641,4355,31204,89.80335968,4x5
2,40,33.77491464,7408.687302,14850,40,56.29933457,664.5356523,4513,31205,90.07424921,4x5
