network_frequency,share_tracker_ostd,WriteBandWidth,WriteAvgLatency,WriteMaxLatency,ro_tracker_ostd,ReadBandWidth,ReadAvgLatency,ReadMaxLatency,FinishTime,TotalBandWidth,Topo
2,72,46.200916461050404,725.9318542480469,8167,24,51.51172771733706,1593.1727895585318,7916,22854,97.71264417838746,9x4
2,36,27.9612810325058,12999.381973266602,20904,28,56.45946832950443,629.1953125,5358,37661,84.42074936201023,5x4
2,36,28.191643813518308,13072.462226291294,20412,28,56.83475579538572,636.945699183085,4897,60000,85.02639960890403,4x5
2,28,42.70521678176352,3379.6461486816406,9606,28,59.643591817866636,578.7306547619048,3139,24724,102.34880859963016,4x9
2,24,34.74752294794048,5704.048965454102,16504,28,59.24646998048444,615.5641121031746,4363,30335,93.99399292842492,9x4
2,40,29.80687341880099,11991.30842590332,18648,28,57.07132588742674,636.4093346974206,4966,35339,86.87819930622773,5x4
2,40,29.61995423858083,12165.05093383789,18841,28,56.766870153440024,663.1512896825396,4926,35560,86.38682439202086,4x5
2,32,40.588924224970484,3157.9213104248047,10850,28,58.948715019988576,645.056144593254,3956,26004,99.53763924495905,4x9
2,28,37.415735950044606,5506.886962890625,12783,28,58.89825962910128,592.4019097222222,4454,28183,96.31399557914588,9x4
2,44,28.72181439684453,12864.389755249023,20233,28,57.2676431424767,623.1600167410714,4826,36668,85.98945753932122,5x4
2,44,29.69208551606966,12889.373046875,19108,28,57.63859727496091,639.2852957589286,4565,35474,87.33068279103057,4x5
2,36,43.669344838280196,2883.2779083251953,10122,28,58.332410285391354,722.3261408730159,3975,24182,102.00175512367156,4x9
2,48,29.567335889916535,11709.78059387207,19263,28,55.99696197037921,672.1750682043651,5609,35624,85.56429786029574,5x4
2,48,30.565382148895235,11509.11506652832,18183,28,57.11553784860558,681.1634579613095,4933,34465,87.68091999750081,4x5
2,32,37.939648310297414,4506.604034423828,14411,28,59.01274941398434,730.3449125744048,4279,27796,96.95239772428175,9x4
2,40,44.82510256192329,2509.3849029541016,9773,28,58.10910319202837,814.6173890128969,4596,23563,102.93420575395166,4x9
2,52,31.922065270336095,11162.328903198242,17439,28,56.78248432170756,668.8420603918651,4966,33007,88.70454959204365,4x5
2,52,31.25133371084553,10691.583450317383,17734,28,56.03039843665183,669.5250961061508,5496,33713,87.28173214749737,5x4
2,36,37.51076768977606,3927.6512145996094,15832,28,58.51096876594298,765.7496434771825,4835,28112,96.02173645571904,9x4
2,44,44.71231043764323,2628.5103607177734,10868,28,58.325817935243265,761.1185205853175,4047,23622,103.03812837288649,4x9
2,56,31.054196529052895,10457.170120239258,17485,28,55.7399287180041,734.7012028769841,5497,33925,86.794125247057,4x5
2,56,32.44055316647589,10184.98176574707,16660,28,55.73390928725702,673.037109375,5576,60000,88.1744624537329,5x4
2,60,33.11257776233934,9886.520217895508,16095,28,55.48822707235781,748.2224857390873,5588,31826,88.60080483469716,4x5
2,40,39.39941384233862,3118.8697357177734,14608,28,56.75126457004618,934.522941468254,5312,26772,96.15067841238479,9x4
2,48,48.11898387485742,1282.995849609375,8401,28,53.45929148539466,1127.787372891865,6001,21962,101.57827536025208,4x9
2,60,31.474591025063784,10508.090744018555,17618,28,56.51820620927558,681.5960131448413,5298,33475,87.99279723433936,5x4
2,64,33.6157471227519,9601.837585449219,15420,28,56.02431610942249,728.2839626736111,5367,31352,89.64006323217438,4x5
2,64,32.478736255226885,9823.863464355469,16412,28,55.10313901345292,732.791976686508,5859,32445,87.5818752686798,5x4
2,52,45.11055886667484,1909.0733489990234,10864,28,56.43785882224288,930.2771732390873,5088,23415,101.54841768891772,4x9
2,44,41.93968482521398,3517.7565002441406,13628,28,59.42725545512119,913.4033978174604,5719,25160,101.36694028033517,9x4
2,68,32.4174859333457,10455.046875,16412,28,56.942240856181385,745.6514291914683,5044,32505,89.35972678952709,4x5
2,68,32.543248192172804,10047.340682983398,16379,28,55.8666378003897,709.5797836061508,5617,32381,88.4098859925625,5x4
2,56,45.3309682870069,1455.5885162353516,10290,28,54.82217973231358,1065.804951016865,5511,23302,100.15314801932047,4x9
2,48,40.36089299461124,2827.490509033203,14665,28,57.64181604958954,980.3816499255952,5987,26138,98.00270904420078,9x4
2,72,33.71952278354825,9660.952362060547,15492,28,56.271711279507166,724.6170789930555,5365,31257,89.99123406305542,4x5
2,72,33.17123786023853,9331.47004699707,16082,28,55.27428510228125,760.0635230654761,5869,60000,88.44552296251977,5x4
2,60,48.46824707793131,1098.4867858886719,7504,28,54.39747035573122,1167.272708953373,5630,21805,102.86571743366252,4x9
2,24,27.120215187254292,13925.472122192383,22138,32,57.49412354481145,623.602554563492,4593,38823,84.61433873206575,4x5
2,52,41.43750246986762,1375.5563507080078,10772,28,51.65609048143329,1379.6530257936508,7909,25466,93.0935929513009,9x4
2,24,25.716780301172317,14268.771713256836,23674,32,55.82131847926018,626.1214037698413,5614,40934,81.53809878043249,5x4
2,64,47.270655335226714,1097.424789428711,10103,28,54.47210934613964,1172.4429873511904,6043,22353,101.74276468136635,4x9
2,28,26.84320200701431,13746.082214355469,22034,32,56.45638024394246,645.5108816964286,5028,39222,83.29958225095677,4x5
2,56,43.16904075751338,1086.0941314697266,12232,28,51.71561701488051,1538.9467385912699,8451,24448,94.8846577723939,9x4
2,28,25.938800247371677,15058.966766357422,24020,32,57.02088167053364,596.7502635168651,4903,40585,82.95968191790531,5x4
2,68,50.49939950931968,638.9438323974609,7529,28,52.379579823404036,1284.745876736111,6427,20935,102.87897933272372,4x9
2,32,26.524068499734398,14260.149383544922,22559,32,56.74814448292924,638.4957527281746,4984,39692,83.27221298266363,4x5
2,60,44.3428764748171,3263.738311767578,13930,28,61.00786098469177,943.9174262152778,5692,23805,105.35073745950888,9x4
2,32,26.306472654290015,14540.628936767578,23489,32,57.21367995122222,601.7638578869048,4866,40020,83.52015260551224,5x4
2,72,49.70216577969647,670.5980224609375,7588,28,52.54489920586439,1284.6570405505952,6498,21268,102.24706498556085,4x9
2,36,28.34218990728978,12894.645050048828,20122,32,56.65781095619717,637.7941468253969,4930,37156,85.00000086348695,4x5
2,36,27.533965286348238,13461.982452392578,21078,32,56.6733651787185,640.6382068452381,5291,38243,84.20733046506673,5x4
2,64,43.39952816522495,2285.4046783447266,11207,28,55.02969558031668,1110.6755797371031,6432,24321,98.42922374554163,9x4
2,40,28.319226510384315,12964.3466796875,20531,32,57.57108595013664,628.5148034474206,4656,37186,85.89031246052096,4x5
2,24,41.55749291247484,4259.587692260742,11236,32,61.35600071330916,516.4835379464286,2939,25402,102.913493625784,4x9
2,40,27.647946000105467,13017.910415649414,21114,32,55.622783855149,655.8256448412699,5640,38086,83.27072985525447,5x4
2,68,42.26424828698106,944.2530822753906,13231,28,51.40654415060511,1589.5049603174602,7833,24968,93.67079243758616,9x4
2,44,29.76034512118976,12278.937866210938,18824,32,56.96738230586677,676.6197451636905,4947,35393,86.72772742705654,4x5
2,28,41.125493167989134,3711.071090698242,11255,32,61.49857006673022,564.9214719742064,2957,25667,102.62406323471936,4x9
2,44,29.48088169140801,12340.608383178711,18997,32,57.58072074082339,647.0726996527778,4783,35728,87.0616024322314,5x4
2,48,31.19369329168526,11402.14924621582,17454,32,56.53058765540281,714.9276723710317,5248,33774,87.72428094708808,4x5
2,72,43.763606010016694,1027.4927368164062,13482,28,52.83267646005016,1545.6605127728174,7510,24118,96.59628247006685,9x4
2,48,30.243604164864006,11757.673828125,18641,32,56.99254596653967,661.2689422123016,5046,34831,87.23615013140368,5x4
2,32,38.94977472639488,3846.49267578125,12150,32,60.025122121423585,556.1904916914683,3618,27091,98.97489684781846,4x9
2,52,32.2460175902577,10621.825561523438,16563,32,55.98784985897158,711.1218687996031,5336,32677,88.23386744922928,4x5
2,24,38.178627343892224,4735.327819824219,13846,32,60.30567889693854,696.3371775793651,4209,27623,98.48430624083076,9x4
2,52,29.676119318503424,11271.521621704102,18836,32,55.52404518558365,701.327892485119,5746,35494,85.20016450408707,5x4
2,36,44.40927108316716,3458.7545318603516,10623,32,60.425711275026345,588.4759114583334,3272,23782,104.83498235819351,4x9
2,56,31.179779958370503,10702.431701660156,17815,32,55.97874071261999,710.4592943948413,5332,33793,87.1585206709905,4x5
2,56,32.84086567070688,10057.062255859375,16343,32,56.01519509415532,678.6112661210317,5477,32089,88.8560607648622,5x4
2,28,38.283169039795546,4477.0115966796875,12590,32,59.08706852138073,674.8707217261905,4553,27548,97.37023756117628,9x4
2,60,32.81311803730129,10020.864624023438,16521,32,56.54916999945215,700.5347997271825,5136,32118,89.36228803675343,4x5
2,40,44.758123420872,3124.105758666992,10094,32,59.97977802312743,676.4281218998016,3642,23598,104.73790144399943,4x9
2,60,31.909436718298288,10017.838333129883,17119,32,56.502737026494415,711.7305307539683,5406,33025,88.41217374479271,5x4
2,64,32.4747127504723,9876.73258972168,16507,32,55.966599793959766,745.3681950644841,5457,32450,88.44131254443207,4x5
2,44,45.14746883663885,2209.64453125,10167,32,57.175649476541295,879.3135230654761,4797,23396,102.32311831318015,4x9
2,32,36.07817230938618,4270.5633544921875,16022,32,59.02287282708143,717.8300006200396,4349,29222,95.1010451364676,9x4
2,64,32.45963348192174,9630.869491577148,16422,32,55.41672930312466,745.5417286706349,5802,32468,87.87636278504641,5x4
2,68,33.198543612474275,10344.173095703125,15513,32,56.77311479016556,721.1497860863095,5224,31744,89.97165840263983,4x5
2,48,45.78630963039069,1900.3076782226562,10140,32,55.93627052511787,983.3187003968254,5105,23072,101.72258015550855,4x9
2,68,32.45461017054072,9498.196792602539,16668,32,54.6364598771967,745.6604352678571,6009,32471,87.09107004773742,5x4
2,36,40.25243761996161,3000.7696380615234,11024,32,56.08519886981091,950.6907242063492,5449,26208,96.33763648977252,9x4
2,72,33.53297089862488,9442.253280639648,15797,32,55.60180995475113,747.9198443700396,5600,31430,89.13478085337601,4x5
2,72,32.01074579479195,9598.849533081055,16887,32,55.79717822585005,746.7148902529761,5713,32917,87.80792402064199,5x4
2,52,46.67715070661645,1379.2284545898438,10510,32,54.65671167593328,1063.5727926587301,5955,22635,101.33386238254974,4x9
2,24,28.38899718431882,13079.795272827148,20251,36,57.296253122398,637.2983010912699,4741,37095,85.68525030671682,4x5
2,40,37.99739092622119,3831.4004669189453,15767,32,59.80254924681345,862.3807353670635,5312,27754,97.79994017303464,9x4
2,24,27.988896006833226,13032.163787841797,20831,36,57.18515235457064,637.5831318204365,4944,37624,85.17404836140386,5x4
2,56,50.16113102817079,827.8707427978516,6799,32,52.633318035796236,1247.2225942460318,6304,21075,102.79444906396702,4x9
2,28,28.46761144594668,12908.459716796875,20264,36,56.50583018558056,661.9806392609127,4997,36993,84.97344163152724,4x5
2,44,39.066204686859656,2409.031005859375,12685,32,51.9472571716155,1090.044208829365,8097,26999,91.01346185847515,9x4
2,28,28.006837606837607,12979.481918334961,20846,36,56.41318248893261,625.0864955357143,5222,37600,84.42002009577021,5x4
2,60,50.182740498762314,723.9707183837891,7081,32,52.62795084892672,1280.9253782242063,6453,21066,102.81069134768904,4x9
2,32,28.444444444444443,13156.128356933594,20202,36,57.18515235457064,654.563228546627,4803,37023,85.62959679901508,4x5
2,32,27.466170731068445,13415.928695678711,21250,36,56.76374835019798,643.3177083333334,5274,38337,84.22991908126642,5x4
2,48,42.609451826567515,1701.115966796875,11554,32,52.90850376749193,1304.5294828869048,7011,24767,95.51795559405944,9x4
2,64,50.192350685542245,681.9241027832031,7915,32,52.69780977178741,1275.8873542906747,6463,21062,102.89016045732966,4x9
2,36,27.86172445861565,13904.940490722656,21351,36,58.177882989516405,630.8085472470239,4381,37794,86.03960744813206,4x5
2,36,26.92038715308978,13309.232162475586,22224,36,56.036482084690554,654.8204365079365,5559,39111,82.95686923778034,5x4
2,52,43.13529968324489,1750.078369140625,12038,32,53.63986904328847,1301.8347594246031,6715,24467,96.77516872653337,9x4
2,40,28.788842215083875,12457.017196655273,20140,36,56.16760080535452,651.4835689484127,5119,36582,84.9564430204384,4x5
2,68,50.78807506962301,659.5347747802734,6410,32,52.46744268794795,1275.090572296627,6593,20817,103.25551775757097,4x9
2,40,28.258172312501685,12310.751220703125,20298,36,55.990886899918635,671.1052052331349,5511,37267,84.24905921242032,5x4
2,44,29.53652009802541,13231.313598632812,19437,36,58.319227074975984,640.6498325892857,4374,35660,87.85574717300139,4x5
2,56,42.778067885117494,2029.7059478759766,13807,32,54.426153440548376,1222.7245318700398,6591,24670,97.20422132566587,9x4
2,72,47.15371902789074,724.1127166748047,8814,32,52.83538083538083,1267.1185825892858,6450,22408,99.98909986327158,4x9
2,44,28.77620132275858,12896.616195678711,19989,36,57.1218594355285,611.2361731150794,4829,36599,85.89806075828707,5x4
2,48,30.921411931231752,10984.16975402832,17943,36,55.86059097304903,700.3823939732143,5353,34070,86.78200290428077,4x5
2,60,42.61811087628028,2300.0860595703125,15388,32,56.241050509453494,1175.7859778025793,6531,24762,98.85916138573377,9x4
2,24,43.87769958971234,2853.6289825439453,10213,36,58.49770473221876,716.7772662450396,3773,24068,102.3754043219311,4x9
2,48,29.80687341880099,11864.642471313477,18835,36,56.64226526916534,682.5545634920635,5394,35339,86.44913868796633,5x4
2,52,31.677119207298652,10646.404815673828,17217,36,55.924148019721514,675.4231925843254,5381,33261,87.60126722702017,4x5
2,52,30.07186899538272,11382.15641784668,18772,36,56.379287743063145,683.0565631200396,5464,35029,86.45115673844586,5x4
2,64,42.34788578813457,2126.348190307617,11399,32,52.598450876477784,1146.9597904265872,6954,24919,94.94633666461235,9x4
2,28,39.42285169160268,3040.454559326172,13354,36,58.958816473410636,752.4610460069445,4453,26768,98.38166816501331,4x9
2,56,31.019287658265295,10961.658615112305,17999,36,56.704499258364,673.4931640625,5061,33963,87.7237869166293,4x5
2,56,32.491819533961326,10072.637237548828,16372,36,55.54496044772104,727.514632936508,5747,32432,88.03677998168237,5x4
2,32,41.91638527863658,3282.4791259765625,11326,36,60.51072810411537,664.1301773313492,3708,25186,102.42711338275195,4x9
2,68,42.376980278047206,1982.107681274414,14102,32,54.512384473197784,1271.921394469246,7129,24902,96.88936475124498,9x4
2,60,33.19433980182975,10221.637786865234,15874,36,56.2747791952895,701.6669301835317,5263,31748,89.46911899711924,4x5
2,60,30.8377496103285,10480.081420898438,17834,36,55.89689158453374,699.6353701636905,5547,60000,86.73464119486223,5x4
2,64,33.478369145301876,9651.84716796875,15629,36,55.440541411537225,725.4601469494048,5641,31480,88.91891055683911,4x5
2,36,43.34615460875844,2752.5658416748047,10291,36,57.8874992989737,782.0815042162699,4568,24361,101.23365390773213,4x9
2,72,45.10780349307408,1530.335693359375,10308,32,52.19153562218739,1278.9200613839287,7409,23408,97.29933911526146,9x4
2,64,32.590787592465965,9841.022018432617,16569,36,55.41375422773393,719.5380549355159,5732,32335,88.0045418201999,5x4
2,68,32.09206096590561,10572.696243286133,16549,36,56.53058765540281,722.9762679811508,5263,32833,88.62264862130843,4x5
2,40,44.28359012228316,2692.5843353271484,10257,36,59.19889883000688,792.3736204117064,4068,23849,103.48248895229004,4x9
2,24,37.26547729049684,3809.903854370117,15247,36,57.41417287796195,880.1227368551587,6088,28296,94.67965016845879,9x4
2,68,32.790543498655325,9608.77311706543,16235,36,55.75197148104137,765.4811507936508,5802,32138,88.5425149796967,5x4
2,72,33.44206665603572,9238.46353149414,16196,36,54.69436201780415,770.6736111111111,5811,31514,88.13642867383987,4x5
2,44,44.04359992462032,2954.367630004883,11232,36,60.69218557064738,696.1280226934524,3454,23978,104.73578549526769,4x9
2,72,33.181734755229265,9325.197814941406,16273,36,55.538983050847456,733.6764322916666,5711,31762,88.72071780607672,5x4
2,24,29.3784601591393,12357.38330078125,19083,40,56.48727630930882,652.1199156746031,5009,35851,85.86573646844812,4x5
2,28,38.543503032530786,4074.6691131591797,13181,36,58.428167100645304,766.5893942212301,5256,27363,96.97167013317609,9x4
2,48,42.726101715912485,2224.8738708496094,11719,36,57.55503512880562,886.373790922619,4762,24712,100.2811368447181,4x9
2,24,27.688830208608397,13126.3193359375,21206,40,56.20430166076776,636.0947730654761,5449,38030,83.89313186937616,5x4
2,28,29.411421519129362,12634.118927001953,19183,40,56.88575365114357,643.8797433035714,4875,35811,86.29717517027294,4x5
2,32,38.542086304491654,3291.251922607422,11919,36,54.909671241621446,888.824203249008,6277,27364,93.4517575461131,9x4
2,28,29.257142857142856,12142.916458129883,19447,40,56.11874082531398,661.1267361111111,5392,36000,85.37588368245683,5x4
2,32,28.32840740240443,12914.128295898438,20575,40,57.433340752281325,654.9095517113095,4772,37174,85.76174815468576,4x5
2,52,45.89856353648871,1157.9784545898438,11343,36,54.030150753768844,1155.9513268849207,5800,23016,99.92871429025755,4x9
2,36,38.73429130804182,2822.4541778564453,12390,36,54.20322428188836,1052.3115854414682,6931,27229,92.93751558993017,9x4
2,32,27.581040559734863,13085.613372802734,21133,40,55.622783855149,658.7098214285714,5650,38178,83.20382441488387,5x4
2,36,28.861743414714706,12666.992965698242,19869,40,56.857552054643605,651.1615203373016,5040,36490,85.71929546935831,4x5
2,56,49.82499614617856,866.7129821777344,6839,36,52.90850376749193,1247.9993489583333,6581,21216,102.7334999136705,4x9
2,36,28.375937001055394,12230.831924438477,19818,40,56.1828870019595,697.0490141369048,5464,37113,84.55882400301489,5x4
2,40,40.77999455528332,3186.164306640625,13717,36,58.13528583497607,915.3377046130952,5431,25871,98.91528039025938,9x4
2,40,29.037578577164854,12787.798522949219,19330,40,56.964238410596025,680.8492373511905,4950,36270,86.00181698776088,4x5
2,60,48.64817282975412,1255.097412109375,9657,36,54.81635687732342,1106.467556423611,5515,21725,103.46452970707753,4x9
2,40,27.869129568106313,13238.974517822266,21352,40,56.87948421226649,642.9200148809524,5017,37785,84.7486137803728,5x4
2,44,30.17224412280954,11956.306732177734,18451,40,56.77623762376238,684.5254216269841,4952,34912,86.94848174657191,4x5
2,44,42.17245817245817,4209.304992675781,13076,36,60.461105904404874,763.4542100694445,4748,25022,102.63356407686305,9x4
2,64,51.63098712724819,673.5441131591797,6731,36,52.66285714285714,1268.3111514136904,6424,20480,104.29384427010532,4x9
2,44,29.238379388227422,12531.453506469727,19457,40,56.83250743310208,614.3752945188492,4960,36023,86.07088682132951,5x4
2,48,31.25319662603201,11219.723876953125,17579,40,57.08710801393728,670.9250062003969,4840,33710,88.34030463996929,4x5
2,68,49.441985747202956,616.1500396728516,6152,36,52.49946594781547,1298.1675967261904,6737,21379,101.94145169501843,4x9
2,48,41.028915756935476,3989.206008911133,14397,36,58.564085106382976,846.0108661954365,5067,25715,99.59300086331845,9x4
2,48,29.100435711708712,12229.470443725586,19178,40,56.25331080712846,690.5559740823413,5448,36193,85.35374651883717,5x4
2,52,32.07341021013673,10933.391860961914,16836,40,56.3515859583993,682.8196459573413,5148,32852,88.42499616853603,4x5
2,72,50.125156572028665,699.2998352050781,7605,36,52.660170399469415,1279.3741164434523,6227,21090,102.78532697149808,4x9
2,56,31.996094226778958,10939.665512084961,16747,40,57.15665319231408,665.522956969246,4806,32931,89.15274741909303,4x5
2,52,30.806945382965598,10695.346267700195,17969,40,55.94536585365854,691.3421843998016,5583,34197,86.75231123662414,5x4
2,52,44.43992371265099,1944.8035706111239,9682,36,54.00188343622476,1197.657722594246,6675,60000,98.44180714887574,9x4
2,24,45.99118470469963,2666.8115997314453,9120,40,58.687286786445306,754.1797650049604,4207,22970,104.67847149114493,4x9
2,60,32.92956065697327,10007.252487182617,16024,40,55.96053130929791,725.4285869295635,5428,32005,88.89009196627119,4x5
2,56,32.88102853559109,9932.205459594727,15995,40,55.92111821432441,690.2704458085317,5558,32050,88.8021467499155,5x4
2,56,38.547753841629294,2010.6641235351562,17269,36,53.94261823882937,1325.6334325396826,7063,27360,92.49037208045866,9x4
2,64,33.244855901842044,10320.486022949219,15950,40,56.1828870019595,729.216564360119,5309,31700,89.42774290380154,4x5
2,60,32.31856988750193,10178.278701782227,16807,40,56.36697247706422,706.3744884672619,5422,32605,88.68554236456615,5x4
2,28,45.668634593144056,2550.5474243164062,9240,40,57.74177668382188,789.9760199652778,4518,23131,103.41041127696593,4x9
2,68,33.17333670789965,10368.320755004883,15545,40,56.52749178532311,742.5489676339286,5145,31768,89.70082849322276,4x5
2,64,32.7424199843872,10801.833740234375,16857,40,57.39820942000779,723.9847780257936,4981,32185,90.14062940439499,5x4
2,60,40.24471310688927,2136.456512451172,16735,36,55.90294627383015,1245.3640873015872,6567,26213,96.14765938071943,9x4
2,32,44.31728521714067,2755.8607635498047,9843,40,58.75075416927543,754.5440073164683,4428,23831,103.0680393864161,4x9
