req_id,dma_id,ddr_id,cmd,issue_time,sn_receive_time,sn_send_data,ack_time,read_flit_recv,write_flit_recv,BW
713,0,0,R,5200.00,5240.00,5395.00,,5435.00;5435.50,,33.580719345046454
714,0,0,R,5201.00,5241.00,5396.00,,5436.00;5436.50,,33.62163156442564
715,0,0,R,5202.00,5242.00,5397.00,,5437.00;5437.50,,33.662528735632186
716,0,0,R,5203.00,5243.00,5398.00,,5438.00;5438.50,,33.703410866967
717,0,0,R,5204.00,5244.00,5399.00,,5439.00;5439.50,,33.74427796672488
718,0,0,R,5205.00,5245.00,5400.00,,5440.00;5440.50,,33.785130043194556
719,0,0,R,5206.00,5246.00,5401.00,,5441.00;5441.50,,33.825967104658645
720,0,0,R,5207.00,5247.00,5402.00,,5442.00;5442.50,,33.86678915939366
721,1,0,R,5208.00,5248.00,5403.00,,5443.00;5443.50,,33.90759621567007
722,1,0,R,5209.00,5249.00,5404.00,,5444.00;5444.50,,33.94838828175223
723,1,0,R,5210.00,5250.00,5405.00,,5445.00;5445.50,,33.98916536589845
724,1,0,R,5211.00,5251.00,5406.00,,5446.00;5446.50,,34.02992747636097
725,1,0,R,5212.00,5252.00,5407.00,,5447.00;5447.50,,34.070674621385955
726,1,0,R,5213.00,5253.00,5408.00,,5448.00;5448.50,,34.11140680921355
727,1,0,R,5214.00,5254.00,5409.00,,5449.00;5449.50,,34.1521240480778
728,1,0,R,5215.00,5255.00,5410.00,,5450.00;5450.50,,34.19282634620677
729,1,0,R,5216.00,5256.00,5411.00,,5451.00;5451.50,,34.23351371182243
730,1,0,R,5217.00,5257.00,5412.00,,5452.00;5452.50,,34.27418615314076
731,1,0,R,5218.00,5258.00,5413.00,,5453.00;5453.50,,34.31484367837169
732,1,0,R,5219.00,5259.00,5414.00,,5454.00;5454.50,,34.35548629571913
733,1,0,R,5220.00,5260.00,5415.00,,5455.00;5455.50,,34.396114013380995
734,1,0,R,5221.00,5261.00,5416.00,,5456.00;5456.50,,34.43672683954916
735,1,0,R,5222.00,5262.00,5417.00,,5457.00;5457.50,,34.477324782409525
736,1,0,R,5223.00,5263.00,5418.00,,5458.00;5458.50,,34.51790785014198
737,0,0,R,5428.00,5468.00,5623.00,,5663.00;5663.50,,33.31367528913216
738,0,0,R,5429.00,5469.00,5624.00,,5664.00;5664.50,,33.352987907140964
739,0,0,R,5430.00,5470.00,5625.00,,5665.00;5665.50,,33.392286647250906
740,0,0,R,5431.00,5471.00,5626.00,,5666.00;5666.50,,33.43157151680932
741,0,0,R,5432.00,5472.00,5627.00,,5667.00;5667.50,,33.47084252315836
742,0,0,R,5433.00,5473.00,5628.00,,5668.00;5668.50,,33.510099673635
743,0,0,R,5434.00,5474.00,5629.00,,5669.00;5669.50,,33.54934297557104
744,0,0,R,5435.00,5475.00,5630.00,,5670.00;5670.50,,33.5885724362931
745,0,0,R,5436.00,5476.00,5631.00,,5671.00;5671.50,,33.62778806312263
746,0,0,R,5437.00,5477.00,5632.00,,5672.00;5672.50,,33.66698986337594
747,0,0,R,5438.00,5478.00,5633.00,,5673.00;5673.50,,33.70617784436415
748,0,0,R,5439.00,5479.00,5634.00,,5674.00;5674.50,,33.74535201339325
749,0,0,R,5440.00,5480.00,5635.00,,5675.00;5675.50,,33.784512377764074
750,0,0,R,5441.00,5481.00,5636.00,,5676.00;5676.50,,33.823658944772305
751,0,0,R,5442.00,5482.00,5637.00,,5677.00;5677.50,,33.8627917217085
752,0,0,R,5443.00,5483.00,5638.00,,5678.00;5678.50,,33.90191071585806
753,1,0,R,5444.00,5484.00,5639.00,,5679.00;5679.50,,33.94101593450128
754,1,0,R,5445.00,5485.00,5640.00,,5680.00;5680.50,,33.9801073849133
755,1,0,R,5446.00,5486.00,5641.00,,5681.00;5681.50,,34.01918507436417
756,1,0,R,5447.00,5487.00,5642.00,,5682.00;5682.50,,34.058249010118786
757,1,0,R,5448.00,5488.00,5643.00,,5683.00;5683.50,,34.09729919943697
758,1,0,R,5449.00,5489.00,5644.00,,5684.00;5684.50,,34.136335649573404
759,1,0,R,5450.00,5490.00,5645.00,,5685.00;5685.50,,34.17535836777768
760,1,0,R,5451.00,5491.00,5646.00,,5686.00;5686.50,,34.21436736129429
761,1,0,R,5452.00,5492.00,5647.00,,5687.00;5687.50,,34.253362637362635
762,1,0,R,5453.00,5493.00,5648.00,,5688.00;5688.50,,34.29234420321702
763,1,0,R,5454.00,5494.00,5649.00,,5689.00;5689.50,,34.33131206608665
764,1,0,R,5455.00,5495.00,5650.00,,5690.00;5690.50,,34.37026623319568
765,1,0,R,5456.00,5496.00,5651.00,,5691.00;5691.50,,34.409206711763154
766,1,0,R,5457.00,5497.00,5652.00,,5692.00;5692.50,,34.44813350900307
767,1,0,R,5458.00,5498.00,5653.00,,5693.00;5693.50,,34.487046632124354
768,1,0,R,5459.00,5499.00,5654.00,,5694.00;5694.50,,34.52594608833085
769,0,0,R,5664.00,5704.00,5859.00,,5899.00;5899.50,,33.36960759386389
770,0,0,R,5665.00,5705.00,5860.00,,5900.00;5900.50,,33.40733836115584
771,0,0,R,5666.00,5706.00,5861.00,,5901.00;5901.50,,33.445056341608066
772,0,0,R,5667.00,5707.00,5862.00,,5902.00;5902.50,,33.48276154171961
773,0,0,R,5668.00,5708.00,5863.00,,5903.00;5903.50,,33.52045396798509
774,0,0,R,5669.00,5709.00,5864.00,,5904.00;5904.50,,33.558133626894744
775,0,0,R,5670.00,5710.00,5865.00,,5905.00;5905.50,,33.59580052493438
776,0,0,R,5671.00,5711.00,5866.00,,5906.00;5906.50,,33.63345466858546
777,0,0,R,5672.00,5712.00,5867.00,,5907.00;5907.50,,33.67109606432501
778,0,0,R,5673.00,5713.00,5868.00,,5908.00;5908.50,,33.70872471862571
779,0,0,R,5674.00,5714.00,5869.00,,5909.00;5909.50,,33.74634063795583
780,0,0,R,5675.00,5715.00,5870.00,,5910.00;5910.50,,33.78394382877929
781,0,0,R,5676.00,5716.00,5871.00,,5911.00;5911.50,,33.821534297555615
782,0,0,R,5677.00,5717.00,5872.00,,5912.00;5912.50,,33.85911205073996
783,0,0,R,5678.00,5718.00,5873.00,,5913.00;5913.50,,33.89667709478312
784,0,0,R,5679.00,5719.00,5874.00,,5914.00;5914.50,,33.93422943613154
785,1,0,R,5680.00,5720.00,5875.00,,5915.00;5915.50,,33.971769081227286
786,1,0,R,5681.00,5721.00,5876.00,,5916.00;5916.50,,34.00929603650807
787,1,0,R,5682.00,5722.00,5877.00,,5917.00;5917.50,,34.04681030840727
788,1,0,R,5683.00,5723.00,5878.00,,5918.00;5918.50,,34.08431190335389
789,1,0,R,5684.00,5724.00,5879.00,,5919.00;5919.50,,34.12180082777262
790,1,0,R,5685.00,5725.00,5880.00,,5920.00;5920.50,,34.159277088083776
791,1,0,R,5686.00,5726.00,5881.00,,5921.00;5921.50,,34.19674069070337
792,1,0,R,5687.00,5727.00,5882.00,,5922.00;5922.50,,34.23419164204306
793,1,0,R,5688.00,5728.00,5883.00,,5923.00;5923.50,,34.271629948510174
794,1,0,R,5689.00,5729.00,5884.00,,5924.00;5924.50,,34.30905561650772
795,1,0,R,5690.00,5730.00,5885.00,,5925.00;5925.50,,34.346468652434396
796,1,0,R,5691.00,5731.00,5886.00,,5926.00;5926.50,,34.38386906268455
797,1,0,R,5692.00,5732.00,5887.00,,5927.00;5927.50,,34.42125685364825
798,1,0,R,5693.00,5733.00,5888.00,,5928.00;5928.50,,34.458632031711225
799,1,0,R,5694.00,5734.00,5889.00,,5929.00;5929.50,,34.495994603254914
800,1,0,R,5695.00,5735.00,5890.00,,5930.00;5930.50,,34.53334457465644
801,0,0,R,5900.00,5940.00,6095.00,,6135.00;6135.50,,33.42123706299405
802,0,0,R,5901.00,5941.00,6096.00,,6136.00;6136.50,,33.457508351666256
803,0,0,R,5902.00,5942.00,6097.00,,6137.00;6137.50,,33.49376782077393
804,0,0,R,5903.00,5943.00,6098.00,,6138.00;6138.50,,33.53001547609351
805,0,0,R,5904.00,5944.00,6099.00,,6139.00;6139.50,,33.56625132339767
806,0,0,R,5905.00,5945.00,6100.00,,6140.00;6140.50,,33.60247536845534
807,0,0,R,5906.00,5946.00,6101.00,,6141.00;6141.50,,33.63868761703167
808,0,0,R,5907.00,5947.00,6102.00,,6142.00;6142.50,,33.674888074888074
809,0,0,R,5908.00,5948.00,6103.00,,6143.00;6143.50,,33.71107674778221
810,0,0,R,5909.00,5949.00,6104.00,,6144.00;6144.50,,33.74725364146798
811,0,0,R,5910.00,5950.00,6105.00,,6145.00;6145.50,,33.78341876169555
812,0,0,R,5911.00,5951.00,6106.00,,6146.00;6146.50,,33.81957211421134
813,0,0,R,5912.00,5952.00,6107.00,,6147.00;6147.50,,33.85571370475803
814,0,0,R,5913.00,5953.00,6108.00,,6148.00;6148.50,,33.89184353907457
815,0,0,R,5914.00,5954.00,6109.00,,6149.00;6149.50,,33.92796162289617
816,0,0,R,5915.00,5955.00,6110.00,,6150.00;6150.50,,33.96406796195431
817,1,0,R,5916.00,5956.00,6111.00,,6151.00;6151.50,,34.00016256197675
818,1,0,R,5917.00,5957.00,6112.00,,6152.00;6152.50,,34.03624542868752
819,1,0,R,5918.00,5958.00,6113.00,,6153.00;6153.50,,34.072316567806936
820,1,0,R,5919.00,5959.00,6114.00,,6154.00;6154.50,,34.10837598505159
821,1,0,R,5920.00,5960.00,6115.00,,6155.00;6155.50,,34.14442368613435
822,1,0,R,5921.00,5961.00,6116.00,,6156.00;6156.50,,34.18045967676439
823,1,0,R,5922.00,5962.00,6117.00,,6157.00;6157.50,,34.21648396264718
824,1,0,R,5923.00,5963.00,6118.00,,6158.00;6158.50,,34.252496549484455
825,1,0,R,5924.00,5964.00,6119.00,,6159.00;6159.50,,34.28849744297427
826,1,0,R,5925.00,5965.00,6120.00,,6160.00;6160.50,,34.324486648810975
827,1,0,R,5926.00,5966.00,6121.00,,6161.00;6161.50,,34.36046417268522
828,1,0,R,5927.00,5967.00,6122.00,,6162.00;6162.50,,34.39643002028397
829,1,0,R,5928.00,5968.00,6123.00,,6163.00;6163.50,,34.4323841972905
830,1,0,R,5929.00,5969.00,6124.00,,6164.00;6164.50,,34.46832670938438
831,1,0,R,5930.00,5970.00,6125.00,,6165.00;6165.50,,34.504257562241506
832,1,0,R,5931.00,5971.00,6126.00,,6166.00;6166.50,,34.5401767615341
833,0,0,R,6136.00,6176.00,6331.00,,6371.00;6371.50,,33.46904182688535
834,0,0,R,6137.00,6177.00,6332.00,,6372.00;6372.50,,33.50396233817183
835,0,0,R,6138.00,6178.00,6333.00,,6373.00;6373.50,,33.53887189142544
836,0,0,R,6139.00,6179.00,6334.00,,6374.00;6374.50,,33.57377049180328
837,0,0,R,6140.00,6180.00,6335.00,,6375.00;6375.50,,33.608658144459255
838,0,0,R,6141.00,6181.00,6336.00,,6376.00;6376.50,,33.64353485454403
839,0,0,R,6142.00,6182.00,6337.00,,6377.00;6377.50,,33.678400627205015
840,0,0,R,6143.00,6183.00,6338.00,,6378.00;6378.50,,33.71325546758642
841,0,0,R,6144.00,6184.00,6339.00,,6379.00;6379.50,,33.74809938082922
842,0,0,R,6145.00,6185.00,6340.00,,6380.00;6380.50,,33.78293237207115
843,0,0,R,6146.00,6186.00,6341.00,,6381.00;6381.50,,33.81775444644676
844,0,0,R,6147.00,6187.00,6342.00,,6382.00;6382.50,,33.85256560908735
845,0,0,R,6148.00,6188.00,6343.00,,6383.00;6383.50,,33.88736586512101
846,0,0,R,6149.00,6189.00,6344.00,,6384.00;6384.50,,33.922155219672646
847,0,0,R,6150.00,6190.00,6345.00,,6385.00;6385.50,,33.95693367786391
848,0,0,R,6151.00,6191.00,6346.00,,6386.00;6386.50,,33.99170124481328
849,1,0,R,6152.00,6192.00,6347.00,,6387.00;6387.50,,34.02645792563601
850,1,0,R,6153.00,6193.00,6348.00,,6388.00;6388.50,,34.06120372544416
851,1,0,R,6154.00,6194.00,6349.00,,6389.00;6389.50,,34.095938649346586
852,1,0,R,6155.00,6195.00,6350.00,,6390.00;6390.50,,34.130662702448944
853,1,0,R,6156.00,6196.00,6351.00,,6391.00;6391.50,,34.16537588985371
854,1,0,R,6157.00,6197.00,6352.00,,6392.00;6392.50,,34.200078216660145
855,1,0,R,6158.00,6198.00,6353.00,,6393.00;6393.50,,34.23476968796434
856,1,0,R,6159.00,6199.00,6354.00,,6394.00;6394.50,,34.26945030885918
857,1,0,R,6160.00,6200.00,6355.00,,6395.00;6395.50,,34.304120084434366
858,1,0,R,6161.00,6201.00,6356.00,,6396.00;6396.50,,34.33877901977644
859,1,0,R,6162.00,6202.00,6357.00,,6397.00;6397.50,,34.37342711996874
860,1,0,R,6163.00,6203.00,6358.00,,6398.00;6398.50,,34.408064390091425
861,1,0,R,6164.00,6204.00,6359.00,,6399.00;6399.50,,34.442690835221505
862,1,0,R,6165.00,6205.00,6360.00,,6400.00;6400.50,,34.47730646043278
863,1,0,R,6166.00,6206.00,6361.00,,6401.00;6401.50,,34.511911270795906
864,1,0,R,6167.00,6207.00,6362.00,,6402.00;6402.50,,34.546505271378365
865,0,0,R,6372.00,6412.00,6567.00,,6607.00;6607.50,,33.51343170639425
866,0,0,R,6373.00,6413.00,6568.00,,6608.00;6608.50,,33.54709843383521
867,0,0,R,6374.00,6414.00,6569.00,,6609.00;6609.50,,33.5807549739012
868,0,0,R,6375.00,6415.00,6570.00,,6610.00;6610.50,,33.61440133121549
869,0,0,R,6376.00,6416.00,6571.00,,6611.00;6611.50,,33.648037510398545
870,0,0,R,6377.00,6417.00,6572.00,,6612.00;6612.50,,33.681663516068056
871,0,0,R,6378.00,6418.00,6573.00,,6613.00;6613.50,,33.71527935283889
872,0,0,R,6379.00,6419.00,6574.00,,6614.00;6614.50,,33.748885025323155
873,0,0,R,6380.00,6420.00,6575.00,,6615.00;6615.50,,33.78248053813015
874,0,0,R,6381.00,6421.00,6576.00,,6616.00;6616.50,,33.816065895866394
875,0,0,R,6382.00,6422.00,6577.00,,6617.00;6617.50,,33.849641103135625
876,0,0,R,6383.00,6423.00,6578.00,,6618.00;6618.50,,33.88320616453879
877,0,0,R,6384.00,6424.00,6579.00,,6619.00;6619.50,,33.91676108467407
878,0,0,R,6385.00,6425.00,6580.00,,6620.00;6620.50,,33.950305868136844
879,0,0,R,6386.00,6426.00,6581.00,,6621.00;6621.50,,33.983840519519745
880,0,0,R,6387.00,6427.00,6582.00,,6622.00;6622.50,,34.01736504341261
881,1,0,R,6388.00,6428.00,6583.00,,6623.00;6623.50,,34.050879444402504
882,1,0,R,6389.00,6429.00,6584.00,,6624.00;6624.50,,34.08438372707374
883,1,0,R,6390.00,6430.00,6585.00,,6625.00;6625.50,,34.11787789600785
884,1,0,R,6391.00,6431.00,6586.00,,6626.00;6626.50,,34.1513619557836
885,1,0,R,6392.00,6432.00,6587.00,,6627.00;6627.50,,34.18483591097699
886,1,0,R,6393.00,6433.00,6588.00,,6628.00;6628.50,,34.21829976616127
887,1,0,R,6394.00,6434.00,6589.00,,6629.00;6629.50,,34.25175352590693
888,1,0,R,6395.00,6435.00,6590.00,,6630.00;6630.50,,34.28519719478169
889,1,0,R,6396.00,6436.00,6591.00,,6631.00;6631.50,,34.31863077735052
890,1,0,R,6397.00,6437.00,6592.00,,6632.00;6632.50,,34.35205427817565
891,1,0,R,6398.00,6438.00,6593.00,,6633.00;6633.50,,34.38546770181654
892,1,0,R,6399.00,6439.00,6594.00,,6634.00;6634.50,,34.41887105282991
893,1,0,R,6400.00,6440.00,6595.00,,6635.00;6635.50,,34.452264335769726
894,1,0,R,6401.00,6441.00,6596.00,,6636.00;6636.50,,34.48564755518722
895,1,0,R,6402.00,6442.00,6597.00,,6637.00;6637.50,,34.51902071563089
896,1,0,R,6403.00,6443.00,6598.00,,6638.00;6638.50,,34.55238382164646
897,0,0,R,6608.00,6648.00,6803.00,,6843.00;6843.50,,33.55475999123256
898,0,0,R,6609.00,6649.00,6804.00,,6844.00;6844.50,,33.5872598436701
899,0,0,R,6610.00,6650.00,6805.00,,6845.00;6845.50,,33.61975020086188
900,0,0,R,6611.00,6651.00,6806.00,,6846.00;6846.50,,33.652231066968525
901,0,0,R,6612.00,6652.00,6807.00,,6847.00;6847.50,,33.68470244614823
902,0,0,R,6613.00,6653.00,6808.00,,6848.00;6848.50,,33.717164342556764
903,0,0,R,6614.00,6654.00,6809.00,,6849.00;6849.50,,33.74961676034747
904,0,0,R,6615.00,6655.00,6810.00,,6850.00;6850.50,,33.782059703671266
905,0,0,R,6616.00,6656.00,6811.00,,6851.00;6851.50,,33.81449317667664
906,0,0,R,6617.00,6657.00,6812.00,,6852.00;6852.50,,33.84691718350967
907,0,0,R,6618.00,6658.00,6813.00,,6853.00;6853.50,,33.879331728314
908,0,0,R,6619.00,6659.00,6814.00,,6854.00;6854.50,,33.91173681523087
909,0,0,R,6620.00,6660.00,6815.00,,6855.00;6855.50,,33.944132448399095
910,0,0,R,6621.00,6661.00,6816.00,,6856.00;6856.50,,33.97651863195508
911,0,0,R,6622.00,6662.00,6817.00,,6857.00;6857.50,,34.00889537003281
912,0,0,R,6623.00,6663.00,6818.00,,6858.00;6858.50,,34.04126266676387
913,1,0,R,6624.00,6664.00,6819.00,,6859.00;6859.50,,34.07362052627742
914,1,0,R,6625.00,6665.00,6820.00,,6860.00;6860.50,,34.10596895270024
915,1,0,R,6626.00,6666.00,6821.00,,6861.00;6861.50,,34.13830795015667
916,1,0,R,6627.00,6667.00,6822.00,,6862.00;6862.50,,34.17063752276867
917,1,0,R,6628.00,6668.00,6823.00,,6863.00;6863.50,,34.202957674655785
918,1,0,R,6629.00,6669.00,6824.00,,6864.00;6864.50,,34.23526840993517
919,1,0,R,6630.00,6670.00,6825.00,,6865.00;6865.50,,34.267569732721576
920,1,0,R,6631.00,6671.00,6826.00,,6866.00;6866.50,,34.29986164712736
921,1,0,R,6632.00,6672.00,6827.00,,6867.00;6867.50,,34.33214415726247
922,1,0,R,6633.00,6673.00,6828.00,,6868.00;6868.50,,34.36441726723448
923,1,0,R,6634.00,6674.00,6829.00,,6869.00;6869.50,,34.396680981148556
924,1,0,R,6635.00,6675.00,6830.00,,6870.00;6870.50,,34.42893530310749
925,1,0,R,6636.00,6676.00,6831.00,,6871.00;6871.50,,34.46118023721167
926,1,0,R,6637.00,6677.00,6832.00,,6872.00;6872.50,,34.493415787559115
927,1,0,R,6638.00,6678.00,6833.00,,6873.00;6873.50,,34.52564195824544
928,1,0,R,6639.00,6679.00,6834.00,,6874.00;6874.50,,34.55785875336388
929,0,0,R,6844.00,6884.00,7039.00,,7079.00;7079.50,,33.593332862490286
930,0,0,R,6845.00,6885.00,7040.00,,7080.00;7080.50,,33.62474401525316
931,0,0,R,6846.00,6886.00,7041.00,,7081.00;7081.50,,33.656146296688554
932,0,0,R,6847.00,6887.00,7042.00,,7082.00;7082.50,,33.687539710554184
933,0,0,R,6848.00,6888.00,7043.00,,7083.00;7083.50,,33.71892426060563
934,0,0,R,6849.00,6889.00,7044.00,,7084.00;7084.50,,33.75029995059637
935,0,0,R,6850.00,6890.00,7045.00,,7085.00;7085.50,,33.78166678427775
936,0,0,R,6851.00,6891.00,7046.00,,7086.00;7086.50,,33.813024765399
937,0,0,R,6852.00,6892.00,7047.00,,7087.00;7087.50,,33.84437389770723
938,0,0,R,6853.00,6893.00,7048.00,,7088.00;7088.50,,33.87571418494745
939,0,0,R,6854.00,6894.00,7049.00,,7089.00;7089.50,,33.90704563086254
940,0,0,R,6855.00,6895.00,7050.00,,7090.00;7090.50,,33.93836823919329
941,0,0,R,6856.00,6896.00,7051.00,,7091.00;7091.50,,33.969682013678344
942,0,0,R,6857.00,6897.00,7052.00,,7092.00;7092.50,,34.000986958054284
943,0,0,R,6858.00,6898.00,7053.00,,7093.00;7093.50,,34.03228307605554
944,0,0,R,6859.00,6899.00,7054.00,,7094.00;7094.50,,34.06357037141448
945,1,0,R,6860.00,6900.00,7055.00,,7095.00;7095.50,,34.09484884786132
946,1,0,R,6861.00,6901.00,7056.00,,7096.00;7096.50,,34.12611850912422
947,1,0,R,6862.00,6902.00,7057.00,,7097.00;7097.50,,34.1573793589292
948,1,0,R,6863.00,6903.00,7058.00,,7098.00;7098.50,,34.18863140100021
949,1,0,R,6864.00,6904.00,7059.00,,7099.00;7099.50,,34.219874639059086
950,1,0,R,6865.00,6905.00,7060.00,,7100.00;7100.50,,34.25110907682558
951,1,0,R,6866.00,6906.00,7061.00,,7101.00;7101.50,,34.28233471801732
952,1,0,R,6867.00,6907.00,7062.00,,7102.00;7102.50,,34.31355156634988
953,1,0,R,6868.00,6908.00,7063.00,,7103.00;7103.50,,34.34475962553671
954,1,0,R,6869.00,6909.00,7064.00,,7104.00;7104.50,,34.37595889928918
955,1,0,R,6870.00,6910.00,7065.00,,7105.00;7105.50,,34.40714939131659
956,1,0,R,6871.00,6911.00,7066.00,,7106.00;7106.50,,34.43833110532611
957,1,0,R,6872.00,6912.00,7067.00,,7107.00;7107.50,,34.469504045022866
958,1,0,R,6873.00,6913.00,7068.00,,7108.00;7108.50,,34.500668214109865
959,1,0,R,6874.00,6914.00,7069.00,,7109.00;7109.50,,34.531823616288065
960,1,0,R,6875.00,6915.00,7070.00,,7110.00;7110.50,,34.56297025525631
961,0,0,R,7080.00,7120.00,7275.00,,7315.00;7315.50,,33.6294169913198
962,0,0,R,7081.00,7121.00,7276.00,,7316.00;7316.50,,33.659810018451445
963,0,0,R,7082.00,7122.00,7277.00,,7317.00;7317.50,,33.690194738640244
964,0,0,R,7083.00,7123.00,7278.00,,7318.00;7318.50,,33.72057115529139
965,0,0,R,7084.00,7124.00,7279.00,,7319.00;7319.50,,33.750939271808186
966,0,0,R,7085.00,7125.00,7280.00,,7320.00;7320.50,,33.7812990915921
967,0,0,R,7086.00,7126.00,7281.00,,7321.00;7321.50,,33.81165061804275
968,0,0,R,7087.00,7127.00,7282.00,,7322.00;7322.50,,33.84199385455787
969,0,0,R,7088.00,7128.00,7283.00,,7323.00;7323.50,,33.87232880453335
970,0,0,R,7089.00,7129.00,7284.00,,7324.00;7324.50,,33.90265547136323
971,0,0,R,7090.00,7130.00,7285.00,,7325.00;7325.50,,33.932973858439695
972,0,0,R,7091.00,7131.00,7286.00,,7326.00;7326.50,,33.963283969153075
973,0,0,R,7092.00,7132.00,7287.00,,7327.00;7327.50,,33.99358580689184
974,0,0,R,7093.00,7133.00,7288.00,,7328.00;7328.50,,34.02387937504264
975,0,0,R,7094.00,7134.00,7289.00,,7329.00;7329.50,,34.05416467699025
976,0,0,R,7095.00,7135.00,7290.00,,7330.00;7330.50,,34.08444171611759
977,1,0,R,7096.00,7136.00,7291.00,,7331.00;7331.50,,34.11471049580577
978,1,0,R,7097.00,7137.00,7292.00,,7332.00;7332.50,,34.144971019434024
979,1,0,R,7098.00,7138.00,7293.00,,7333.00;7333.50,,34.17522329037976
980,1,0,R,7099.00,7139.00,7294.00,,7334.00;7334.50,,34.20546731201854
981,1,0,R,7100.00,7140.00,7295.00,,7335.00;7335.50,,34.23570308772408
982,1,0,R,7101.00,7141.00,7296.00,,7336.00;7336.50,,34.26593062086826
983,1,0,R,7102.00,7142.00,7297.00,,7337.00;7337.50,,34.29614991482112
984,1,0,R,7103.00,7143.00,7298.00,,7338.00;7338.50,,34.32636097295087
985,1,0,R,7104.00,7144.00,7299.00,,7339.00;7339.50,,34.35656379862388
986,1,0,R,7105.00,7145.00,7300.00,,7340.00;7340.50,,34.38675839520469
987,1,0,R,7106.00,7146.00,7301.00,,7341.00;7341.50,,34.416944766055984
988,1,0,R,7107.00,7147.00,7302.00,,7342.00;7342.50,,34.447122914538646
989,1,0,R,7108.00,7148.00,7303.00,,7343.00;7343.50,,34.477292844011714
990,1,0,R,7109.00,7149.00,7304.00,,7344.00;7344.50,,34.50745455783239
991,1,0,R,7110.00,7150.00,7305.00,,7345.00;7345.50,,34.53760805935607
992,1,0,R,7111.00,7151.00,7306.00,,7346.00;7346.50,,34.5677533519363
993,0,0,R,7316.00,7356.00,7511.00,,7551.00;7551.50,,33.663245712772294
994,0,0,R,7317.00,7357.00,7512.00,,7552.00;7552.50,,33.69268454154253
995,0,0,R,7318.00,7358.00,7513.00,,7553.00;7553.50,,33.722115575561
996,0,0,R,7319.00,7359.00,7514.00,,7554.00;7554.50,,33.75153881792309
997,0,0,R,7320.00,7360.00,7515.00,,7555.00;7555.50,,33.780954271722585
998,0,0,R,7321.00,7361.00,7516.00,,7556.00;7556.50,,33.810361940051614
999,0,0,R,7322.00,7362.00,7517.00,,7557.00;7557.50,,33.83976182600066
1000,0,0,R,7323.00,7363.00,7518.00,,7558.00;7558.50,,33.8691539326586
